replicate	totals_0_5	true_hits_0_5	frac_0_5	totals_5_10	true_hits_5_10	frac_5_10	totals_10_15	true_hits_10_15	frac_10_15	totals_15_20	true_hits_15_20	frac_15_20	totals_20_25	true_hits_20_25	frac_20_25	totals_25_30	true_hits_25_30	frac_25_30	totals_30_35	true_hits_30_35	frac_30_35	totals_35_40	true_hits_35_40	frac_35_40	totals_40_45	true_hits_40_45	frac_40_45	totals_45_50	true_hits_45_50	frac_45_50	totals_50_55	true_hits_50_55	frac_50_55	totals_55_60	true_hits_55_60	frac_55_60	totals_60_65	true_hits_60_65	frac_60_65	totals_65_70	true_hits_65_70	frac_65_70	totals_70_75	true_hits_70_75	frac_70_75	totals_75_80	true_hits_75_80	frac_75_80	totals_80_85	true_hits_80_85	frac_80_85	totals_85_90	true_hits_85_90	frac_85_90	totals_90_95	true_hits_90_95	frac_90_95	totals_95_100	true_hits_95_100	frac_95_100
sim_000	37	0	0.000000	5	0	0.000000	24	2	0.083333	20	4	0.200000	19	7	0.368421	23	8	0.347826	15	4	0.266667	16	8	0.500000	8	2	0.250000	4	1	0.250000	3	1	0.333333	2	0	0.000000	3	2	0.666667	1	0	0.000000	2	2	1.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	154	154	1.000000
sim_001	17471	62	0.003549	262	23	0.087786	102	6	0.058824	41	14	0.341463	26	5	0.192308	24	5	0.208333	13	5	0.384615	16	5	0.312500	11	3	0.272727	6	4	0.666667	5	4	0.800000	3	3	1.000000	8	3	0.375000	4	1	0.250000	1	1	1.000000	1	1	1.000000	2	1	0.500000	2	1	0.500000	3	2	0.666667	49	49	1.000000
sim_002	90792	177	0.001950	55	3	0.054545	13	2	0.153846	7	2	0.285714	5	1	0.200000	0	0	NaN	1	0	0.000000	4	0	0.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	0	0.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	8	8	1.000000
sim_003	74	0	0.000000	19	2	0.105263	18	1	0.055556	17	3	0.176471	23	6	0.260870	19	9	0.473684	12	2	0.166667	13	4	0.307692	6	3	0.500000	6	2	0.333333	4	1	0.250000	1	1	1.000000	2	2	1.000000	1	1	1.000000	1	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	159	159	1.000000
sim_004	131	3	0.022901	30	2	0.066667	18	0	0.000000	7	1	0.142857	8	0	0.000000	21	7	0.333333	17	4	0.235294	16	6	0.375000	6	4	0.666667	4	2	0.500000	3	3	1.000000	3	2	0.666667	0	0	NaN	1	0	0.000000	0	0	NaN	2	2	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	162	162	1.000000
sim_005	218	4	0.018349	87	5	0.057471	78	9	0.115385	47	8	0.170213	31	7	0.225806	20	4	0.200000	20	9	0.450000	7	4	0.571429	9	4	0.444444	5	4	0.800000	6	2	0.333333	3	1	0.333333	5	2	0.400000	0	0	NaN	3	3	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	2	2	1.000000	127	127	1.000000
sim_006	44690	113	0.002529	239	21	0.087866	90	6	0.066667	23	5	0.217391	27	5	0.185185	16	2	0.125000	10	2	0.200000	11	4	0.363636	7	4	0.571429	4	1	0.250000	1	0	0.000000	1	1	1.000000	4	3	0.750000	0	0	NaN	2	2	1.000000	1	0	0.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	27	27	1.000000
sim_007	27	0	0.000000	9	1	0.111111	10	1	0.100000	19	3	0.157895	24	6	0.250000	17	6	0.352941	9	1	0.111111	17	4	0.235294	6	5	0.833333	3	1	0.333333	7	4	0.571429	1	1	1.000000	1	0	0.000000	0	0	NaN	0	0	NaN	2	2	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	162	162	1.000000
sim_008	14378	45	0.003130	267	25	0.093633	98	8	0.081633	56	12	0.214286	35	9	0.257143	15	8	0.533333	21	5	0.238095	14	3	0.214286	6	3	0.500000	6	4	0.666667	7	7	1.000000	4	2	0.500000	3	0	0.000000	4	1	0.250000	2	2	1.000000	2	2	1.000000	2	0	0.000000	3	3	1.000000	1	1	1.000000	58	58	1.000000
sim_009	16152	56	0.003467	231	16	0.069264	119	17	0.142857	46	8	0.173913	35	11	0.314286	24	3	0.125000	12	1	0.083333	7	5	0.714286	6	1	0.166667	9	2	0.222222	4	3	0.750000	7	6	0.857143	2	2	1.000000	1	0	0.000000	1	1	1.000000	6	3	0.500000	2	2	1.000000	0	0	NaN	2	1	0.500000	60	60	1.000000
sim_010	3958	29	0.007327	195	14	0.071795	107	14	0.130841	62	11	0.177419	42	10	0.238095	26	5	0.192308	15	4	0.266667	15	5	0.333333	7	1	0.142857	9	4	0.444444	7	4	0.571429	7	5	0.714286	2	2	1.000000	3	3	1.000000	4	3	0.750000	0	0	NaN	2	2	1.000000	2	2	1.000000	0	0	NaN	80	80	1.000000
sim_011	10	0	0.000000	0	0	NaN	6	0	0.000000	11	2	0.181818	8	0	0.000000	17	2	0.117647	21	8	0.380952	16	6	0.375000	4	3	0.750000	4	4	1.000000	4	2	0.500000	0	0	NaN	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	168	168	1.000000
sim_012	485	9	0.018557	76	4	0.052632	46	4	0.086957	51	13	0.254902	30	3	0.100000	18	4	0.222222	17	5	0.294118	4	2	0.500000	5	2	0.400000	7	4	0.571429	5	4	0.800000	4	2	0.500000	4	3	0.750000	0	0	NaN	3	2	0.666667	3	2	0.666667	0	0	NaN	2	2	1.000000	0	0	NaN	133	133	1.000000
sim_013	1093	9	0.008234	124	9	0.072581	81	11	0.135802	45	7	0.155556	31	9	0.290323	26	5	0.192308	12	6	0.500000	7	3	0.428571	10	4	0.400000	9	6	0.666667	4	1	0.250000	4	2	0.500000	6	4	0.666667	4	3	0.750000	3	2	0.666667	2	1	0.500000	0	0	NaN	3	2	0.666667	1	1	1.000000	113	113	1.000000
sim_014	1892	10	0.005285	144	9	0.062500	83	14	0.168675	36	5	0.138889	26	7	0.269231	29	4	0.137931	12	6	0.500000	15	5	0.333333	5	4	0.800000	4	3	0.750000	7	4	0.571429	4	2	0.500000	1	1	1.000000	2	1	0.500000	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	1	1	1.000000	121	121	1.000000
sim_015	2204	22	0.009982	235	20	0.085106	101	13	0.128713	67	8	0.119403	39	8	0.205128	27	6	0.222222	20	7	0.350000	14	5	0.357143	12	8	0.666667	13	5	0.384615	6	3	0.500000	3	1	0.333333	3	2	0.666667	4	2	0.500000	1	0	0.000000	1	1	1.000000	2	2	1.000000	0	0	NaN	0	0	NaN	85	85	1.000000
sim_016	149	9	0.060403	65	4	0.061538	63	9	0.142857	51	7	0.137255	31	7	0.225806	20	3	0.150000	10	4	0.400000	13	2	0.153846	9	2	0.222222	6	3	0.500000	1	1	1.000000	2	2	1.000000	4	2	0.500000	3	2	0.666667	1	1	1.000000	0	0	NaN	1	1	1.000000	2	2	1.000000	1	1	1.000000	136	136	1.000000
sim_017	24801	79	0.003185	253	17	0.067194	102	9	0.088235	45	5	0.111111	41	12	0.292683	22	2	0.090909	7	2	0.285714	12	5	0.416667	6	4	0.666667	3	2	0.666667	2	1	0.500000	2	2	1.000000	3	3	1.000000	2	1	0.500000	3	2	0.666667	3	2	0.666667	0	0	NaN	0	0	NaN	0	0	NaN	50	50	1.000000
sim_018	2282	24	0.010517	201	11	0.054726	91	11	0.120879	63	8	0.126984	35	8	0.228571	30	10	0.333333	19	6	0.315789	6	2	0.333333	7	3	0.428571	6	4	0.666667	4	2	0.500000	5	3	0.600000	3	1	0.333333	2	1	0.500000	2	2	1.000000	2	1	0.500000	0	0	NaN	4	3	0.750000	2	2	1.000000	96	96	1.000000
sim_019	675	8	0.011852	154	12	0.077922	82	6	0.073171	73	11	0.150685	37	10	0.270270	21	5	0.238095	12	4	0.333333	18	8	0.444444	10	4	0.400000	6	3	0.500000	4	4	1.000000	7	6	0.857143	6	5	0.833333	4	2	0.500000	0	0	NaN	2	2	1.000000	3	1	0.333333	1	1	1.000000	3	3	1.000000	103	103	1.000000
sim_020	98	1	0.010204	61	5	0.081967	43	4	0.093023	35	5	0.142857	26	9	0.346154	22	8	0.363636	21	7	0.333333	17	6	0.352941	8	2	0.250000	8	3	0.375000	4	3	0.750000	1	1	1.000000	2	0	0.000000	3	2	0.666667	3	1	0.333333	3	3	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	136	136	1.000000
sim_021	835	9	0.010778	140	12	0.085714	77	9	0.116883	58	8	0.137931	37	11	0.297297	22	5	0.227273	15	5	0.333333	14	4	0.285714	8	4	0.500000	6	0	0.000000	6	4	0.666667	7	5	0.714286	5	5	1.000000	6	5	0.833333	3	2	0.666667	2	2	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	106	106	1.000000
sim_022	1231	14	0.011373	154	8	0.051948	89	13	0.146067	59	9	0.152542	40	12	0.300000	23	6	0.260870	19	4	0.210526	13	4	0.307692	12	4	0.333333	7	3	0.428571	4	4	1.000000	5	2	0.400000	4	2	0.500000	1	1	1.000000	1	1	1.000000	1	1	1.000000	4	4	1.000000	1	1	1.000000	1	1	1.000000	104	104	1.000000
sim_023	819	18	0.021978	180	12	0.066667	140	16	0.114286	64	8	0.125000	39	8	0.205128	21	6	0.285714	14	6	0.428571	6	2	0.333333	5	2	0.400000	8	4	0.500000	8	2	0.250000	3	0	0.000000	5	3	0.600000	2	2	1.000000	5	4	0.800000	3	3	1.000000	3	3	1.000000	2	2	1.000000	2	2	1.000000	95	95	1.000000
sim_024	43	1	0.023256	19	1	0.052632	26	4	0.153846	23	6	0.260870	20	4	0.200000	20	10	0.500000	17	6	0.352941	8	1	0.125000	4	0	0.000000	3	1	0.333333	4	1	0.250000	1	1	1.000000	1	0	0.000000	2	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	161	161	1.000000
sim_025	163	3	0.018405	52	3	0.057692	40	5	0.125000	22	7	0.318182	12	2	0.166667	15	5	0.333333	14	5	0.357143	11	3	0.272727	9	2	0.222222	4	2	0.500000	4	2	0.500000	1	1	1.000000	0	0	NaN	1	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	157	157	1.000000
sim_026	125	3	0.024000	45	4	0.088889	44	8	0.181818	37	6	0.162162	29	7	0.241379	17	4	0.235294	16	1	0.062500	14	6	0.428571	10	5	0.500000	6	4	0.666667	6	2	0.333333	5	3	0.600000	1	0	0.000000	4	3	0.750000	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	138	137	0.992754
sim_027	2750	30	0.010909	195	14	0.071795	97	14	0.144330	47	7	0.148936	29	5	0.172414	34	10	0.294118	20	6	0.300000	13	6	0.461538	8	3	0.375000	9	1	0.111111	11	5	0.454545	6	2	0.333333	4	1	0.250000	4	1	0.250000	5	3	0.600000	1	1	1.000000	3	0	0.000000	1	1	1.000000	1	1	1.000000	87	87	1.000000
sim_028	1293	21	0.016241	176	7	0.039773	88	11	0.125000	61	10	0.163934	42	8	0.190476	22	5	0.227273	20	7	0.350000	15	8	0.533333	9	3	0.333333	3	2	0.666667	7	4	0.571429	9	4	0.444444	5	4	0.800000	2	2	1.000000	2	1	0.500000	2	1	0.500000	2	1	0.500000	0	0	NaN	3	3	1.000000	96	96	1.000000
sim_029	8513	29	0.003407	320	22	0.068750	125	23	0.184000	67	16	0.238806	32	7	0.218750	22	7	0.318182	12	3	0.250000	14	8	0.571429	7	1	0.142857	6	4	0.666667	6	1	0.166667	3	2	0.666667	4	2	0.500000	2	2	1.000000	3	2	0.666667	1	1	1.000000	2	2	1.000000	1	1	1.000000	1	1	1.000000	64	64	1.000000
sim_030	4372	21	0.004803	233	23	0.098712	118	11	0.093220	66	12	0.181818	45	14	0.311111	23	6	0.260870	16	4	0.250000	16	6	0.375000	5	1	0.200000	7	4	0.571429	1	1	1.000000	6	2	0.333333	3	2	0.666667	1	1	1.000000	3	3	1.000000	4	3	0.750000	3	3	1.000000	1	1	1.000000	0	0	NaN	80	80	1.000000
sim_031	993	10	0.010070	130	7	0.053846	79	12	0.151899	60	9	0.150000	39	8	0.205128	28	11	0.392857	18	5	0.277778	13	6	0.461538	10	4	0.400000	4	2	0.500000	5	1	0.200000	4	3	0.750000	6	3	0.500000	2	0	0.000000	1	1	1.000000	4	4	1.000000	3	3	1.000000	2	2	1.000000	1	1	1.000000	106	106	1.000000
sim_032	63	0	0.000000	46	2	0.043478	37	4	0.108108	24	7	0.291667	23	3	0.130435	27	4	0.148148	21	9	0.428571	15	5	0.333333	5	4	0.800000	5	4	0.800000	4	3	0.750000	5	3	0.600000	4	1	0.250000	0	0	NaN	1	1	1.000000	2	2	1.000000	3	3	1.000000	0	0	NaN	0	0	NaN	143	143	1.000000
sim_033	358	7	0.019553	157	12	0.076433	91	10	0.109890	55	12	0.218182	32	10	0.312500	25	3	0.120000	12	4	0.333333	12	4	0.333333	7	6	0.857143	7	3	0.428571	2	1	0.500000	3	1	0.333333	2	1	0.500000	1	0	0.000000	0	0	NaN	2	0	0.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	122	122	1.000000
sim_034	430	7	0.016279	124	9	0.072581	89	16	0.179775	43	5	0.116279	30	7	0.233333	31	12	0.387097	12	3	0.250000	16	3	0.187500	12	5	0.416667	4	3	0.750000	5	1	0.200000	5	3	0.600000	7	3	0.428571	1	1	1.000000	1	0	0.000000	3	2	0.666667	1	1	1.000000	2	1	0.500000	0	0	NaN	116	116	1.000000
sim_036	2945	18	0.006112	227	18	0.079295	132	19	0.143939	91	18	0.197802	43	8	0.186047	25	6	0.240000	12	8	0.666667	11	2	0.181818	8	4	0.500000	5	3	0.600000	11	4	0.363636	6	2	0.333333	2	2	1.000000	3	2	0.666667	4	4	1.000000	3	2	0.666667	9	8	0.888889	1	1	1.000000	1	1	1.000000	68	68	1.000000
sim_037	106	0	0.000000	19	0	0.000000	19	1	0.052632	20	3	0.150000	30	11	0.366667	15	4	0.266667	10	5	0.500000	18	5	0.277778	5	3	0.600000	3	2	0.666667	4	2	0.500000	3	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	161	161	1.000000
sim_038	2855	18	0.006305	174	17	0.097701	90	10	0.111111	60	7	0.116667	31	3	0.096774	24	7	0.291667	21	9	0.428571	17	9	0.529412	11	3	0.272727	7	4	0.571429	3	1	0.333333	2	1	0.500000	5	2	0.400000	6	5	0.833333	3	3	1.000000	2	2	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	96	96	1.000000
sim_039	478	5	0.010460	36	1	0.027778	10	1	0.100000	18	3	0.166667	16	6	0.375000	16	5	0.312500	22	6	0.272727	8	3	0.375000	5	2	0.400000	6	2	0.333333	0	0	NaN	2	2	1.000000	3	2	0.666667	0	0	NaN	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	159	159	1.000000
sim_040	1223	7	0.005724	90	7	0.077778	37	7	0.189189	38	8	0.210526	26	3	0.115385	22	8	0.363636	26	11	0.423077	16	5	0.312500	10	3	0.300000	3	0	0.000000	3	2	0.666667	5	3	0.600000	4	3	0.750000	3	1	0.333333	2	2	1.000000	3	2	0.666667	0	0	NaN	2	1	0.500000	2	2	1.000000	123	123	1.000000
sim_041	80870	162	0.002003	158	14	0.088608	31	4	0.129032	9	3	0.333333	8	3	0.375000	3	1	0.333333	1	0	0.000000	1	0	0.000000	1	1	1.000000	2	1	0.500000	2	1	0.500000	0	0	NaN	1	1	1.000000	1	1	1.000000	1	0	0.000000	0	0	NaN	0	0	NaN	0	0	NaN	1	1	1.000000	5	5	1.000000
sim_042	117	2	0.017094	37	4	0.108108	24	2	0.083333	17	3	0.176471	26	5	0.192308	19	4	0.210526	11	6	0.545455	10	1	0.100000	3	1	0.333333	5	5	1.000000	2	1	0.500000	1	0	0.000000	0	0	NaN	0	0	NaN	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	163	163	1.000000
sim_043	727	9	0.012380	161	7	0.043478	97	15	0.154639	56	13	0.232143	31	9	0.290323	21	7	0.333333	21	6	0.285714	17	5	0.294118	5	2	0.400000	8	3	0.375000	4	1	0.250000	2	2	1.000000	3	1	0.333333	2	1	0.500000	4	3	0.750000	0	0	NaN	2	2	1.000000	1	1	1.000000	1	1	1.000000	110	110	1.000000
sim_044	31	0	0.000000	28	0	0.000000	17	2	0.117647	18	5	0.277778	18	5	0.277778	17	4	0.235294	20	8	0.400000	7	2	0.285714	8	3	0.375000	6	4	0.666667	4	1	0.250000	2	0	0.000000	0	0	NaN	2	2	1.000000	0	0	NaN	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	159	159	1.000000
sim_045	2021	15	0.007422	185	15	0.081081	104	13	0.125000	58	11	0.189655	46	8	0.173913	30	8	0.266667	14	7	0.500000	16	5	0.312500	16	7	0.437500	1	0	0.000000	10	5	0.500000	7	3	0.428571	4	2	0.500000	1	1	1.000000	5	5	1.000000	5	5	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	86	86	1.000000
sim_046	2778	18	0.006479	138	9	0.065217	68	11	0.161765	36	5	0.138889	37	10	0.270270	17	2	0.117647	22	4	0.181818	19	12	0.631579	7	3	0.428571	4	1	0.250000	5	3	0.600000	2	0	0.000000	6	3	0.500000	3	3	1.000000	1	1	1.000000	3	2	0.666667	1	1	1.000000	2	2	1.000000	1	1	1.000000	107	107	1.000000
sim_047	1103	13	0.011786	186	9	0.048387	100	12	0.120000	67	11	0.164179	30	10	0.333333	28	13	0.464286	16	5	0.312500	12	3	0.250000	13	7	0.538462	8	3	0.375000	4	3	0.750000	6	4	0.666667	5	1	0.200000	1	0	0.000000	2	2	1.000000	1	1	1.000000	2	2	1.000000	4	3	0.750000	1	1	1.000000	95	95	1.000000
sim_048	2527	21	0.008310	201	14	0.069652	64	9	0.140625	49	9	0.183673	17	2	0.117647	24	6	0.250000	16	4	0.250000	11	6	0.545455	7	2	0.285714	4	3	0.750000	1	1	1.000000	4	4	1.000000	0	0	NaN	4	1	0.250000	0	0	NaN	2	2	1.000000	3	2	0.666667	4	4	1.000000	0	0	NaN	109	108	0.990826
sim_051	20387	68	0.003335	278	18	0.064748	110	17	0.154545	37	6	0.162162	26	8	0.307692	19	5	0.263158	9	5	0.555556	7	2	0.285714	10	2	0.200000	1	0	0.000000	2	1	0.500000	1	0	0.000000	1	1	1.000000	0	0	NaN	4	2	0.500000	2	2	1.000000	1	0	0.000000	0	0	NaN	2	2	1.000000	59	59	1.000000
sim_053	10877	45	0.004137	272	27	0.099265	100	14	0.140000	53	7	0.132075	44	7	0.159091	18	3	0.166667	14	2	0.142857	11	3	0.272727	6	4	0.666667	4	1	0.250000	8	8	1.000000	10	5	0.500000	4	3	0.750000	3	2	0.666667	1	1	1.000000	1	0	0.000000	1	1	1.000000	4	2	0.500000	0	0	NaN	63	63	1.000000
sim_054	160	3	0.018750	66	9	0.136364	81	12	0.148148	45	6	0.133333	34	10	0.294118	34	7	0.205882	18	3	0.166667	19	8	0.421053	12	4	0.333333	7	4	0.571429	5	2	0.400000	3	0	0.000000	2	2	1.000000	3	3	1.000000	4	2	0.500000	1	0	0.000000	1	0	0.000000	0	0	NaN	0	0	NaN	123	123	1.000000
sim_055	28007	78	0.002785	232	17	0.073276	90	8	0.088889	42	11	0.261905	27	6	0.222222	15	1	0.066667	13	8	0.615385	12	4	0.333333	4	1	0.250000	2	0	0.000000	8	5	0.625000	4	3	0.750000	4	3	0.750000	3	1	0.333333	4	3	0.750000	2	1	0.500000	1	0	0.000000	1	1	1.000000	2	2	1.000000	45	45	1.000000
sim_056	10515	41	0.003899	214	14	0.065421	80	10	0.125000	81	17	0.209877	30	8	0.266667	18	5	0.277778	17	5	0.294118	12	5	0.416667	7	3	0.428571	8	3	0.375000	7	2	0.285714	0	0	NaN	4	3	0.750000	9	5	0.555556	2	1	0.500000	3	3	1.000000	4	3	0.750000	1	1	1.000000	2	2	1.000000	67	67	1.000000
sim_057	283	4	0.014134	72	5	0.069444	56	5	0.089286	42	5	0.119048	34	10	0.294118	31	7	0.225806	14	4	0.285714	17	6	0.352941	7	7	1.000000	7	3	0.428571	8	6	0.750000	2	0	0.000000	4	3	0.750000	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	1	1	1.000000	128	128	1.000000
sim_058	32	0	0.000000	19	2	0.105263	40	6	0.150000	29	2	0.068966	36	12	0.333333	25	7	0.280000	24	8	0.333333	5	1	0.200000	9	2	0.222222	13	6	0.461538	2	1	0.500000	3	1	0.333333	0	0	NaN	1	1	1.000000	2	2	1.000000	0	0	NaN	2	2	1.000000	1	1	1.000000	0	0	NaN	144	144	1.000000
sim_059	102	1	0.009804	51	4	0.078431	45	3	0.066667	50	11	0.220000	24	6	0.250000	24	9	0.375000	17	6	0.352941	12	1	0.083333	13	8	0.615385	8	3	0.375000	3	0	0.000000	3	1	0.333333	1	1	1.000000	1	1	1.000000	1	1	1.000000	1	1	1.000000	0	0	NaN	0	0	NaN	0	0	NaN	141	141	1.000000
sim_060	85	0	0.000000	42	2	0.047619	46	7	0.152174	31	6	0.193548	16	3	0.187500	21	6	0.285714	14	5	0.357143	8	2	0.250000	9	3	0.333333	4	3	0.750000	2	2	1.000000	6	4	0.666667	4	2	0.500000	4	2	0.500000	2	2	1.000000	3	2	0.666667	1	1	1.000000	0	0	NaN	2	2	1.000000	144	144	1.000000
sim_062	305	4	0.013115	80	5	0.062500	46	3	0.065217	46	8	0.173913	28	9	0.321429	31	10	0.322581	21	7	0.333333	15	4	0.266667	12	6	0.500000	5	1	0.200000	7	4	0.571429	3	2	0.666667	2	1	0.500000	2	2	1.000000	3	3	1.000000	1	1	1.000000	1	1	1.000000	4	4	1.000000	2	2	1.000000	122	121	0.991803
sim_063	279	9	0.032258	115	9	0.078261	83	9	0.108434	66	11	0.166667	30	7	0.233333	15	4	0.266667	15	4	0.266667	6	0	0.000000	8	3	0.375000	5	4	0.800000	5	2	0.400000	4	2	0.500000	4	1	0.250000	1	1	1.000000	6	6	1.000000	2	1	0.500000	1	1	1.000000	2	1	0.500000	1	1	1.000000	122	122	1.000000
