# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/ebola_delphy.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/ebola_delphy.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/ebola_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
62550000	55	-22811.5	3876.25	-26687.7	0.273058	2014.19	1.30745	0.189409	12.1519	8.77694	0.320249	0.215248	0.197111	0.267392	0.00240844	0.00240844	-26687.7	0.0	117.581	
62600000	56	-22821	3881.47	-26702.5	0.269847	2014.19	1.33548	0.132545	8.86858	6.86977	0.315778	0.213009	0.197273	0.27394	0.00234013	0.00234013	-26702.5	0.0	121.932	
62650000	55	-22816.3	3876.42	-26692.7	0.277052	2014.18	1.34332	0.108481	4.80411	14.2852	0.320146	0.20741	0.198311	0.274134	0.00233615	0.00233615	-26692.7	0.0	117.883	
62700000	55	-22834.3	3863.71	-26698	0.293782	2014.16	1.53233	0.161177	6.71029	5.61782	0.318114	0.210984	0.199036	0.271866	0.00185719	0.00185719	-26698	0.0	103.988	
62750000	55	-22846.1	3857.55	-26703.6	0.327595	2014.13	1.69922	0.135131	0.239692	9.49298	0.319901	0.211595	0.194903	0.273601	0.00191941	0.00191941	-26703.6	0.0	98.3013	
62800000	55	-22815.1	3875.84	-26690.9	0.279565	2014.18	1.35173	0.13026	7.82225	11.3835	0.31847	0.210532	0.202578	0.268421	0.00203805	0.00203805	-26690.9	0.0	117.141	
62850000	55	-22808	3882.42	-26690.4	0.278756	2014.18	1.30275	0.13408	9.66412	10.9552	0.318173	0.213964	0.201143	0.266721	0.00298641	0.00298641	-26690.4	0.0	123.728	
62900000	55	-22793.5	3892.7	-26686.2	0.288731	2014.17	1.23972	0.107561	10.0774	6.57994	0.316117	0.218177	0.196263	0.269443	0.00250986	0.00250986	-26686.2	0.0	132.925	
62950000	55	-22805.5	3882.56	-26688.1	0.26853	2014.19	1.27748	0.111185	6.49143	5.47008	0.316442	0.21693	0.199576	0.267052	0.00226285	0.00226285	-26688.1	0.0	122.423	
63000000	55	-22816.5	3875.91	-26692.4	0.281949	2014.18	1.39466	0.103467	3.0629	7.77692	0.32081	0.216565	0.197214	0.265411	0.0024287	0.0024287	-26692.4	0.0	116.137	
63050000	55	-22827.2	3867.84	-26695	0.316486	2014.14	1.47983	0.117615	6.16421	10.7246	0.317947	0.212001	0.200329	0.269723	0.00176098	0.00176098	-26695	0.0	108.871	
63100000	55	-22838.4	3862.36	-26700.8	0.315219	2014.14	1.56775	0.139193	4.34583	5.37517	0.314981	0.212411	0.201302	0.271306	0.00219431	0.00219431	-26700.8	0.0	102.356	
63150000	55	-22850.4	3852.85	-26703.3	0.31578	2014.14	1.6843	0.142787	3.05921	6.44759	0.31924	0.211438	0.19645	0.272872	0.00150717	0.00150717	-26703.3	0.0	93.0975	
63200000	55	-22864.3	3848.88	-26713.2	0.454769	2014.01	2.07642	0.094887	-3.906	8.48336	0.320357	0.212136	0.198299	0.269208	0.00154731	0.00154731	-26713.2	0.0	89.1985	
63250000	55	-22879.2	3837.32	-26716.5	0.358255	2014.1	2.06708	0.179369	3.23929	20.2597	0.315656	0.219157	0.196539	0.268648	0.00125282	0.00125282	-26716.5	0.0	80.0004	
63300000	55	-22850.8	3851.17	-26702	0.317235	2014.14	1.6355	0.139272	4.78115	7.02455	0.31898	0.209566	0.20126	0.270195	0.00204939	0.00204939	-26702	0.0	91.579	
63350000	55	-22834.8	3863.97	-26698.7	0.310778	2014.15	1.52907	0.110391	5.13107	6.531	0.318485	0.218417	0.19866	0.264438	0.00224733	0.00224733	-26698.7	0.0	104.05	
63400000	55	-22780.9	3904.86	-26685.8	0.297897	2014.16	1.22554	0.057485	0.658202	8.79448	0.31524	0.219343	0.199319	0.266098	0.00242067	0.00242067	-26685.8	0.0	144.632	
63450000	55	-22822.8	3873.81	-26696.6	0.299545	2014.16	1.5021	0.0969592	-0.724575	5.94951	0.316506	0.213773	0.20076	0.268961	0.00211255	0.00211255	-26696.6	0.0	113.475	
63500000	55	-22808	3882.57	-26690.6	0.304962	2014.15	1.37004	0.0954426	4.47209	6.64843	0.319849	0.212683	0.198153	0.269314	0.00227809	0.00227809	-26690.6	0.0	122.505	
63550000	56	-22803.4	3892.2	-26695.6	0.277596	2014.18	1.17215	0.116715	10.7596	11.7155	0.320958	0.214358	0.196925	0.26776	0.00194942	0.00194942	-26695.6	0.0	133.538	
63600000	55	-22807	3880.9	-26687.9	0.274343	2014.18	1.2814	0.159072	11.5148	6.66617	0.320499	0.209759	0.200146	0.269597	0.00213056	0.00213056	-26687.9	0.0	121.582	
63650000	55	-22853.2	3854.26	-26707.4	0.345773	2014.11	1.70814	0.142031	3.46861	7.24253	0.317387	0.223382	0.193587	0.265645	0.00177572	0.00177572	-26707.4	0.0	94.6997	
63700000	55	-22894.8	3824.18	-26719	0.311793	2014.15	2.05311	0.226756	5.40503	5.99325	0.311258	0.221341	0.202945	0.264457	0.00146691	0.00146691	-26719	0.0	64.8512	
63750000	55	-22873	3838.84	-26711.8	0.32249	2014.14	1.84149	0.190779	4.41672	6.41803	0.323146	0.213666	0.202761	0.260426	0.00192157	0.00192157	-26711.8	0.0	79.4113	
63800000	55	-22818.7	3872.23	-26691	0.275084	2014.18	1.37124	0.132524	6.04107	8.57511	0.322009	0.213519	0.199801	0.264671	0.00201545	0.00201545	-26691	0.0	112.966	
63850000	56	-22817	3884.97	-26702	0.271127	2014.19	1.31472	0.127411	9.13129	11.4686	0.32067	0.217545	0.197652	0.264133	0.00268908	0.00268908	-26702	0.0	126.296	
63900000	56	-22816.2	3886.59	-26702.8	0.277147	2014.18	1.35326	0.063239	-2.61255	10.3153	0.319034	0.211822	0.196085	0.273059	0.00247481	0.00247481	-26702.8	0.0	126.811	
63950000	55	-22796.2	3891.19	-26687.4	0.269275	2014.19	1.26964	0.0857971	6.73783	9.03891	0.324545	0.212815	0.193962	0.268678	0.00223018	0.00223018	-26687.4	0.0	131.611	
64000000	55	-22762.6	3914.37	-26677	0.270113	2014.19	1.05256	0.0789032	7.8875	6.66393	0.324216	0.21188	0.197176	0.266728	0.0027401	0.0027401	-26677	0.0	154.237	
64050000	55	-22769	3913.13	-26682.2	0.284577	2014.18	1.16089	0.055642	-0.0478813	9.30226	0.320367	0.216008	0.193538	0.270087	0.00270043	0.00270043	-26682.2	0.0	152.95	
64100000	55	-22792.8	3895.79	-26688.6	0.302124	2014.16	1.24935	0.0570127	0.889848	7.38887	0.320381	0.207833	0.196667	0.275119	0.00255665	0.00255665	-26688.6	0.0	135.262	
64150000	55	-22792.2	3895.57	-26687.8	0.275388	2014.18	1.22356	0.0799796	3.69567	17.4333	0.314433	0.214442	0.203649	0.267476	0.00207058	0.00207058	-26687.8	0.0	137.123	
64200000	55	-22835	3862.62	-26697.6	0.287005	2014.17	1.54167	0.136888	3.75203	7.79504	0.31583	0.214057	0.201407	0.268707	0.00206719	0.00206719	-26697.6	0.0	103.154	
64250000	55	-22823	3871.41	-26694.4	0.290329	2014.17	1.36491	0.145311	9.60986	18.9532	0.312954	0.211759	0.201892	0.273394	0.00224915	0.00224915	-26694.4	0.0	113.934	
64300000	55	-22826	3870.02	-26696	0.294743	2014.16	1.48112	0.105123	2.2668	5.52027	0.318451	0.212623	0.197427	0.2715	0.00213594	0.00213594	-26696	0.0	109.696	
64350000	55	-22831	3867.08	-26698.1	0.300746	2014.16	1.47852	0.12655	1.71001	4.20526	0.31796	0.215838	0.198805	0.267397	0.00232016	0.00232016	-26698.1	0.0	106.559	
64400000	55	-22855.9	3846.36	-26702.3	0.29356	2014.16	1.66966	0.148871	7.38805	6.86379	0.321393	0.209719	0.198666	0.270222	0.00180232	0.00180232	-26702.3	0.0	86.8898	
64450000	55	-22856.9	3846.82	-26703.8	0.300556	2014.16	1.74949	0.136889	2.32314	8.31897	0.321021	0.215062	0.197761	0.266156	0.00159968	0.00159968	-26703.8	0.0	87.4157	
64500000	55	-22866.6	3844.31	-26710.9	0.354907	2014.1	1.94541	0.12822	1.73502	11.0783	0.314678	0.217831	0.199594	0.267896	0.00135102	0.00135102	-26710.9	0.0	85.3413	
64550000	55	-22863	3842.63	-26705.6	0.292643	2014.17	1.74848	0.182314	5.26283	8.6495	0.325097	0.212064	0.199246	0.263593	0.00155925	0.00155925	-26705.6	0.0	83.6735	
64600000	55	-22862.1	3842.99	-26705.1	0.329065	2014.13	1.78386	0.172702	3.70802	8.49611	0.317351	0.215275	0.196882	0.270492	0.00183282	0.00183282	-26705.1	0.0	83.8971	
64650000	55	-22857.3	3849.28	-26706.5	0.342589	2014.12	1.69538	0.147468	3.72584	20.0218	0.319329	0.219475	0.19906	0.262136	0.00164125	0.00164125	-26706.5	0.0	91.7463	
64700000	56	-22848.7	3863.13	-26711.9	0.325004	2014.13	1.51644	0.106061	2.82331	10.8621	0.322297	0.211905	0.197213	0.268586	0.00157098	0.00157098	-26711.9	0.0	103.971	
64750000	55	-22828.7	3865.93	-26694.7	0.298009	2014.16	1.457	0.113578	5.39147	6.75393	0.318383	0.217532	0.198305	0.26578	0.00212065	0.00212065	-26694.7	0.0	106.092	
64800000	55	-22793.2	3895.75	-26688.9	0.288244	2014.17	1.27146	0.0906166	7.09901	6.25947	0.317449	0.218174	0.193771	0.270606	0.00264132	0.00264132	-26688.9	0.0	135.626	
64850000	55	-22813.4	3879.68	-26693.1	0.308392	2014.15	1.41256	0.102464	-0.798495	11.9875	0.320043	0.216623	0.197052	0.266282	0.0024301	0.0024301	-26693.1	0.0	120.602	
64900000	55	-22834.3	3867.57	-26701.9	0.308783	2014.15	1.56229	0.103629	2.5287	5.62994	0.314462	0.215542	0.199417	0.270579	0.00251017	0.00251017	-26701.9	0.0	107.269	
64950000	55	-22854.4	3850.98	-26705.4	0.310742	2014.15	1.66854	0.192086	6.75047	8.04314	0.30953	0.219426	0.200771	0.270273	0.00187979	0.00187979	-26705.4	0.0	91.9989	
65000000	55	-22808.9	3884.93	-26693.8	0.32546	2014.13	1.42638	0.0747156	1.8183	12.701	0.321847	0.211076	0.195937	0.27114	0.00180946	0.00180946	-26693.8	0.0	125.688	
65050000	55	-22815.3	3883.06	-26698.4	0.288	2014.17	1.41603	0.105635	1.84766	6.86164	0.313005	0.209209	0.207234	0.270553	0.00214576	0.00214576	-26698.4	0.0	123.06	
65100000	55	-22810.5	3885	-26695.5	0.285749	2014.17	1.37437	0.0805651	2.33701	7.19093	0.314588	0.217093	0.191832	0.276487	0.00225467	0.00225467	-26695.5	0.0	124.82	
65150000	55	-22778.8	3905.09	-26683.9	0.275428	2014.18	1.21039	0.0840424	4.91098	11.0426	0.316909	0.215635	0.199957	0.267499	0.00263322	0.00263322	-26683.9	0.0	145.794	
65200000	55	-22789.8	3897.47	-26687.3	0.283883	2014.18	1.23723	0.06952	2.12181	6.15761	0.312983	0.212977	0.201439	0.272601	0.00237809	0.00237809	-26687.3	0.0	136.892	
65250000	55	-22784.9	3900.38	-26685.3	0.28915	2014.17	1.20261	0.090009	6.23512	5.7329	0.317573	0.213658	0.197935	0.270833	0.00297413	0.00297413	-26685.3	0.0	140.089	
65300000	55	-22768.3	3914.01	-26682.3	0.279092	2014.18	1.15054	0.0725751	3.26617	8.05459	0.314255	0.216361	0.201967	0.267417	0.00230353	0.00230353	-26682.3	0.0	153.951	
65350000	55	-22766.6	3915.62	-26682.3	0.289495	2014.17	1.1015	0.0495497	3.17235	6.56251	0.318544	0.21493	0.191225	0.275301	0.00277217	0.00277217	-26682.3	0.0	154.841	
65400000	55	-22799.2	3889.72	-26688.9	0.306942	2014.15	1.30715	0.0662511	-3.74887	10.9148	0.313549	0.214134	0.200324	0.271993	0.00220366	0.00220366	-26688.9	0.0	130.132	
65450000	55	-22791.9	3895.39	-26687.3	0.280558	2014.18	1.20103	0.0906982	5.8081	14.1202	0.313067	0.217366	0.201042	0.268524	0.00313093	0.00313093	-26687.3	0.0	136.685	
65500000	55	-22801.9	3885.27	-26687.2	0.291552	2014.17	1.2699	0.076239	2.81247	14.2483	0.316819	0.211979	0.200497	0.270705	0.00240858	0.00240858	-26687.2	0.0	126.312	
65550000	55	-22810.9	3878.63	-26689.5	0.287913	2014.17	1.34734	0.0973981	5.4928	10.6678	0.316689	0.214992	0.198831	0.269488	0.00236947	0.00236947	-26689.5	0.0	119.433	
65600000	55	-22789.2	3896.18	-26685.4	0.285482	2014.17	1.2263	0.0983347	5.42484	14.5118	0.320091	0.216191	0.197799	0.265919	0.00267526	0.00267526	-26685.4	0.0	137.598	
65650000	55	-22798.7	3888.58	-26687.3	0.283244	2014.18	1.2813	0.083127	3.90744	9.07548	0.315935	0.214093	0.198084	0.271888	0.00198284	0.00198284	-26687.3	0.0	128.882	
65700000	55	-22801.6	3885.5	-26687.1	0.288185	2014.17	1.29191	0.0837984	7.64491	10.7135	0.321593	0.214694	0.196102	0.267611	0.00233994	0.00233994	-26687.1	0.0	126.234	
65750000	55	-22801.9	3891.28	-26693.2	0.29015	2014.17	1.27111	0.0834463	4.25654	8.40221	0.32759	0.204889	0.19672	0.270801	0.00182826	0.00182826	-26693.2	0.0	131.463	
65800000	55	-22798.9	3888.94	-26687.8	0.270071	2014.19	1.25331	0.102952	7.8669	7.872	0.317743	0.208396	0.202566	0.271295	0.0023445	0.0023445	-26687.8	0.0	129.338	
65850000	55	-22801.7	3884.9	-26686.6	0.283155	2014.18	1.2798	0.105922	8.99652	7.6953	0.319215	0.212657	0.197782	0.270347	0.00214742	0.00214742	-26686.6	0.0	125.321	
65900000	55	-22803.2	3885.72	-26689	0.273821	2014.19	1.27417	0.119073	4.33494	10.1573	0.311512	0.217102	0.199463	0.271923	0.00202002	0.00202002	-26689	0.0	126.596	
65950000	55	-22822.5	3873.2	-26695.7	0.293117	2014.17	1.48637	0.112256	2.35116	13.4379	0.31903	0.212614	0.196599	0.271758	0.0021893	0.0021893	-26695.7	0.0	114.491	
66000000	55	-22824.6	3868.73	-26693.3	0.287642	2014.17	1.42934	0.125567	3.92842	10.2473	0.31694	0.218096	0.197111	0.267853	0.0018783	0.0018783	-26693.3	0.0	109.664	
66050000	56	-22840.4	3870.13	-26710.5	0.291685	2014.17	1.52061	0.121281	2.08336	8.29039	0.324759	0.216528	0.193945	0.264768	0.00189322	0.00189322	-26710.5	0.0	110.588	
66100000	55	-22869	3838.39	-26707.4	0.350567	2014.11	1.85642	0.139216	3.30973	7.39347	0.321333	0.21376	0.199494	0.265414	0.00165854	0.00165854	-26707.4	0.0	78.8388	
66150000	55	-22890.3	3823.29	-26713.6	0.310182	2014.15	1.95021	0.177228	4.55046	9.14967	0.322254	0.205571	0.201567	0.270608	0.00155824	0.00155824	-26713.6	0.0	64.3808	
66200000	55	-22867.1	3843.2	-26710.3	0.329753	2014.13	1.93502	0.102298	-0.85123	7.79893	0.318399	0.211368	0.200932	0.269301	0.00174753	0.00174753	-26710.3	0.0	83.3482	
66250000	55	-22865.5	3848.63	-26714.1	0.367096	2014.09	1.94801	0.114789	-1.06996	12.1027	0.318025	0.215594	0.190534	0.275847	0.0014642	0.0014642	-26714.1	0.0	89.7005	
66300000	55	-22836.4	3863.82	-26700.2	0.331408	2014.13	1.62329	0.121807	2.52355	7.96456	0.32018	0.217171	0.195164	0.267485	0.00170636	0.00170636	-26700.2	0.0	104.227	
66350000	55	-22857.9	3849.97	-26707.8	0.370857	2014.09	1.82441	0.112523	2.4263	8.66057	0.31332	0.213773	0.198236	0.274671	0.0015526	0.0015526	-26707.8	0.0	90.4476	
66400000	55	-22832.5	3868.09	-26700.6	0.326847	2014.13	1.56707	0.120248	4.76623	6.59201	0.315442	0.211558	0.203433	0.269566	0.00155897	0.00155897	-26700.6	0.0	108.259	
66450000	55	-22825.1	3869.23	-26694.3	0.266366	2014.19	1.38064	0.140572	6.13376	11.7652	0.312636	0.214933	0.201582	0.27085	0.00267763	0.00267763	-26694.3	0.0	110.612	
66500000	55	-22832.7	3867.45	-26700.1	0.348801	2014.11	1.60068	0.0879431	-0.0280554	7.88088	0.317491	0.213417	0.194895	0.274197	0.00184641	0.00184641	-26700.1	0.0	107.434	
66550000	55	-22837	3864.4	-26701.4	0.314718	2014.15	1.60781	0.112107	0.584038	6.03867	0.319115	0.216716	0.200408	0.263762	0.00207695	0.00207695	-26701.4	0.0	104.222	
66600000	56	-22866.5	3852.44	-26718.9	0.349688	2014.11	1.825	0.114832	3.78995	8.56351	0.320414	0.213852	0.200277	0.265457	0.00175748	0.00175748	-26718.9	0.0	92.9592	
66650000	55	-22869.6	3837.99	-26707.6	0.350267	2014.11	1.80919	0.191703	7.87151	19.6756	0.321851	0.213937	0.195456	0.268755	0.00157099	0.00157099	-26707.6	0.0	80.823	
66700000	55	-22863.3	3840.78	-26704	0.282281	2014.18	1.69961	0.168424	1.33846	5.27747	0.319027	0.216227	0.194684	0.270062	0.00167312	0.00167312	-26704	0.0	80.8352	
66750000	56	-22909.6	3819.58	-26729.2	0.37631	2014.08	2.17752	0.210104	2.42023	10.8902	0.320508	0.211953	0.199267	0.268272	0.00156062	0.00156062	-26729.2	0.0	61.0957	
66800000	55	-22930.5	3801.95	-26732.5	0.516203	2013.94	2.71999	0.171696	1.27273	9.87199	0.326504	0.211641	0.198363	0.263493	0.0013958	0.0013958	-26732.5	0.0	43.0411	
66850000	55	-22885.8	3829.69	-26715.4	0.32317	2014.14	1.97326	0.21179	4.07948	6.22115	0.311011	0.215103	0.203814	0.270071	0.00179511	0.00179511	-26715.4	0.0	70.311	
66900000	55	-22858.8	3847.63	-26706.5	0.296796	2014.16	1.73812	0.150078	1.13498	7.59486	0.314716	0.21188	0.201464	0.27194	0.00130079	0.00130079	-26706.5	0.0	88.1299	
66950000	55	-22856.3	3846.99	-26703.3	0.305491	2014.15	1.73206	0.101907	-0.729356	8.35584	0.318064	0.21209	0.199763	0.270084	0.0017657	0.0017657	-26703.3	0.0	87.2468	
67000000	55	-22847.3	3852.18	-26699.5	0.277659	2014.18	1.58753	0.16637	8.19056	7.28634	0.320921	0.217249	0.194782	0.267047	0.00173749	0.00173749	-26699.5	0.0	92.9444	
67050000	56	-22900.9	3826.26	-26727.2	0.341727	2014.12	2.01205	0.17234	3.63848	4.91027	0.321334	0.212641	0.19764	0.268385	0.00151672	0.00151672	-26727.2	0.0	66.3134	
67100000	55	-22856.2	3850.43	-26706.6	0.317428	2014.14	1.68069	0.145371	3.74761	6.5215	0.312561	0.2108	0.201925	0.274714	0.00212107	0.00212107	-26706.6	0.0	90.7388	
67150000	55	-22859.7	3845.48	-26705.2	0.348206	2014.11	1.79513	0.143696	6.31826	11.4651	0.320068	0.213618	0.197953	0.268362	0.00145681	0.00145681	-26705.2	0.0	86.835	
67200000	55	-22839.8	3855.88	-26695.7	0.291635	2014.17	1.49487	0.186498	6.95052	8.0466	0.319766	0.213912	0.19459	0.271733	0.00205303	0.00205303	-26695.7	0.0	96.8798	
67250000	55	-22807.1	3884.09	-26691.2	0.292245	2014.17	1.31547	0.0855401	5.54101	8.69067	0.313085	0.211646	0.204006	0.271263	0.00245191	0.00245191	-26691.2	0.0	124.393	
67300000	55	-22820.4	3875.22	-26695.6	0.326861	2014.13	1.4788	0.0730764	-1.56668	10.857	0.318187	0.218451	0.197948	0.265415	0.00216441	0.00216441	-26695.6	0.0	115.643	
67350000	55	-22816.1	3878.57	-26694.7	0.309673	2014.15	1.40011	0.118425	7.4252	5.89469	0.322167	0.217704	0.197454	0.262675	0.0023736	0.0023736	-26694.7	0.0	118.635	
67400000	55	-22834.2	3863.04	-26697.3	0.304775	2014.15	1.52606	0.107265	1.12881	9.66455	0.316118	0.215649	0.199155	0.269079	0.00156065	0.00156065	-26697.3	0.0	103.619	
67450000	55	-22790	3895.62	-26685.6	0.298292	2014.16	1.23131	0.0791387	2.31908	7.89928	0.318188	0.210191	0.201133	0.270488	0.00215241	0.00215241	-26685.6	0.0	135.577	
67500000	55	-22827.6	3867.6	-26695.2	0.281496	2014.18	1.4007	0.139421	11.8029	12.8731	0.315248	0.221729	0.195584	0.26744	0.00232409	0.00232409	-26695.2	0.0	109.334	
67550000	56	-22863.4	3853.05	-26716.5	0.297036	2014.16	1.54619	0.187656	8.1181	6.46241	0.313583	0.222399	0.19339	0.270628	0.00145717	0.00145717	-26716.5	0.0	93.7392	
67600000	55	-22867.3	3841.83	-26709.2	0.306628	2014.15	1.83954	0.170639	4.20142	5.4943	0.320426	0.215317	0.194794	0.269463	0.00194612	0.00194612	-26709.2	0.0	82.0481	
67650000	56	-22862.3	3852.48	-26714.8	0.287426	2014.17	1.62331	0.167284	5.74536	5.07654	0.323901	0.212202	0.197826	0.266071	0.00190994	0.00190994	-26714.8	0.0	92.6242	
67700000	56	-22863.1	3850	-26713.1	0.307602	2014.15	1.61883	0.159549	8.12084	9.60604	0.317604	0.211351	0.20033	0.270716	0.00154921	0.00154921	-26713.1	0.0	91.1931	
67750000	55	-22859.2	3846.52	-26705.7	0.273997	2014.18	1.68815	0.187911	10.0217	10.6487	0.312906	0.218151	0.19849	0.270453	0.00127401	0.00127401	-26705.7	0.0	88.1305	
67800000	55	-22864.4	3839.16	-26703.6	0.283355	2014.18	1.69026	0.285837	11.8629	12.6533	0.3203	0.21088	0.202191	0.26663	0.00154173	0.00154173	-26703.6	0.0	81.5834	
67850000	55	-22835.1	3859.94	-26695	0.266114	2014.19	1.47569	0.177784	10.0901	9.59111	0.314932	0.214669	0.198552	0.271847	0.00182414	0.00182414	-26695	0.0	101.302	
67900000	55	-22820.2	3872.3	-26692.5	0.285151	2014.17	1.39921	0.164259	8.42045	10.923	0.319786	0.210292	0.201736	0.268186	0.00201831	0.00201831	-26692.5	0.0	113.768	
67950000	55	-22821	3871.13	-26692.2	0.273922	2014.19	1.38827	0.148208	12.4901	9.25968	0.316178	0.217403	0.196222	0.270197	0.00180758	0.00180758	-26692.2	0.0	112.321	
68000000	55	-22860.4	3842.07	-26702.5	0.310625	2014.15	1.69149	0.205413	8.39549	8.84987	0.315383	0.213036	0.198852	0.272729	0.00171045	0.00171045	-26702.5	0.0	83.3728	
68050000	55	-22858.3	3844.07	-26702.4	0.317212	2014.14	1.71457	0.167716	5.26669	8.62059	0.318624	0.214459	0.197528	0.269389	0.00181346	0.00181346	-26702.4	0.0	85.0288	
68100000	55	-22823	3873.47	-26696.5	0.274523	2014.18	1.38644	0.123909	7.92308	7.46337	0.329082	0.212231	0.195422	0.263266	0.00258686	0.00258686	-26696.5	0.0	113.971	
68150000	55	-22781.1	3905.62	-26686.8	0.31938	2014.14	1.27794	0.067874	1.84426	6.95399	0.318379	0.216254	0.197994	0.267374	0.00242512	0.00242512	-26686.8	0.0	145.207	
68200000	56	-22800.5	3895.06	-26695.5	0.27121	2014.19	1.11086	0.0687879	2.54107	8.95243	0.320257	0.211524	0.200616	0.267603	0.00199635	0.00199635	-26695.5	0.0	135.105	
68250000	55	-22815.3	3876.73	-26692	0.279595	2014.18	1.3371	0.0976985	2.3263	7.78396	0.324427	0.215341	0.198242	0.261989	0.00180713	0.00180713	-26692	0.0	116.877	
68300000	55	-22802.2	3885.3	-26687.5	0.282342	2014.18	1.29353	0.126818	7.87385	9.79593	0.314848	0.215024	0.199067	0.271061	0.00225898	0.00225898	-26687.5	0.0	126.287	
68350000	55	-22839.4	3859.24	-26698.6	0.287747	2014.17	1.51795	0.133975	5.54935	17.0759	0.322386	0.212686	0.195928	0.269	0.00234369	0.00234369	-26698.6	0.0	101.317	
68400000	56	-22821.9	3880.9	-26702.8	0.289585	2014.17	1.30779	0.116443	5.09655	6.67354	0.327116	0.211638	0.195377	0.265869	0.00238672	0.00238672	-26702.8	0.0	121.067	
68450000	55	-22853.8	3846.3	-26700.1	0.271904	2014.19	1.61409	0.224239	12.0265	5.85396	0.317685	0.214953	0.199663	0.267698	0.00180084	0.00180084	-26700.1	0.0	87.1434	
68500000	55	-22838.3	3861.26	-26699.5	0.274396	2014.18	1.4358	0.176353	11.1238	10.5959	0.322679	0.209492	0.190274	0.277555	0.00192557	0.00192557	-26699.5	0.0	102.834	
68550000	55	-22820.4	3870.22	-26690.6	0.282816	2014.18	1.37937	0.14458	8.30631	8.46461	0.319295	0.211942	0.199665	0.269099	0.00208935	0.00208935	-26690.6	0.0	111.097	
68600000	55	-22802.9	3884.28	-26687.2	0.260587	2014.2	1.2644	0.0957004	7.06547	7.27986	0.318257	0.2147	0.201882	0.265162	0.00253127	0.00253127	-26687.2	0.0	124.446	
68650000	56	-22833.9	3872.95	-26706.8	0.300849	2014.16	1.41782	0.0989071	3.64359	7.64581	0.32236	0.209358	0.201788	0.266494	0.00245108	0.00245108	-26706.8	0.0	113.119	
68700000	56	-22821.1	3879.98	-26701	0.287636	2014.17	1.27655	0.0937993	1.21111	16.2334	0.319363	0.212782	0.202804	0.26505	0.00222328	0.00222328	-26701	0.0	121.45	
68750000	55	-22817.6	3872.22	-26689.8	0.270928	2014.19	1.35118	0.107447	8.56456	10.5176	0.321501	0.21562	0.196183	0.266696	0.00224304	0.00224304	-26689.8	0.0	113.201	
68800000	55	-22815.4	3874.47	-26689.9	0.284718	2014.18	1.3556	0.124546	4.73622	7.67644	0.317518	0.214859	0.196805	0.270817	0.00201879	0.00201879	-26689.9	0.0	114.91	
68850000	55	-22814.3	3877.55	-26691.9	0.290552	2014.17	1.32677	0.106483	5.02128	6.46091	0.323203	0.210959	0.202659	0.263179	0.00237941	0.00237941	-26691.9	0.0	117.573	
68900000	55	-22828	3867.57	-26695.6	0.283845	2014.18	1.45638	0.0914049	3.76472	6.72602	0.319407	0.218568	0.198344	0.26368	0.00212353	0.00212353	-26695.6	0.0	107.459	
68950000	55	-22821.6	3874.38	-26696	0.331713	2014.13	1.45136	0.105744	2.83017	4.91389	0.320066	0.210943	0.199147	0.269844	0.00173176	0.00173176	-26696	0.0	113.922	
69000000	55	-22828.1	3871.42	-26699.5	0.289169	2014.17	1.50157	0.103795	4.48675	7.67517	0.324832	0.210111	0.202694	0.262362	0.0021746	0.0021746	-26699.5	0.0	111.677	
69050000	55	-22830.8	3867.06	-26697.8	0.296173	2014.16	1.54618	0.121612	4.47431	11.2832	0.323607	0.210948	0.196191	0.269254	0.00181111	0.00181111	-26697.8	0.0	108.16	
69100000	55	-22811.7	3878.75	-26690.5	0.294507	2014.16	1.3446	0.105024	3.90807	6.12167	0.316183	0.216456	0.196578	0.270782	0.00228368	0.00228368	-26690.5	0.0	118.641	
69150000	55	-22839.2	3859.05	-26698.3	0.297454	2014.16	1.51099	0.0983833	1.99668	16.2128	0.325757	0.212674	0.195858	0.265711	0.00196797	0.00196797	-26698.3	0.0	100.598	
69200000	55	-22842.6	3856.03	-26698.6	0.282544	2014.18	1.57671	0.170489	8.66992	13.0689	0.320431	0.216007	0.197685	0.265878	0.0017695	0.0017695	-26698.6	0.0	97.8981	
69250000	55	-22870.1	3838.1	-26708.2	0.312772	2014.15	1.78519	0.127079	3.73253	7.39221	0.322333	0.209053	0.197507	0.271107	0.00209796	0.00209796	-26708.2	0.0	78.4715	
69300000	55	-22824.7	3870.1	-26694.8	0.289816	2014.17	1.39989	0.133241	5.3152	8.70876	0.326441	0.212957	0.199171	0.261431	0.0022343	0.0022343	-26694.8	0.0	110.85	
