item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    55.11034 0.003152 0.334066 55       55       56       62330.77 11231.21 55.10934
posterior_for_Delphy       -22811.6 0.867227 34.59873 -22810.2 -22877.9 -22743.9 439818.9 1591.677 NaN     
prior_for_Delphy           3881.431 0.643677 25.37921 3882.4   3831.4   3929.52  450307.1 1554.605 3881.348
likelihood_really_logG     -26693.0 0.228245 10.28435 -26692.3 -26712.6 -26672.8 344808.0 2030.260 NaN     
rootHeight                 0.293105 0.000387 0.025823 0.287409 0.257287 0.343438 157275.7 4451.100 0.292056
age(root)                  2014.165 0.000387 0.025849 2014.17  2014.12  2014.2   156707.5 4467.239 2014.165
treeLength                 1.374879 0.006152 0.249355 1.33775  0.95755  1.86884  426051.1 1643.112 1.353946
exponential.popSize        0.109883 0.001108 0.047414 0.100276 0.038655 0.202751 382412.5 1830.614 0.101271
exponential.growthRate     5.165797 0.047169 3.664095 5.02542  -1.69419 12.5684  116015.1 6034.123 NaN     
kappa                      9.281257 0.028066 3.320876 8.69786  4.00662  15.7866  50000    14001    8.762617
frequencies1               0.319149 2.87E-5  0.003398 0.319176 0.312455 0.325724 50000    14001    0.319131
frequencies2               0.214074 2.53E-5  0.002996 0.21408  0.208544 0.220297 50000    14001    0.214053
frequencies3               0.198068 2.44E-5  0.00289  0.19809  0.192422 0.203635 50000    14001    0.198047
frequencies4               0.268709 2.74E-5  0.00324  0.268698 0.262196 0.274846 50000    14001    0.268689
clock.rate                 0.002223 9.43E-6  0.00048  0.002192 0.001298 0.003155 269824.3 2594.465 0.002171
meanRate                   0.002223 9.43E-6  0.00048  0.002192 0.001298 0.003155 269824.3 2594.465 0.002171
treeLikelihood_really_logG -26693.0 0.228245 10.28435 -26692.3 -26712.6 -26672.8 344808.0 2030.260 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                 121.9524 0.633822 25.00984 122.937  71.7057  168.493  449615.6 1556.996 119.1278
