item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize15 1.856638 0.007349 0.58797  1.848266 0.70589  2.995485 10938.47 6400.342 NaN     
skygrid.logPopSize16 2.115399 0.007406 0.593216 2.105133 0.967837 3.274393 10913.00 6415.278 2.023681
skygrid.logPopSize17 2.385893 0.00726  0.566241 2.377407 1.320268 3.525238 11508.22 6083.472 2.314039
skygrid.logPopSize18 2.662546 0.008116 0.502168 2.652931 1.646472 3.597798 18288.53 3828.081 2.613632
skygrid.logPopSize19 2.914074 0.007499 0.40796  2.904584 2.152221 3.728879 23655.25 2959.596 2.8854  
skygrid.logPopSize20 2.66267  0.010539 0.410897 2.655982 1.823078 3.412297 46060.26 1519.965 2.63038 
skygrid.logPopSize21 1.901109 0.013694 0.465678 1.895985 1.007383 2.82191  60540.61 1156.413 1.840527
skygrid.logPopSize22 1.21967  0.013274 0.467509 1.198574 0.317933 2.122278 56439.02 1240.453 NaN     
skygrid.logPopSize23 0.814182 0.010113 0.433977 0.808779 -0.08380 1.609748 38020.22 1841.388 NaN     
skygrid.logPopSize24 0.612553 0.007974 0.439448 0.604434 -0.24763 1.469726 23054.30 3036.742 NaN     
skygrid.logPopSize25 0.521536 0.006697 0.4546   0.518048 -0.35730 1.403493 15195.41 4607.311 NaN     
skygrid.logPopSize26 0.498379 0.005869 0.474965 0.492842 -0.41918 1.42469  10688.68 6549.918 NaN     
skygrid.logPopSize27 0.499805 0.00615  0.507516 0.481832 -0.49908 1.497076 10279.73 6810.488 NaN     
skygrid.logPopSize28 0.498882 0.006615 0.553482 0.479318 -0.61215 1.575119 10000    7001     NaN     
skygrid.logPopSize29 0.466128 0.007252 0.583846 0.457475 -0.67969 1.602966 10802.70 6480.783 NaN     
skygrid.logPopSize30 0.492046 0.007268 0.607079 0.476073 -0.73941 1.642876 10035.62 6976.148 NaN     
skygrid.logPopSize31 0.579963 0.008029 0.658887 0.564223 -0.66871 1.919177 10396.16 6734.212 NaN     
skygrid.logPopSize32 0.702043 0.008357 0.685874 0.691125 -0.63283 2.035364 10392.79 6736.399 NaN     
skygrid.logPopSize33 0.85797  0.008982 0.716325 0.834851 -0.55535 2.233276 11006.55 6360.757 NaN     
skygrid.logPopSize34 1.037004 0.009087 0.726896 1.015171 -0.39562 2.435087 10940.46 6399.176 NaN     
skygrid.logPopSize35 1.239497 0.009126 0.729553 1.223243 -0.23306 2.600908 10955.61 6390.328 NaN     
skygrid.logPopSize36 1.466891 0.009101 0.712238 1.470002 0.022636 2.807572 11430.38 6124.903 NaN     
skygrid.logPopSize37 1.710813 0.009035 0.66986  1.705295 0.389734 3.023284 12737.44 5496.394 NaN     
skygrid.logPopSize38 1.962542 0.008522 0.592789 1.956975 0.880476 3.180667 14470.36 4838.164 NaN     
skygrid.logPopSize39 2.185327 0.007827 0.489753 2.158816 1.235319 3.161726 17880.32 3915.476 2.128696
skygrid.logPopSize40 2.113842 0.008443 0.455293 2.100786 1.210301 2.998477 24077.82 2907.654 2.062644
skygrid.logPopSize41 1.455756 0.012225 0.549652 1.448744 0.392565 2.531238 34632.39 2021.517 NaN     
skygrid.logPopSize42 0.757699 0.012738 0.553995 0.735179 -0.31649 1.835548 37011.96 1891.550 NaN     
skygrid.logPopSize43 0.357927 0.008747 0.482726 0.332923 -0.57502 1.298061 22986.66 3045.678 NaN     
skygrid.logPopSize44 0.290046 0.006276 0.466391 0.284248 -0.61602 1.186964 12679.02 5521.716 NaN     
skygrid.logPopSize45 0.36249  0.006508 0.513309 0.352703 -0.62519 1.405944 11253.41 6221.224 NaN     
skygrid.logPopSize46 0.446141 0.007269 0.562058 0.437104 -0.65830 1.531442 11710.71 5978.283 NaN     
skygrid.logPopSize47 0.504903 0.008179 0.611149 0.494391 -0.63030 1.783373 12540.20 5582.841 NaN     
skygrid.logPopSize48 0.526617 0.009436 0.655003 0.543284 -0.78609 1.819817 14529.46 4818.485 NaN     
skygrid.logPopSize49 0.498205 0.011514 0.695504 0.51889  -0.85805 1.893503 19187.77 3648.677 NaN     
skygrid.logPopSize50 0.421574 0.013048 0.719151 0.449511 -1.04300 1.820272 23045.42 3037.912 NaN     
skygrid.cutOff       5        0        0        5        5        5        NaN      NaN      5       
kappa                11.45415 0.020357 1.623114 11.31739 8.625636 14.76999 11012.53 6357.302 11.34208
frequencies1         0.340499 0.000129 0.010559 0.340457 0.31991  0.360878 10372.52 6749.561 0.340335
frequencies2         0.194191 0.000104 0.00863  0.194017 0.177769 0.210852 10128.95 6911.868 0.193999
frequencies3         0.2234   0.000112 0.009075 0.22331  0.206094 0.241112 10737.71 6520.008 0.223215
frequencies4         0.241911 0.000115 0.00956  0.241779 0.223643 0.260663 10186.46 6872.843 0.241722
alpha                0.306126 0.00079  0.065576 0.298931 0.191619 0.438863 10153.97 6894.836 0.299436
clock.rate           0.003487 1.3E-5   0.000414 0.003468 0.002664 0.004269 69606.61 1005.795 0.003463
meanRate             0.003487 1.3E-5   0.000414 0.003468 0.002664 0.004269 69606.61 1005.795 0.003463
treeLikelihood       -5455.42 0.128343 9.843722 -5454.87 -5475.05 -5437.01 11901.04 5882.676 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -401.718 0.736247 20.95576 -401.826 -441.743 -360.109 86417.25 810.1391 NaN     
