item            mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
posterior       -26478.9 0.628015 24.03487 -26477.8 -26526.2 -26432.6 47795.36 1464.681 NaN     
likelihood      -26594.7 0.062044 5.098802 -26594.5 -26605.0 -26585.0 10365.42 6753.703 NaN     
prior           115.7622 0.641444 24.37103 116.4207 68.05301 162.8132 48495.13 1443.546 112.9587
treeLikelihood  -26594.7 0.062044 5.098802 -26594.5 -26605.0 -26585.0 10365.42 6753.703 NaN     
Tree.height     0.293606 0.000303 0.025696 0.287946 0.256447 0.343509 9744.901 7183.756 0.292562
Tree.treeLength 1.405665 0.005963 0.244741 1.374125 0.984498 1.902007 41562.83 1684.317 1.385692
clockRate       0.002164 8.97E-6  0.000458 0.00213  0.001307 0.003091 26832.93 2608.920 0.002116
kappa           9.306076 0.034647 3.300576 8.703913 4.139842 15.94628 7713.945 9075.122 8.795343
Coalescent      117.7510 0.631838 24.01760 118.4357 71.13455 164.5604 48448.62 1444.932 115.0891
ePopSize        0.117151 0.001183 0.049076 0.107507 0.042151 0.214035 40708.61 1719.660 0.108365
growthRate      5.41588  0.044829 3.643293 5.24086  -1.84724 12.25458 10599.04 6604.838 NaN     
freqParameter.1 0.319194 8.49E-5  0.003343 0.31909  0.313048 0.325888 45181.72 1549.409 0.319176
freqParameter.2 0.214083 6.31E-5  0.0029   0.214024 0.208404 0.219877 33173.14 2110.291 0.214064
freqParameter.3 0.198049 6.14E-5  0.002853 0.198037 0.192741 0.203898 32418.25 2159.431 0.198028
freqParameter.4 0.268674 7.44E-5  0.003185 0.268672 0.262489 0.275017 38172.48 1833.912 0.268656
