item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -60624.5 1.288491 55.96670 -60625.5 -60733.4 -60514.0 371129.6 1886.672 NaN     
prior                -3903.63 1.437089 56.97968 -3903.89 -4014.05 -3791.53 445399.1 1572.073 NaN     
likelihood           -56720.9 0.570406 27.59517 -56720.9 -56775.3 -56668.5 299174.0 2340.443 NaN     
rootHeight           1.802482 0.000945 0.051007 1.795777 1.710292 1.904712 240127.1 2915.955 1.80177 
age(root)            2014.008 0.000945 0.051007 2014.015 2013.906 2014.100 240104.5 2916.229 2014.008
treeLength           135.2671 0.060938 2.397945 135.2409 130.4805 139.8317 452191.3 1548.459 135.2459
skygrid.precision    12.4882  2.74E-6  3.42E-6  12.4882  12.4882  12.4882  44852206 1.561127 12.4882 
skygrid.logPopSize1  -0.60094 0.008142 0.42241  -0.59690 -1.46873 0.161034 260135.6 2691.672 NaN     
skygrid.logPopSize2  -0.47217 0.005859 0.329522 -0.48739 -1.09671 0.169044 221379.9 3162.887 NaN     
skygrid.logPopSize3  -0.20708 0.004406 0.253305 -0.21054 -0.68434 0.31932  211878.8 3304.718 NaN     
skygrid.logPopSize4  0.028734 0.003419 0.195581 0.023377 -0.34657 0.421583 213946.9 3272.773 NaN     
skygrid.logPopSize5  0.211028 0.00297  0.150364 0.211582 -0.06542 0.522744 273239.4 2562.587 NaN     
skygrid.logPopSize6  0.383925 0.002987 0.161952 0.380444 0.071045 0.694677 238116.1 2940.581 NaN     
skygrid.logPopSize7  0.828121 0.0029   0.16493  0.82712  0.509033 1.152414 216479.6 3234.484 0.81062 
skygrid.logPopSize8  1.294862 0.00257  0.143131 1.290499 1.020386 1.581836 225662.0 3102.870 1.286894
skygrid.logPopSize9  1.277062 0.002392 0.123276 1.274861 1.045123 1.526037 263607.0 2656.226 1.27107 
skygrid.logPopSize10 1.600782 0.002038 0.114993 1.599862 1.385665 1.843784 219831.2 3185.170 1.596644
skygrid.logPopSize11 2.344844 0.002433 0.133355 2.341656 2.09698  2.610231 233095.7 3003.916 2.341062
skygrid.logPopSize12 2.47061  0.002752 0.133207 2.46665  2.216598 2.728849 298880.5 2342.741 2.467022
skygrid.logPopSize13 2.71366  0.002198 0.11421  2.711781 2.484913 2.931092 259419.7 2699.101 2.711256
skygrid.logPopSize14 2.464894 0.001968 0.110165 2.460361 2.258382 2.685668 223522.8 3132.565 2.462435
skygrid.logPopSize15 1.647711 0.002405 0.118064 1.647079 1.43451  1.885248 290628.6 2409.260 1.643471
skygrid.logPopSize16 1.105232 0.003166 0.141911 1.10312  0.830442 1.382828 348511.2 2009.117 1.095905
skygrid.logPopSize17 0.184086 0.003582 0.155669 0.187508 -0.12535 0.482043 370714.9 1888.782 NaN     
skygrid.logPopSize18 -0.63697 0.003714 0.192829 -0.63848 -0.99086 -0.25895 259771.7 2695.443 NaN     
skygrid.logPopSize19 -0.72127 0.004106 0.219921 -0.72058 -1.16261 -0.31285 244111.4 2868.362 NaN     
skygrid.logPopSize20 -0.84528 0.004755 0.261353 -0.85002 -1.32880 -0.30872 231803.3 3020.664 NaN     
skygrid.logPopSize21 -1.10069 0.00587  0.33567  -1.09076 -1.79891 -0.48276 214148.1 3269.699 NaN     
skygrid.logPopSize22 -1.21941 0.007028 0.415817 -1.21677 -2.05609 -0.44570 200000   3501     NaN     
skygrid.logPopSize23 -1.23992 0.008356 0.494395 -1.22992 -2.16008 -0.23678 200000   3501     NaN     
skygrid.logPopSize24 -1.24173 0.009648 0.570852 -1.24349 -2.30044 -0.14373 200000   3501     NaN     
skygrid.logPopSize25 -1.24383 0.010641 0.629595 -1.25788 -2.51837 -0.04294 200000   3501     NaN     
skygrid.cutOff       2        0        0        2        2        2        NaN      NaN      2       
kappa                10.21282 0.008802 0.520787 10.19027 9.187711 11.19738 200000   3501     10.19961
frequencies1         0.310522 5.31E-5  0.003144 0.310442 0.30456  0.316974 200000   3501     0.310506
frequencies2         0.221476 4.79E-5  0.002834 0.221487 0.216022 0.226791 200000   3501     0.221458
frequencies3         0.201833 4.53E-5  0.002681 0.201851 0.196538 0.207162 200000   3501     0.201815
frequencies4         0.266169 5E-5     0.002959 0.266159 0.260632 0.272215 200000   3501     0.266153
clock.rate           0.001103 5.59E-7  2.84E-5  0.001103 0.001046 0.001155 271174.0 2582.105 0.001103
meanRate             0.001103 5.59E-7  2.84E-5  0.001103 0.001046 0.001155 271174.0 2582.105 0.001103
treeLikelihood       -56720.9 0.570406 27.59517 -56720.9 -56775.3 -56668.5 299174.0 2340.443 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -3891.95 1.437061 56.97732 -3892.15 -4002.20 -3779.68 445418.6 1572.004 NaN     
