item                                           mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                                          -216361. 0.765085 14.80328 -216361. -216388. -216330. 93517.99 374.3664 NaN     
prior                                          -573.494 0.725624 11.87042 -573.582 -596.036 -550.355 130822.6 267.6141 NaN     
likelihood                                     -215787. 0.178413 9.361919 -215787. -215806. -215770. 12714.90 2753.462 NaN     
treeModel.rootHeight                           7.206244 0.006984 0.271035 7.174876 6.699909 7.731217 23248.01 1505.935 7.201215
age(root)                                      2016.204 0.006984 0.271035 2016.236 2015.679 2016.711 23247.97 1505.937 2016.204
treeLength                                     130.4472 0.379523 5.816645 130.3258 119.0516 141.4286 149047.1 234.8921 130.3179
treeLength                                     130.4472 0.379523 5.816645 130.3258 119.0516 141.4286 149047.1 234.8921 130.3179
exponential.popSize                            28.70932 0.178775 4.723024 28.34677 19.44855 37.67310 50160.64 697.9575 28.33338
exponential.growthRate                         0.386539 0.001028 0.044366 0.38656  0.297969 0.470837 18786.37 1863.584 0.38396 
apobec3.rates.C.T                              1        0        0        1        1        1        NaN      NaN      1       
apobec3.rates.T.C                              0        0        0        0        0        0        NaN      NaN      NaN     
apobec3.frequencies1                           0.5      NaN      NaN      0.5      0.5      0.5      10000    3501     0.5     
apobec3.frequencies2                           0.5      1.53E-7  1.25E-7  0.5      0.5      0.5      52738355 0.663843 0.5     
apobec3.root.frequencies1                      0.99954  2.41E-6  0.000139 0.999553 0.999247 0.999777 10570.84 3311.939 0.99954 
apobec3.root.frequencies2                      0.00046  2.41E-6  0.000139 0.000447 0.000223 0.000753 10570.83 3311.944 0.000439
non_apobec3.gtr.rates.rateAC                   0.87527  0.002696 0.159539 0.868894 0.554841 1.169053 10000    3501     0.860624
non_apobec3.gtr.rates.rateAG                   2.129265 0.003826 0.226366 2.12653  1.689262 2.5644   10000    3501     2.117099
non_apobec3.gtr.rates.rateAT                   0.116619 0.000645 0.036057 0.112701 0.054264 0.190066 11203.60 3124.887 0.111079
non_apobec3.gtr.rates.rateCG                   0.512297 0.003519 0.208218 0.488642 0.123375 0.906641 10000    3501     0.468922
non_apobec3.gtr.rates.rateCT                   1.457864 0.003341 0.197689 1.451398 1.053011 1.825941 10000    3501     1.444445
non_apobec3.gtr.rates.rateGT                   0.908684 0.002839 0.163193 0.900826 0.599866 1.223004 10593.47 3304.863 0.893963
non_apobec3.frequencies1                       0.383    2.03E-5  0.001202 0.383003 0.380589 0.385223 10000    3501     0.382998
non_apobec3.frequencies2                       0.117001 1.34E-5  0.000791 0.116989 0.115424 0.118551 10000    3501     0.116999
non_apobec3.frequencies3                       0.117421 1.35E-5  0.000785 0.117411 0.115803 0.118894 10387.70 3370.331 0.117418
non_apobec3.frequencies4                       0.382578 2E-5     0.001181 0.382542 0.380414 0.384998 10000    3501     0.382576
non_apobec3.alpha                              0.089887 0.001524 0.085135 0.068155 0.002903 0.250659 11224.47 3119.076 0.059593
apobec3.clock.rate                             0.000126 3.85E-7  7.32E-6  0.000126 0.000113 0.000141 96894.95 361.3191 0.000126
non_apobec3.clock.rate                         7.84E-6  2.4E-8   6.79E-7  7.81E-6  6.5E-6   9.15E-6  43504.10 804.7516 7.81E-6 
apobec3.meanRate                               0.000126 3.85E-7  7.32E-6  0.000126 0.000113 0.000141 96894.95 361.3191 0.000126
non_apobec3.meanRate                           7.84E-6  2.4E-8   6.79E-7  7.81E-6  6.5E-6   9.15E-6  43504.10 804.7516 7.81E-6 
age(MT903338|MPXV-M2957|Nigeria|2018)          5.282123 0.002169 0.122554 5.318933 5.03424  5.410894 10967.40 3192.185 5.280665
age(MT903339|MPXV-M3021|Nigeria|2018)          5.295694 0.002091 0.117885 5.332971 5.063142 5.410936 11016.11 3178.070 5.29434 
age(NC_063383|MPXV-M5312_HM12|Nigeria|2018-08) 4.719274 0.001762 0.099591 4.752287 4.514083 4.828625 10954.03 3196.082 4.718203
age(OP413718-9000360|9000360|UK_ex|2022-08)    0.791992 0.000397 0.02347  0.793363 0.752933 0.830129 10000    3501     0.791643
age(OP450997-PA0016|USA|2022-07)               0.8742   0.000402 0.02377  0.875294 0.835859 0.914074 10000    3501     0.873876
age(OP535312|MPXV_5222|Nigeria|2018-02)        5.288635 0.000399 0.023631 5.29067  5.247957 5.325991 10000    3501     5.288582
age(OP535314|MPXV_5220|Nigeria|2018-01)        5.358055 0.000379 0.022369 5.353886 5.327652 5.400654 10052.68 3482.650 5.358008
age(OP535315|MPXV_5219|Nigeria|2018-02)        5.274919 0.000398 0.023149 5.270495 5.2427   5.318358 10324.82 3390.855 5.274869
age(OP535316|MPXV_5218|Nigeria|2018-02)        5.285962 0.00043  0.023703 5.286775 5.247384 5.32573  11526.93 3037.233 5.285908
age(OP535319|MPXV_5205|Nigeria|2017-12)        5.448052 0.000397 0.023361 5.445452 5.412644 5.489231 10106.09 3464.244 5.448002
age(OP535318|MPXV_5227|Nigeria|2017-12)        5.453896 0.000408 0.024144 5.453678 5.412631 5.491704 10000    3501     5.453843
age(OP535320|MPXV_3008|Nigeria|2017-11)        5.539811 0.000431 0.023593 5.541455 5.500616 5.577882 11675.21 2998.659 5.539761
age(OP535321|MPXV_2979|Nigeria|2017-10)        5.411659 3.26E-7  1.11E-6  5.411659 5.411659 5.411659 3048420. 11.48463 5.411659
age(OP535322|MPXV_2958|Nigeria|2017-10)        5.62318  0.000404 0.023618 5.623598 5.584818 5.662969 10247.38 3416.483 5.623131
age(OP535323|MPXV_2948|Nigeria|2017-10)        5.62097  0.00043  0.023736 5.620925 5.580906 5.659077 11470.74 3052.113 5.62092 
age(OP535324|MPXV_5302|Nigeria|2018-02)        5.286156 0.000416 0.023413 5.287169 5.247705 5.325864 11047.12 3169.151 5.286104
age(OP535325|MPXV_5316|Nigeria|2018-06)        4.95527  0.000413 0.024165 4.955144 4.917767 4.996851 10237.26 3419.858 4.955211
age(OP535326|MPXV_5315|Nigeria|2018-06)        4.956944 0.0004   0.023653 4.957257 4.918777 4.996887 10000    3501     4.956888
age(OP535327|MPXV_5307|Nigeria|2018-03)        5.204543 0.000402 0.023658 5.20317  5.166024 5.243444 10112.25 3462.135 5.20449 
age(OP535328|MPXV_5306|Nigeria|2018-03)        5.207816 0.000404 0.023881 5.208445 5.166028 5.244362 10000    3501     5.207761
age(OP535329|MPXV_5305|Nigeria|2018-03)        5.208737 0.000425 0.024227 5.209627 5.170417 5.248932 10776.16 3248.836 5.208681
age(OP535330|MPXV_5301|Nigeria|2018-02)        5.286048 0.000403 0.023505 5.286302 5.247485 5.325375 10269.79 3409.024 5.285995
age(OP535331|MPXV_5300|Nigeria|2018-01)        5.369104 0.000433 0.023463 5.368561 5.331226 5.409445 11897.33 2942.676 5.369053
age(OP535332|MPXV_5232|Nigeria|2018-01)        5.369781 0.000468 0.023906 5.36951  5.331384 5.409947 13442.01 2604.520 5.369728
age(OP535333|MPXV_5231|Nigeria|2018-01)        5.360912 0.0004   0.023078 5.356649 5.327657 5.402656 10531.50 3324.310 5.360862
age(OP535334|MPXV_5223|Nigeria|2018-02)        5.287602 0.000429 0.023546 5.289028 5.248319 5.325842 11613.72 3014.537 5.28755 
age(OP535335|MPXV_2947|Nigeria|2017-10)        5.620421 0.000419 0.023677 5.619974 5.581726 5.659875 10957.00 3195.216 5.620372
age(OP535336|MPXV_2946|Nigeria|2017-10)        5.625779 0.000407 0.023584 5.627867 5.585691 5.66296  10410.82 3362.846 5.62573 
age(OP535337|MPXV_2945|Nigeria|2017-10)        5.622222 0.000404 0.02391  5.622841 5.58454  5.663012 10000    3501     5.622171
age(OP535338|MPXV_2944|Nigeria|2017-10)        5.620259 0.000421 0.024029 5.619809 5.580737 5.659694 10747.54 3257.489 5.620208
age(OP535339|MPXV_2915|Nigeria|2017-10)        5.625449 0.000409 0.023227 5.627731 5.586038 5.662746 10848.38 3227.207 5.625401
age(OP535340|MPXV_2888|Nigeria|2017-10)        5.618292 0.0005   0.024003 5.617024 5.579688 5.657681 15202.52 2302.906 5.618241
age(OP535341|MPXV_2886|Nigeria|2017-10)        5.624799 0.000423 0.02408  5.626634 5.584863 5.662699 10799.00 3241.964 5.624747
age(OP605572|MPXV-30|Slovenia|2022-07)         0.879169 0.000395 0.023356 0.881486 0.838307 0.915024 10000    3501     0.878857
age(unpub|TRM283|Nigeria|Ebonyi|2022)          0.723701 0.013836 0.233479 0.67412  0.411006 1.19145  122946.2 284.7585 0.688994
age(unpub|TRM293|Nigeria|Ebonyi|2022)          0.679457 0.007051 0.215332 0.62511  0.411292 1.104175 37541.69 932.5629 0.64875 
age(unpub|TRM330|Nigeria|Ebonyi|2022)          0.788915 0.005792 0.20091  0.793394 0.411883 1.125429 29092.57 1203.399 0.762227
age(unpub|VSP195|Nigeria|Imo|2022)             0.787472 0.005071 0.199405 0.774284 0.415153 1.145855 22642.37 1546.215 0.76209 
age(unpub|VSP197|Nigeria|Edo|2022)             0.984142 0.017247 0.221504 1.0121   0.512237 1.352088 212250.0 164.9469 0.955605
age(unpub|VSP198|Nigeria|Edo|2022)             0.983634 0.01717  0.221331 1.015283 0.514489 1.353271 210699.7 166.1606 0.955051
age(unpub|VSP200|Nigeria|Edo|2022)             0.696692 0.003125 0.116093 0.699474 0.447389 0.913891 25373.94 1379.761 0.686855
non_apobec3.treeLikelihood                     -208161. 0.118187 5.880786 -208161. -208173. -208150. 14140.47 2475.870 NaN     
apobec3.treeLikelihood                         -7626.23 0.166805 8.964707 -7625.93 -7643.28 -7608.33 12121.04 2888.365 NaN     
apobec3.branchRates                            0        0        0        0        0        0        NaN      NaN      NaN     
non_apobec3.branchRates                        0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                                     -575.267 0.726414 11.88281 -575.313 -598.081 -552.143 130834.4 267.5900 NaN     
