item                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                -67042.4 2.73023  93.33158 -67042.0 -67228.2 -66867.8 634786.7 1168.581 NaN     
prior                -4114.51 2.904289 91.68937 -4113.93 -4296.64 -3945.95 744266.3 996.6862 NaN     
likelihood           -62927.9 0.804293 38.95940 -62927.2 -63007.7 -62855.5 316148.5 2346.365 NaN     
rootHeight           1.611467 0.000765 0.035308 1.608115 1.548395 1.683607 347912.1 2132.147 1.611083
age(root)            2023.980 0.000765 0.035308 2023.983 2023.908 2024.043 347927.2 2132.054 2023.980
treeLength           102.7255 0.049941 1.513729 102.6988 99.86051 105.7066 807441.7 918.7040 102.7144
skygrid.precision    6.24524  NaN      NaN      6.24524  6.24524  6.24524  200000   3709     6.24524 
skygrid.logPopSize1  -0.98219 0.002609 0.127333 -0.98413 -1.22400 -0.73834 311324.3 2382.723 NaN     
skygrid.logPopSize2  -0.97038 0.002496 0.136636 -0.97185 -1.23523 -0.70873 247622.1 2995.692 NaN     
skygrid.logPopSize3  -0.49485 0.00228  0.125744 -0.49693 -0.73524 -0.24469 243906.1 3041.333 NaN     
skygrid.logPopSize4  -0.14254 0.002186 0.1022   -0.14282 -0.32563 0.073889 339290.3 2186.327 NaN     
skygrid.logPopSize5  -0.53370 0.002337 0.120631 -0.53327 -0.75772 -0.29571 278427.2 2664.250 NaN     
skygrid.logPopSize6  -0.04763 0.00245  0.143118 -0.04934 -0.32752 0.228517 217324.1 3413.333 NaN     
skygrid.logPopSize7  0.598161 0.002295 0.133692 0.594469 0.338366 0.860104 218680.8 3392.158 0.582386
skygrid.logPopSize8  0.865237 0.002278 0.117835 0.862658 0.644713 1.099716 277191.9 2676.123 0.857078
skygrid.logPopSize9  0.966195 0.001566 0.067595 0.966393 0.835905 1.097337 398195.4 1862.904 0.963822
skygrid.logPopSize10 0.707928 0.004303 0.075901 0.708601 0.562421 0.859641 2384112. 311.1429 0.703792
skygrid.logPopSize11 0.053985 0.002551 0.106887 0.055262 -0.15196 0.260931 422665.8 1755.050 NaN     
skygrid.logPopSize12 -0.87001 0.002501 0.12228  -0.86932 -1.11326 -0.62383 310278.2 2390.756 NaN     
skygrid.logPopSize13 0.162453 0.002438 0.135234 0.162791 -0.10743 0.431075 241175.4 3075.769 NaN     
skygrid.logPopSize14 0.573209 0.002351 0.108955 0.571924 0.36397  0.773985 345483.5 2147.135 0.562373
skygrid.logPopSize15 0.456159 0.002197 0.102457 0.455759 0.262281 0.657121 341054.3 2175.020 0.443924
skygrid.logPopSize16 0.276527 0.00207  0.107112 0.276179 0.068169 0.485182 277020.7 2677.778 NaN     
skygrid.logPopSize17 0.182064 0.002653 0.113494 0.180196 -0.03800 0.402477 405346.4 1830.039 NaN     
skygrid.logPopSize18 -0.44187 0.007285 0.254459 -0.43534 -0.94903 0.027158 607993.4 1220.078 NaN     
skygrid.logPopSize19 -1.34099 0.006153 0.363157 -1.34354 -2.08640 -0.67405 212944.5 3483.536 NaN     
skygrid.logPopSize20 -1.50909 0.008537 0.519911 -1.52459 -2.47934 -0.45363 200000   3709     NaN     
skygrid.logPopSize21 -1.51277 0.010732 0.653615 -1.52341 -2.77296 -0.27402 200000   3709     NaN     
skygrid.logPopSize22 -1.49283 0.012563 0.765123 -1.50868 -2.95761 0.024927 200000   3709     NaN     
skygrid.logPopSize23 -1.49338 0.014055 0.855985 -1.49561 -3.16115 0.119319 200000   3709     NaN     
skygrid.cutOff       1.833    3.35E-7  5.2E-7   1.833    1.833    1.833    30896478 2.400921 1.833   
kappa                16.80824 0.014236 0.822522 16.77429 15.19294 18.42524 222213.2 3338.235 16.78816
frequencies1         0.325433 5.86E-5  0.003553 0.325418 0.318715 0.332512 201573.5 3680.046 0.325413
frequencies2         0.205134 5E-5     0.003042 0.205134 0.198829 0.210808 200000   3709     0.205112
frequencies3         0.246789 5.38E-5  0.003186 0.246717 0.240037 0.252669 211445.8 3508.226 0.246768
frequencies4         0.222644 5.4E-5   0.003133 0.222657 0.216415 0.228736 220501.4 3364.149 0.222622
clock.rate           0.003222 1.81E-6  6.88E-5  0.003222 0.003088 0.003356 512894.5 1446.301 0.003222
meanRate             0.003222 1.81E-6  6.88E-5  0.003222 0.003088 0.003356 512894.5 1446.301 0.003222
treeLikelihood       -62927.9 0.804293 38.95940 -62927.2 -63007.7 -62855.5 316148.5 2346.365 NaN     
branchRates          0        0        0        0        0        0        NaN      NaN      NaN     
skygrid              -4102.52 2.904185 91.68531 -4102.02 -4284.41 -3933.76 744278.9 996.6692 NaN     
