# BEAST v10.5.0
# Generated Fri Oct 17 12:17:20 UTC 2025 [seed=1760703436151]
# -beagle -working beastX_run_a/h5n1-andersen-e756a15-ALL_full_dates_only.xml
# keywords: skygrid
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	skygrid
0	-682816.3364033786	-121976.96142083911	-560839.3749825396	167.86266047990955	1857.7291195200905	2027.9012004899353	6.24524	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.833	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.001	0.0010000000000000028	-560839.3749825396	0.0	-121968.13750063977
200000	-194045.93796238356	-24808.39778680332	-169237.54017558024	190.3289839685049	1835.262796031495	4747.200265509512	6.24524	4.422157508773246	4.264960374655301	4.5894686798736535	5.200566427540697	5.617789346895747	5.196205400682154	5.691835449432697	6.166515568957499	6.460731587057411	6.7171727497503255	7.619350082523922	6.721480476174744	6.866874040906777	6.575245300007767	7.77853145028775	7.303153692497816	7.224577824098432	7.590673954371789	7.489330586517798	6.665608179310455	6.423461575536096	6.122278325926554	6.083973693823157	1.833	18.415660176686114	0.31615460521963645	0.21000190454149695	0.2696609722708987	0.20418251796796794	2.646537190195416E-4	2.646537190195401E-4	-169237.54017558024	0.0	-24796.212634484196
400000	-134378.48801178866	-24655.17535949967	-109723.312652289	172.8064290416643	1852.7853509583356	5256.35241296208	6.24524	3.538064325007125	3.398227993222577	4.2298315302023495	5.074041735072483	5.117586480778977	5.487944244913353	5.24731408518678	5.391357436348324	6.422852170261417	6.848828716061707	6.77327503632148	6.721951642936723	6.680786447566182	6.985212522750406	7.4747315250285755	7.789018148018976	8.54148563482865	8.679177660216785	8.486637244012986	7.913992979538916	7.5488162059937975	7.2465102022610255	6.281633444323343	1.833	17.613143454427465	0.3219148533064545	0.21004051644398475	0.24737451807081642	0.2206701121787445	1.3128564560270617E-4	1.3128564560270669E-4	-109723.312652289	0.0	-24643.088684424783
600000	-111360.60192625328	-23565.717644327724	-87794.88428192555	150.1296402309803	1875.4621397690196	5221.199841822058	6.24524	3.037099583280772	2.5410672231231093	3.2671381114628115	4.4401219597104316	4.671859375102563	4.455755422669043	4.650205524286327	4.971631299049708	5.980149827106537	6.1716231723011745	6.458088676829092	6.223840163829498	6.329864418949839	6.62642688885356	7.6526574849603115	8.546360853909713	9.0412699840078	8.814299920054737	8.946694972278655	8.671185240514054	8.43064125310851	7.933331832930439	6.263520609143419	1.833	17.051785119858312	0.3265845214363143	0.2018337979011556	0.25241658900678554	0.21916509165574471	1.0433661328486648E-4	1.0433661328486641E-4	-87794.88428192555	0.0	-23553.701760925094
800000	-100955.18660976717	-22532.36685525191	-78422.81975451527	137.38408370578247	1888.2076962942174	4872.734112456369	6.24524	2.3503416920551308	2.0899828232351423	2.702415882090574	3.9713994963601698	4.048462361177282	3.9042582949541313	4.115543983590078	4.272223412343349	5.321492496749468	5.80527811637537	6.211280595784356	5.47605670069361	6.11688043090926	6.616265240598694	6.9650978968361805	7.596722837719469	8.44737398150494	9.171074880792066	8.670924141663773	9.042310234844289	8.341537705997911	8.521218991339362	6.233308059985726	1.833	16.56416042159687	0.32050198463752005	0.20447610726888135	0.25202908696065796	0.22299282113294075	9.196555753688685E-5	9.196555753688666E-5	-78422.81975451527	0.0	-22520.41381283566
1000000	-95224.53201185765	-21638.434713056835	-73586.09729880081	121.52247246754627	1904.0693075324536	4421.464239529374	6.24524	2.0484664244882054	2.119646238371102	2.3528462499539167	3.3288348469718945	3.535005917220494	4.1164131450274954	3.789590375876068	3.75084916540998	4.852466601479569	5.8021286747430105	5.7780609634909945	5.488987302168125	5.684597518362867	5.913486962181943	6.799680745783974	7.588976494089307	8.244893560914331	9.028523752690013	8.730307309951776	8.2288713666141	8.038546784347549	7.621576521167385	6.148121998444602	1.833	15.685953506368424	0.3241312845630195	0.2017886024967745	0.25301361313750836	0.22106649980269769	9.40251218899899E-5	9.402512188999E-5	-73586.09729880081	0.0	-21626.59820522214
1200000	-91247.36626129848	-20717.65068950886	-70529.71557178961	110.61744519598456	1914.9743348040154	3975.0242813583955	6.24524	1.547175516112343	1.817729811306222	1.7222027063658851	3.060542331467565	3.478484754529153	3.515900298638735	3.437579227056507	4.016584104382325	4.602437258544609	5.502134292994836	5.795499459499545	5.466611083080384	5.307457738862981	5.774012824752836	6.6636160093006795	7.400118094126947	8.375955822603537	8.694166078035739	8.826026827853704	8.883345617837348	8.33586032714134	7.62179197739685	5.996911057732104	1.833	17.34017829988307	0.32202205925389804	0.20749295677090107	0.2445565127003383	0.22592847127486262	9.88593175028788E-5	9.88593175028785E-5	-70529.71557178961	0.0	-20705.598234989884
1400000	-88739.58840498404	-20152.44971041524	-68587.1386945688	89.8498297712151	1935.7419502287848	3605.7465776883805	6.24524	1.5089476355556177	1.3918634486641583	1.7626081383731371	2.721729532112745	3.21827836552988	3.4102824802694913	3.0958018870350203	3.7954226090565344	4.579421642995758	5.626174073874867	5.9478549519163995	4.917430992510675	4.876106793932149	6.0350047804127005	6.944681178785076	7.194994968686369	7.7127233153929575	8.037383506631462	8.060279653502672	8.167686043850903	7.649329598042316	7.113008543225032	5.806603726985948	1.833	17.205309172036266	0.3213960397525387	0.21259040901646986	0.24698473963914122	0.2190288115918503	1.0388539962968117E-4	1.038853996296813E-4	-68587.1386945688	0.0	-20140.414304716156
1600000	-86293.20938847572	-19377.707256414877	-66915.50213206084	68.59203054254108	1956.9997494574588	3249.280368413623	6.24524	1.1139142042253163	1.2115036326790785	1.5346617629481076	2.5719491784163635	3.2828675334789055	3.248325441123105	3.1565409774342084	3.422668403837367	4.253483343164272	5.289685663739393	5.669994427864626	4.832045873164866	4.767530694284806	6.195830006551314	6.9209740690551245	6.933261670019429	7.874795349401576	8.629363473728887	8.459211991543413	8.623221895483908	7.691985539103304	6.806672086949034	5.624455834020701	1.833	15.752639142715672	0.32534359724774375	0.20725869141532863	0.24358071706702625	0.22381699426990137	1.1072840001007999E-4	1.1072840001008029E-4	-66915.50213206084	0.0	-19365.861741667904
1800000	-84694.29725222634	-18777.977610117206	-65916.31964210914	54.319364665103336	1971.2724153348966	2825.2703663906796	6.24524	1.4071078485849637	1.303212963330152	1.332494430644096	2.423621567283901	3.022304639417356	3.0467366197865173	3.534404015480449	2.8531799428659337	4.115112420990239	4.90775427069595	5.593644379369018	4.612719412822687	4.600004805175053	5.863636196798628	6.554752142497968	6.7388236436847215	7.615094462791383	8.056831999612497	8.213511279064829	7.906606141242061	7.894641046202395	6.86205728523482	5.461742284759696	1.833	16.023323315786346	0.3236026406433917	0.2022492805364897	0.24782978844243958	0.22631829037767903	1.2333189727856784E-4	1.233318972785677E-4	-65916.31964210914	0.0	-18766.09580666954
