item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
skygrid.logPopSize16       2.154819 0.009598 0.594778 2.14864  0.978341 3.28304  182315.4 3840.046 2.064051
skygrid.logPopSize17       2.424257 0.009692 0.565184 2.41448  1.31236  3.51632  205883.2 3400.470 2.353834
skygrid.logPopSize18       2.697371 0.009719 0.50678  2.69303  1.68913  3.68214  257514.7 2718.679 2.647831
skygrid.logPopSize19       2.951812 0.007968 0.403483 2.94013  2.17505  3.75889  273003.8 2564.432 2.923968
skygrid.logPopSize20       2.706182 0.013448 0.40598  2.70079  1.93387  3.5202   768210.9 911.3381 2.674966
skygrid.logPopSize21       1.807287 0.026439 0.536065 1.82577  0.740405 2.82814  1702954. 411.1089 NaN     
skygrid.logPopSize22       1.032674 0.018629 0.491294 1.01047  0.05284  1.94832  1006603. 695.5072 NaN     
skygrid.logPopSize23       0.679537 0.012204 0.431667 0.673185 -0.13542 1.53379  559556.0 1251.170 NaN     
skygrid.logPopSize24       0.533923 0.008396 0.435632 0.526755 -0.29497 1.39684  260081.9 2691.844 NaN     
skygrid.logPopSize25       0.486215 0.007811 0.458784 0.484042 -0.39947 1.38859  202944.0 3449.719 NaN     
skygrid.logPopSize26       0.485199 0.007485 0.487745 0.465709 -0.49684 1.40413  164870.8 4246.354 NaN     
skygrid.logPopSize27       0.506945 0.008424 0.513593 0.48754  -0.46588 1.54042  188367.8 3716.663 NaN     
skygrid.logPopSize28       0.499663 0.009357 0.542449 0.478306 -0.51134 1.61329  208308.3 3360.882 NaN     
skygrid.logPopSize29       0.474869 0.010446 0.579089 0.465223 -0.65642 1.58397  227819.2 3073.050 NaN     
skygrid.logPopSize30       0.491619 0.011438 0.600843 0.479012 -0.65427 1.6617   253708.0 2759.471 NaN     
skygrid.logPopSize31       0.576187 0.012688 0.642728 0.557601 -0.63980 1.84265  272842.3 2565.950 NaN     
skygrid.logPopSize32       0.69608  0.013649 0.678705 0.680809 -0.52920 2.1005   283159.1 2472.460 NaN     
skygrid.logPopSize33       0.844909 0.015399 0.697209 0.838273 -0.54289 2.15289  341537.9 2049.845 NaN     
skygrid.logPopSize34       1.020989 0.016533 0.713377 0.990738 -0.32724 2.44498  376037.6 1861.781 NaN     
skygrid.logPopSize35       1.221458 0.016497 0.718587 1.1982   -0.20302 2.58962  368979.9 1897.393 NaN     
skygrid.logPopSize36       1.445526 0.015047 0.706029 1.42404  0.027375 2.79369  318000.3 2201.570 NaN     
skygrid.logPopSize37       1.697242 0.014863 0.667602 1.69532  0.356987 2.9576   347007.4 2017.535 NaN     
skygrid.logPopSize38       1.946761 0.013448 0.602341 1.93521  0.756137 3.0897   348986.8 2006.092 NaN     
skygrid.logPopSize39       2.181725 0.011454 0.501622 2.17498  1.22522  3.17074  365021.5 1917.968 2.121722
skygrid.logPopSize40       2.132537 0.012576 0.452296 2.11988  1.2253   2.99177  541220.5 1293.557 2.082719
skygrid.logPopSize41       1.43157  0.019553 0.570014 1.42981  0.344604 2.54622  823803.1 849.8389 NaN     
skygrid.logPopSize42       0.667434 0.017624 0.583743 0.643896 -0.37909 1.87409  638169.3 1097.044 NaN     
skygrid.logPopSize43       0.286451 0.01147  0.493123 0.269951 -0.71156 1.24693  378786.0 1848.272 NaN     
skygrid.logPopSize44       0.235492 0.008799 0.486416 0.228418 -0.68758 1.19434  229101.3 3055.853 NaN     
skygrid.logPopSize45       0.320904 0.010031 0.538528 0.311471 -0.74633 1.36252  242926.2 2881.944 NaN     
skygrid.logPopSize46       0.400007 0.012396 0.586249 0.396181 -0.70950 1.57935  313035.6 2236.486 NaN     
skygrid.logPopSize47       0.45067  0.014864 0.636866 0.45224  -0.79902 1.73258  381348.9 1835.851 NaN     
skygrid.logPopSize48       0.450478 0.017132 0.674042 0.462215 -0.85980 1.78326  452286.1 1547.913 NaN     
skygrid.logPopSize49       0.40833  0.021127 0.703318 0.420472 -1.01132 1.71605  631719.8 1108.244 NaN     
skygrid.logPopSize50       0.311434 0.023849 0.729699 0.342408 -1.15142 1.76051  747872.5 936.1220 NaN     
skygrid.cutOff             5        0        0        5        5        5        NaN      NaN      5       
kappa                      11.31431 0.019223 1.608414 11.1789  8.39024  14.5657  100000   7001     11.20308
frequencies1               0.339695 0.000137 0.010337 0.339804 0.31994  0.360401 123703.7 5659.488 0.339537
frequencies2               0.193561 0.000112 0.008715 0.193484 0.177606 0.21159  114977.3 6089.027 0.193365
frequencies3               0.223285 0.000113 0.008969 0.223215 0.205582 0.240463 111954.1 6253.455 0.223105
frequencies4               0.24346  0.000113 0.009319 0.243464 0.224972 0.261273 102267.0 6845.799 0.243281
clock.rate                 0.00347  1.83E-5  0.000393 0.003455 0.00272  0.004241 1518168. 461.1478 0.003447
meanRate                   0.00347  1.83E-5  0.000393 0.003455 0.00272  0.004241 1518168. 461.1478 0.003447
treeLikelihood_really_logG -7466.12 2.129015 45.26113 -7464.65 -7554.72 -7379.84 1549055. 451.9529 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
skygrid                    -393.745 1.09482  21.88545 -393.914 -437.075 -352.489 1752000. 399.6003 NaN     
