item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    393.8214 0.089267 1.870421 394      391      397      1594639. 439.0332 393.8170
posterior_for_Delphy       -8461.27 3.119604 63.98085 -8460.73 -8582.22 -8336.43 1664405. 420.6307 NaN     
prior_for_Delphy           -995.143 1.094928 21.88866 -995.236 -1038.56 -953.804 1751832. 399.6386 NaN     
likelihood_really_logG     -7466.12 2.129015 45.26113 -7464.65 -7554.72 -7379.84 1549055. 451.9529 NaN     
rootHeight                 6.181594 0.0294   0.701831 6.08348  4.98177  7.53034  1228566. 569.8511 6.143392
age(root)                  1997.800 0.02939  0.701532 1997.9   1996.38  1998.93  1228775. 569.7541 1997.800
treeLength                 67.54824 0.356406 6.900723 66.992   55.2867  81.2537  1867502. 374.8856 67.19995
skygrid.isloglinear        0        0        0        0        0        0        NaN      NaN      NaN     
skygrid.precision          5.09935  NaN      NaN      5.09935  5.09935  5.09935  100000   7001     5.09935 
skygrid.logPopSize1        1.619698 0.008777 0.490669 1.59257  0.652986 2.56699  223994.9 3125.516 NaN     
skygrid.logPopSize2        1.501292 0.01053  0.412022 1.48381  0.735704 2.32678  457294.5 1530.960 1.44036 
skygrid.logPopSize3        1.08761  0.011628 0.429591 1.08204  0.245205 1.9303   512973.7 1364.787 NaN     
skygrid.logPopSize4        0.704345 0.011698 0.454042 0.703023 -0.19578 1.57484  464722.8 1506.489 NaN     
skygrid.logPopSize5        0.430113 0.010351 0.456062 0.432134 -0.46775 1.32872  360675.1 1941.081 NaN     
skygrid.logPopSize6        0.369988 0.007317 0.459799 0.363897 -0.47145 1.34085  177274.9 3949.233 NaN     
skygrid.logPopSize7        0.546672 0.006297 0.440021 0.536516 -0.27725 1.42705  143362.6 4883.420 NaN     
skygrid.logPopSize8        0.931687 0.006269 0.424533 0.913556 0.144272 1.81771  152649.3 4586.328 NaN     
skygrid.logPopSize9        1.272874 0.006655 0.42954  1.25755  0.411798 2.09067  168077.4 4165.341 NaN     
skygrid.logPopSize10       1.382361 0.009255 0.459265 1.36944  0.489501 2.29331  284280.9 2462.704 NaN     
skygrid.logPopSize11       1.334286 0.009411 0.48874  1.32617  0.430008 2.34798  259562.1 2697.234 NaN     
skygrid.logPopSize12       1.345545 0.008221 0.498668 1.32835  0.37223  2.31408  190300.1 3678.925 NaN     
skygrid.logPopSize13       1.464672 0.008454 0.519542 1.45099  0.467111 2.45699  185379.7 3776.572 NaN     
skygrid.logPopSize14       1.648322 0.008687 0.551994 1.63853  0.602943 2.71552  173402.5 4037.425 NaN     
skygrid.logPopSize15       1.884186 0.009318 0.583991 1.87111  0.774144 3.04066  178237.0 3927.915 NaN     
