# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola_dudas.fasta <DASH-DASH>v0-steps 10000000000 <DASH-DASH>v0-out-log-file delphy_outputs_b/ebola_dudas_delphy.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_b/ebola_dudas_delphy.trees <DASH-DASH>v0-tree-every 10000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_b/ebola_dudas_delphy.dphy <DASH-DASH>v0-delphy-snapshot-every 10000000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-prior-double-half-time 0.5 <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 25 <DASH-DASH>v0-skygrid-cutoff 2
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
4352000000	2784	-74973.2	-9186.68	-65786.5	1.71893	2014.09	135.804	0	12.4882	-0.584372	-0.434962	0.200547	0.374634	0.55709	0.19885	1.09951	1.34533	1.4035	1.47638	2.32918	2.52813	2.7092	2.4513	1.67695	0.984038	0.272552	-0.637303	-0.486923	-1.12038	-1.05156	-1.14972	-1.30776	-1.00843	-1.14635	2	10.1287	0.307693	0.22768	0.200633	0.263993	0.00111949	0.00111949	-65786.5	0.0	-3935.28	
4354000000	2786	-74897.6	-9115.53	-65782.1	1.78257	2014.03	134.429	0	12.4882	-0.264275	-0.424161	-0.352043	-0.0106846	0.0599481	0.305357	0.726588	1.33427	1.13812	1.44438	2.28957	2.42028	2.87496	2.51958	1.62644	1.40437	-0.0554528	-0.674499	-1.17882	-0.907362	-1.4234	-1.27432	-1.42881	-1.78233	-1.45633	2	9.64615	0.31139	0.224095	0.199757	0.264758	0.00110232	0.00110232	-65782.1	0.0	-3864.22	
4356000000	2785	-74916.9	-9115.51	-65801.4	1.76408	2014.05	135.754	0	12.4882	-1.1672	-0.627974	0.0357167	0.000770211	0.134576	0.198352	0.751292	1.30868	1.40769	1.64594	2.29248	2.39213	2.93844	2.61671	1.54503	1.42846	0.185419	-0.71951	-1.07285	-1.49854	-1.77901	-1.69289	-1.40346	-1.94463	-1.69357	2	10.7737	0.309267	0.224068	0.201356	0.265309	0.00111157	0.00111157	-65801.4	0.0	-3864	
4358000000	2785	-74760.7	-9051.53	-65709.1	1.71324	2014.1	131.274	0	12.4882	-1.03316	-0.784528	-0.403105	-0.134213	0.0878207	0.134531	0.447338	1.3007	1.44354	1.52956	2.12309	2.43548	2.87893	2.27321	1.58155	1.00749	0.244142	-0.656874	-0.839834	-0.982071	-1.3862	-1.49124	-0.947143	-1.08542	-1.08795	2	9.72386	0.312708	0.217541	0.201661	0.268091	0.0011554	0.0011554	-65709.1	0.0	-3800.21	
4360000000	2784	-74805.9	-9077.41	-65728.5	1.77763	2014.03	132.795	0	12.4882	-1.09728	-0.709892	-0.151246	0.0762351	0.307224	0.364633	0.833322	1.29295	1.22298	1.5943	2.43863	2.52171	2.60901	2.41313	1.37667	1.02041	0.207074	-0.612617	-0.761001	-0.651811	-1.03853	-0.871307	-1.02424	-0.733318	-0.220545	2	10.1803	0.304629	0.221706	0.206246	0.26742	0.00111942	0.00111942	-65728.5	0.0	-3826.01	
4362000000	2784	-74867.3	-9100.34	-65766.9	1.77454	2014.04	134.56	0	12.4882	-0.984675	-0.882599	-0.492901	-0.304455	0.104743	0.439741	0.755673	1.59174	1.24946	1.58904	2.40531	2.50246	2.63345	2.68754	1.41511	1.02793	0.176866	-0.693687	-0.853119	-0.909249	-1.18046	-1.3304	-1.36674	-1.08372	-1.16732	2	9.48806	0.309637	0.219329	0.203396	0.267639	0.00114669	0.00114669	-65766.9	0.0	-3849.07	
4364000000	2786	-74904.5	-9118.59	-65785.9	1.84094	2013.97	134.188	0	12.4882	-0.730541	-0.535053	-0.289993	-0.27436	-0.0294501	0.170787	0.722179	1.21621	1.20472	1.572	2.2953	2.42963	2.59185	2.41162	1.77228	1.01997	0.31132	-0.521773	-0.425114	-0.66247	-0.693133	-0.804687	-0.380866	-0.407216	-0.412133	2	11.3923	0.315055	0.220507	0.200912	0.263525	0.00109052	0.00109052	-65785.9	0.0	-3866.98	
4366000000	2785	-75066.4	-9199.59	-65866.9	1.82543	2013.98	138.836	0	12.4882	-0.872249	-1.053	-0.397664	0.069187	0.349595	0.342784	0.851649	1.6323	1.28497	1.72842	2.38476	2.49096	2.80542	2.53792	1.70339	1.02627	0.0888357	-0.945899	-0.899476	-0.881165	-1.14157	-1.29588	-1.29954	-1.28513	-0.804579	2	9.80655	0.303689	0.225696	0.203997	0.266618	0.00109026	0.00109026	-65866.9	0.0	-3948.25	
4368000000	2784	-75096	-9231.3	-65864.7	1.72803	2014.08	139.487	0	12.4882	-0.921359	-0.639983	-0.423789	0.0828775	0.0484502	0.399383	1.21048	1.43948	1.29705	1.81884	2.4194	2.36388	2.74117	2.56534	1.86738	1.35723	0.0209527	-0.792286	-0.754081	-0.779637	-1.17638	-1.1746	-0.775343	-0.618667	-0.584809	2	10.31	0.307903	0.225378	0.201363	0.265356	0.00107835	0.00107835	-65864.7	0.0	-3979.87	
4370000000	2787	-74932.3	-9128.53	-65803.8	1.82033	2013.99	134.614	0	12.4882	-1.28438	-1.03201	-0.556179	-0.062544	0.0590705	0.391316	1.52025	1.4995	1.38999	1.50027	2.38355	2.51845	2.56081	2.55897	1.51122	1.22163	0.0611791	-0.83083	-0.745495	-0.645453	-0.370926	-0.374519	-0.117423	-0.364238	-0.159828	2	10.9958	0.313259	0.221868	0.199839	0.265034	0.00111448	0.00111448	-65803.8	0.0	-3876.98	
4372000000	2784	-74858.1	-9094.76	-65763.4	1.82089	2013.99	134.725	0	12.4882	-1.29016	-0.998815	-0.342644	-0.262787	0.0784728	0.454469	0.891189	1.0821	1.15417	1.32999	2.2092	2.40727	2.69731	2.42021	1.68083	0.974322	0.17411	-0.775795	-0.742883	-0.890406	-0.898477	-0.76643	-0.485612	-0.509576	-0.0918333	2	10.2441	0.312598	0.221091	0.200474	0.265837	0.00112709	0.00112709	-65763.4	0.0	-3843.34	
4374000000	2784	-74808.7	-9074.58	-65734.1	1.84217	2013.97	133.314	0	12.4882	-0.959781	-0.781782	-0.493777	-0.277934	-0.130678	0.400798	0.789628	1.38611	1.25328	1.53489	2.08759	2.4597	2.63594	2.54091	1.56545	0.845102	0.103034	-0.59996	-0.609081	-1.01129	-1.07732	-0.774413	-0.554228	-0.232443	0.693078	2	10.5283	0.311083	0.219956	0.198886	0.270075	0.00110962	0.00110962	-65734.1	0.0	-3823.11	
4376000000	2785	-75018.1	-9181	-65837.1	1.86212	2013.95	137.616	0	12.4882	0.00693957	-0.0322765	0.0430306	0.501026	0.21252	0.399021	0.870991	1.33208	1.25418	1.47354	2.35301	2.44801	2.74687	2.5268	1.57733	0.896415	0.293969	-0.622913	-1.12004	-0.654585	-0.918271	-1.29358	-1.21895	-1.32093	-1.33107	2	10.3739	0.310434	0.219801	0.204185	0.26558	0.0010633	0.0010633	-65837.1	0.0	-3929.56	
4378000000	2788	-74935.2	-9120.46	-65814.8	1.70256	2014.11	134.392	0	12.4882	-0.243208	-0.161995	-0.170899	-0.0396515	0.365968	0.463789	0.973596	1.54745	1.28042	1.66447	2.3674	2.3179	2.53973	2.56781	1.6715	1.2501	0.197467	-0.635587	-0.639926	-0.937167	-1.32873	-1.04405	-1.09025	-0.569471	-0.793885	2	9.27755	0.316757	0.223523	0.198682	0.261038	0.00112041	0.00112041	-65814.8	0.0	-3869.23	
4380000000	2786	-74970.6	-9153.3	-65817.3	1.85031	2013.96	135.828	0	12.4882	-0.4139	-0.576942	-0.0401957	0.223163	0.37536	0.465472	0.59559	1.29256	1.38818	1.54879	2.39074	2.40933	2.72368	2.5476	1.62063	0.980102	0.402706	-1.00067	-0.817968	-1.10449	-1.41272	-1.47143	-1.29057	-1.30535	-0.992007	2	9.91436	0.311746	0.220467	0.203583	0.264204	0.00103857	0.00103857	-65817.3	0.0	-3901.94	
4382000000	2784	-74864.8	-9100.02	-65764.8	1.76957	2014.04	134.599	0	12.4882	-0.686277	-0.630219	-0.228468	-0.167249	0.0114396	0.173283	0.814368	1.54377	0.840094	1.49376	2.47109	2.41554	2.70819	2.51051	1.59449	1.11391	0.271237	-0.952042	-0.804007	-1.08137	-1.69622	-1.91821	-1.81983	-1.51783	-1.70711	2	11.0961	0.316924	0.219878	0.197477	0.265721	0.0010939	0.0010939	-65764.8	0.0	-3848.45	
4384000000	2781	-74987.3	-9179.22	-65808.1	1.71856	2014.09	138.864	0	12.4882	-0.828293	-0.501785	0.0841198	-0.00390632	0.124705	0.628101	0.800557	1.12629	1.1826	1.4927	2.36394	2.78813	2.70542	2.59478	1.61832	1.5678	0.290748	-0.810638	-0.878472	-0.794949	-1.06019	-1.28037	-0.833979	-0.506607	-0.13606	2	10.8951	0.307398	0.222809	0.201205	0.268588	0.00105832	0.00105832	-65808.1	0.0	-3927.69	
4386000000	2782	-74769.5	-9076.22	-65693.2	1.71678	2014.09	132.488	0	12.4882	-1.41716	-0.424776	-0.551033	0.185697	0.0733665	0.27136	0.935771	1.51394	1.15829	1.56552	2.23637	2.60288	2.85122	2.28038	1.53545	1.18303	0.121397	-0.878149	-1.0188	-1.13296	-1.55441	-1.52474	-1.60408	-1.47176	-1.32483	2	11.5611	0.306348	0.221606	0.204426	0.267619	0.00111678	0.00111678	-65693.2	0.0	-3824.57	
4388000000	2784	-74697.9	-9031.73	-65666.2	1.71788	2014.09	130.237	0	12.4882	-1.38795	-0.667087	-0.271576	0.156964	0.331973	0.213345	0.918909	1.36721	1.15319	1.73462	2.16152	2.31181	2.53261	2.36371	1.30393	1.29182	0.10402	-0.866558	-1.07429	-0.844817	-1.0527	-1.00417	-1.10188	-1.20179	-0.662263	2	10.8051	0.31211	0.220239	0.202467	0.265184	0.00113271	0.00113271	-65666.2	0.0	-3780.21	
4390000000	2783	-74692.3	-9030.84	-65661.4	1.75677	2014.05	130.515	0	12.4882	-0.567071	-0.640812	-0.222983	-0.0200546	0.290078	0.701664	1.08136	1.10338	1.07904	1.58862	2.37603	2.36236	2.70011	2.4859	1.3547	1.12711	0.159539	-0.783702	-0.856388	-1.13009	-0.946313	-1.04391	-0.757452	-1.12944	-0.951471	2	10.4903	0.306587	0.221215	0.204695	0.267503	0.00110941	0.00110941	-65661.4	0.0	-3779.38	
4392000000	2786	-74818.2	-9054.3	-65763.9	1.74353	2014.07	133.445	0	12.4882	-0.987475	-0.559712	-0.299245	-0.231339	0.0647812	0.274779	0.721241	1.04077	1.08761	1.6027	2.42263	2.158	2.50833	2.77982	1.56543	1.10866	0.0559911	-0.933359	-0.765486	-1.10509	-1.94377	-1.93734	-2.01802	-1.93616	-1.82477	2	10.7201	0.311472	0.218858	0.204875	0.264795	0.00112381	0.00112381	-65763.9	0.0	-3802.8	
4394000000	2786	-74960.2	-9146.67	-65813.6	1.73071	2014.08	135.605	0	12.4882	-1.40806	-0.833716	-0.50643	-0.252438	0.246202	0.0717119	0.877254	1.25252	1.43412	1.55519	2.12227	2.5745	2.70473	2.36451	1.80898	1.16279	0.165757	-0.765987	-0.55471	-1.15316	-1.5651	-1.32113	-1.76145	-1.58639	-1.55301	2	9.58617	0.31001	0.225951	0.19657	0.267468	0.00110243	0.00110243	-65813.6	0.0	-3895.37	
4396000000	2787	-74754.5	-9002.84	-65751.7	1.7646	2014.04	131.978	0	12.4882	-0.538951	-0.153142	0.0745652	0.224563	0.173464	0.466074	0.83457	1.39164	1.32994	1.68366	2.11718	2.41426	2.61577	2.64555	1.26867	1.05702	-0.0617996	-1.03325	-0.986232	-0.822509	-1.02386	-1.06277	-1.10077	-0.917396	-1.60847	2	10.0398	0.312724	0.217863	0.205225	0.264189	0.00117991	0.00117991	-65751.7	0.0	-3751.46	
4398000000	2786	-74742.8	-9020.22	-65722.6	1.8152	2013.99	131.265	0	12.4882	-0.536492	-0.208863	-0.462464	-0.116146	0.329943	0.419604	0.687296	1.14979	1.28832	1.53149	2.36983	2.54097	2.60335	2.37613	1.396	1.12356	-0.180675	-0.634586	-0.788512	-0.891049	-1.14931	-1.16327	-1.17581	-1.05145	-0.79411	2	10.0186	0.315038	0.22576	0.19776	0.261443	0.00110368	0.00110368	-65722.6	0.0	-3768.84	
4400000000	2786	-74808.1	-9042.08	-65766	1.8032	2014.01	133.518	0	12.4882	-1.07699	-0.791934	-0.0262481	-0.120224	0.138823	0.201924	0.829487	1.44773	1.1961	1.62878	2.56345	2.66037	2.70765	2.47601	1.48253	1.08447	-0.159974	-0.780886	-0.203445	-0.509833	-0.368121	-0.961051	-1.04213	-1.07589	-1.04018	2	10.3398	0.309222	0.22345	0.200543	0.266784	0.00110315	0.00110315	-65766	0.0	-3790.64	
4402000000	2784	-74931.5	-9151.56	-65779.9	1.81262	2014	135.1	0	12.4882	-0.834312	-0.562649	-0.338452	-0.0809535	0.110782	0.583018	0.784573	1.72655	1.309	1.55645	2.25065	2.61289	2.68986	2.32452	1.55924	1.40582	0.118525	-0.920621	-0.874089	-0.347483	-0.509663	-0.125132	0.261826	0.445012	0.679597	2	9.14663	0.31328	0.214282	0.205463	0.266975	0.00113353	0.00113353	-65779.9	0.0	-3900.35	
4404000000	2783	-74860.7	-9113.49	-65747.2	1.79273	2014.02	134.333	0	12.4882	-0.238601	-0.603907	-0.441484	-0.0678102	0.184241	0.531073	0.790174	1.33082	1.23489	1.63933	2.12781	2.6633	2.95185	2.36464	1.45134	0.987927	0.0519148	-0.719333	-0.750872	-0.638057	-1.1977	-1.32783	-1.02111	-1.09157	-1.12583	2	10.6544	0.309663	0.218649	0.204079	0.267608	0.00110255	0.00110255	-65747.2	0.0	-3862	
4406000000	2782	-75016.9	-9205.25	-65811.6	1.77581	2014.03	137.957	0	12.4882	-0.725176	-0.619164	0.0279085	-0.256986	0.185689	0.378916	1.01369	1.35092	1.33865	1.74116	2.45001	2.54448	2.58509	2.65194	1.54429	1.16272	0.0670423	-0.835634	-0.471471	-1.06325	-0.965782	-1.00419	-0.967726	-0.598363	-1.28499	2	9.94893	0.311736	0.225762	0.192137	0.270365	0.00107629	0.00107629	-65811.6	0.0	-3953.88	
4408000000	2783	-74800.4	-9090.73	-65709.7	1.73322	2014.08	132.594	0	12.4882	-0.47069	0.0116507	-0.270323	-0.202033	-0.00225752	0.306447	0.780401	1.31921	1.09843	1.79143	2.17793	2.33268	2.5736	2.50739	1.5573	1.02072	0.0602992	-0.930624	-0.901927	-1.25753	-1.19212	-1.22417	-1.05989	-0.848781	-0.468197	2	9.71164	0.307784	0.222332	0.205216	0.264669	0.00113703	0.00113703	-65709.7	0.0	-3839.41	
4410000000	2787	-74771.9	-9041.35	-65730.5	1.71847	2014.09	131.126	0	12.4882	-1.55961	-0.854367	-0.633841	-0.436397	-0.0723455	0.39341	1.05708	1.35825	1.14746	1.46482	2.24103	2.38663	2.63645	2.42726	1.66267	1.05551	0.363414	-0.717825	-1.07629	-1.3248	-1.76866	-1.75077	-1.66023	-1.68938	-1.98141	2	9.807	0.313711	0.222669	0.197452	0.266168	0.00111111	0.00111111	-65730.5	0.0	-3790.01	
4412000000	2782	-74825.1	-9105.37	-65719.7	1.892	2013.92	133.69	0	12.4882	-0.0270638	-0.0643139	-0.220977	-0.0463207	0.147762	0.654274	1.07763	1.25588	1.27773	1.45169	2.30084	2.58435	2.75625	2.3171	1.61386	1.10589	-0.000101821	-0.844211	-0.612384	-0.683301	-0.893959	-1.00894	-1.11515	-0.618877	-0.424694	2	10.6704	0.307423	0.222865	0.202697	0.267016	0.0010961	0.0010961	-65719.7	0.0	-3853.88	
4414000000	2782	-74943.7	-9157.57	-65786.2	1.89088	2013.92	136.858	0	12.4882	-0.309973	-0.56509	-0.182889	0.0104337	0.233561	0.403515	0.668733	1.15103	1.34028	1.42948	2.27756	2.56009	3.0455	2.52652	1.57761	1.14897	0.206186	-0.865575	-0.686999	-0.849086	-0.922781	-0.934641	-0.782195	-0.461594	-0.764738	2	9.87913	0.311356	0.220583	0.200368	0.267694	0.0010542	0.0010542	-65786.2	0.0	-3906.22	
4416000000	2785	-75133.7	-9250.12	-65883.5	1.80869	2014	139.744	0	12.4882	-0.281427	-0.219397	-0.112821	0.231844	0.242386	0.456185	1.14227	1.14187	1.36885	1.5878	2.49998	2.51708	2.93024	2.58174	1.58063	1.49365	0.511338	-0.480857	-0.738923	-0.634382	-0.559	-1.28706	-0.980226	-0.572018	-0.406343	2	10.5466	0.313327	0.221725	0.196763	0.268184	0.00107955	0.00107955	-65883.5	0.0	-3998.65	
4418000000	2787	-74879.8	-9092.86	-65787	1.84024	2013.97	133.756	0	12.4882	0.0790182	-0.118042	0.0383176	-0.0968065	0.269005	0.362085	0.648223	1.07722	1.07984	1.90078	2.15469	2.37783	2.70788	2.65279	1.50151	1.18747	0.14448	-0.476163	-0.848435	-0.526315	-1.21795	-1.63764	-1.88042	-2.0332	-1.82083	2	10.816	0.308166	0.222339	0.203231	0.266264	0.00115245	0.00115245	-65787	0.0	-3841.34	
4420000000	2789	-74885.4	-9094.09	-65791.3	1.75242	2014.06	132.871	0	12.4882	-0.405643	-0.46286	-0.317692	-0.0591087	0.3909	0.125043	0.442588	1.05526	1.32977	1.52659	2.3941	2.37694	2.64607	2.54577	1.49938	1.07367	0.452868	-0.760652	-0.664089	-1.07686	-1.5131	-1.66086	-1.56792	-1.57128	-1.66441	2	9.7321	0.313691	0.219058	0.202157	0.265094	0.00110798	0.00110798	-65791.3	0.0	-3842.76	
4422000000	2784	-74884.2	-9111.48	-65772.8	1.74639	2014.06	135	0	12.4882	-0.38632	-0.161935	-0.0213454	0.00973053	0.249502	0.548766	1.17689	1.33918	1.21213	1.49988	2.31646	2.47108	2.64425	2.45962	1.44597	1.2007	-0.0217923	-0.739737	-0.903665	-1.42338	-1.59416	-1.84221	-2.02651	-2.09403	-1.90635	2	10.4921	0.313587	0.221401	0.200313	0.2647	0.00111157	0.00111157	-65772.8	0.0	-3860.02	
4424000000	2786	-74810.6	-9041.48	-65769.2	1.80375	2014.01	133.383	0	12.4882	-0.0662971	-0.103097	-0.088065	-0.134383	-0.0132359	0.451132	0.733213	1.19862	1.10156	1.61899	2.33376	2.38204	2.61041	2.71134	1.52088	1.12196	-0.232426	-0.951949	-0.939454	-0.817743	-1.32941	-1.47322	-1.75016	-2.05128	-2.32071	2	9.16072	0.31045	0.218719	0.199402	0.271429	0.00113059	0.00113059	-65769.2	0.0	-3790.26	
4426000000	2787	-75110.4	-9191.63	-65918.7	1.92885	2013.88	140.113	0	12.4882	-0.734828	-0.723084	-0.495274	0.098842	0.349123	0.239514	0.610488	1.40655	1.39785	1.61832	2.38716	2.62855	2.87069	2.7997	1.54942	0.97551	0.227996	-0.910934	-0.806487	-0.892889	-0.927178	-0.498875	-0.717494	-0.617882	-0.565444	2	10.5153	0.311687	0.222565	0.198476	0.267272	0.00103248	0.00103248	-65918.7	0.0	-3940.17	
4428000000	2785	-74964.1	-9138.54	-65825.5	1.77015	2014.04	136.766	0	12.4882	-0.673321	-0.0638346	-0.119106	0.00852751	0.26325	0.340555	0.8193	1.17976	1.37858	1.4741	2.3152	2.53633	2.76122	2.69543	1.73949	1.13761	0.166744	-0.908178	-0.918061	-0.99117	-1.49953	-1.38475	-1.40532	-1.38911	-1.40861	2	10.2612	0.309123	0.219438	0.203826	0.267614	0.00111621	0.00111621	-65825.5	0.0	-3887.12	
4430000000	2785	-75003.5	-9152.31	-65851.2	1.87141	2013.94	137.67	0	12.4882	-1.35287	-0.981354	-0.24831	0.000680088	-0.0136381	0.0870784	0.861857	1.49512	1.20761	1.55371	2.42809	2.48284	2.92533	2.52771	1.65806	1.14388	0.277548	-0.460248	-0.691595	-0.495652	-0.548635	-1.03849	-0.945065	-1.13115	-1.26978	2	10.9618	0.312778	0.22009	0.200426	0.266706	0.00113214	0.00113214	-65851.2	0.0	-3900.77	
4432000000	2784	-75034.5	-9195.35	-65839.1	1.88077	2013.93	138.031	0	12.4882	-0.778104	-0.929489	-0.577883	0.0310436	0.457274	0.284337	0.833103	1.28284	1.31619	1.53822	2.25456	2.65341	2.68919	2.6276	1.55403	1.20475	0.182054	-0.636278	-0.642635	-0.912958	-1.22916	-1.25621	-1.4451	-1.17801	-1.22862	2	10.3583	0.315285	0.220977	0.196638	0.2671	0.00108402	0.00108402	-65839.1	0.0	-3943.91	
4434000000	2785	-74895.9	-9102.85	-65793.1	1.85819	2013.95	135.264	0	12.4882	-0.123034	-0.358616	-0.0883147	0.0157851	0.0993584	0.433033	0.578204	1.551	1.109	1.56747	2.35188	2.46568	2.63657	2.72098	1.4041	1.13918	0.100214	-0.4739	-0.660797	-0.554598	-1.07088	-0.974399	-0.829225	-1.20408	-1.24254	2	10.2014	0.31132	0.220566	0.202574	0.265539	0.00108577	0.00108577	-65793.1	0.0	-3851.44	
4436000000	2786	-74978.5	-9149.5	-65829	1.80886	2014	136.271	0	12.4882	-0.341332	-0.0683035	-0.205619	0.117526	0.190635	0.48061	0.674592	1.31352	1.25934	1.70865	2.27534	2.37464	2.96497	2.56299	1.5109	0.840446	-0.140648	-0.695852	-0.965935	-0.856627	-0.951628	-0.968049	-0.726059	-0.17399	0.0116936	2	9.07819	0.311951	0.224455	0.199108	0.264487	0.00107565	0.00107565	-65829	0.0	-3898.3	
4438000000	2786	-74852.8	-9076.9	-65775.9	1.73441	2014.07	133.766	0	12.4882	-0.275088	-0.302936	-0.365996	-0.0729838	0.212851	0.30442	0.679997	1.36538	1.32783	1.38135	2.31401	2.47349	2.77248	2.4331	1.43215	1.06892	-0.182043	-0.492761	-0.679778	-1.05179	-1.40731	-1.07179	-0.729328	-0.336481	-0.226628	2	9.69515	0.315163	0.219637	0.199649	0.265551	0.00113341	0.00113341	-65775.9	0.0	-3825.59	
4440000000	2783	-74812.3	-9077.71	-65734.6	1.7928	2014.02	133.79	0	12.4882	-0.399691	-0.0928628	-0.0703453	0.0585133	0.368921	0.304543	0.486381	1.1275	1.09028	1.57736	2.20786	2.38915	2.82773	2.59125	1.23372	1.05273	-0.176801	-0.826509	-0.864762	-0.784192	-1.02578	-1.57664	-1.95008	-2.26384	-1.58254	2	10.0104	0.312231	0.220214	0.19868	0.268875	0.00110772	0.00110772	-65734.6	0.0	-3826.33	
4442000000	2786	-74621.1	-8952.7	-65668.4	1.81846	2013.99	128.291	0	12.4882	-1.57609	-0.7827	-0.635496	-0.374557	0.0525048	0.243177	0.510396	1.11139	1.34585	1.57437	2.61578	2.43809	2.46749	2.53064	1.48849	0.974891	-0.0315031	-0.915992	-0.867191	-1.31544	-1.51904	-1.96151	-1.79269	-1.05399	-1.08439	2	10.5146	0.315779	0.223837	0.201259	0.259124	0.00120814	0.00120814	-65668.4	0.0	-3701.24	
4444000000	2789	-74740.6	-8990.06	-65750.5	1.78278	2014.03	130.693	0	12.4882	-1.32289	-0.91418	-0.351395	-0.252307	0.290093	0.445727	1.07677	1.24487	0.973923	1.54787	2.46581	2.37449	2.58275	2.46186	1.34287	0.694675	0.135937	-1.22728	-0.742757	-0.85488	-1.09098	-1.4542	-1.00074	-1.21349	-1.54145	2	10.8559	0.312757	0.219974	0.199731	0.267537	0.00112894	0.00112894	-65750.5	0.0	-3738.53	
4446000000	2787	-74765	-9024.64	-65740.3	1.77018	2014.04	131.339	0	12.4882	-0.40796	-0.0519911	0.102624	0.139982	-0.140931	0.0659403	0.983056	1.4569	1.23269	1.39395	2.25984	2.4717	2.78773	2.57782	1.5365	0.890758	0.147691	-1.01036	-1.04235	-1.15042	-1.31214	-1.45663	-2.09994	-1.79035	-1.68233	2	9.87613	0.314487	0.222678	0.195412	0.267423	0.00111936	0.00111936	-65740.3	0.0	-3773.29	
4448000000	2785	-74908.6	-9121.73	-65786.9	1.79071	2014.02	134.919	0	12.4882	-0.729197	-0.484296	-0.217713	-0.320368	0.315288	0.54317	0.625371	1.35036	1.0927	1.44172	2.48378	2.65132	2.82702	2.43059	1.53938	1.1604	0.157244	-1.09259	-0.807703	-0.843095	-1.08353	-1.21237	-1.02804	-0.78103	-0.671042	2	10.5708	0.312294	0.224183	0.200796	0.262728	0.00111358	0.00111358	-65786.9	0.0	-3870.25	
4450000000	2785	-74738.2	-9043.43	-65694.8	1.84193	2013.97	130.477	0	12.4882	-0.887022	-0.824256	-0.662301	-0.101929	0.374528	0.240982	0.649689	1.49345	1.19407	1.58669	2.46909	2.54682	2.68591	2.39309	1.12217	1.00717	0.226499	-0.878531	-1.13549	-0.983906	-0.695951	-1.00928	-0.452733	-0.449069	-0.742656	2	10.2683	0.312579	0.21604	0.201644	0.269738	0.00117118	0.00117118	-65694.8	0.0	-3792.01	
4452000000	2788	-74801	-9044.87	-65756.1	1.72299	2014.09	131.478	0	12.4882	-1.12599	-0.84644	-0.574653	-0.154578	0.139803	0.579108	0.808675	1.33334	1.16573	1.56283	2.34814	2.28134	2.68551	2.59544	1.49786	0.804501	0.278926	-1.01578	-1.13444	-0.980879	-0.791255	-1.13309	-1.13902	-1.57886	-2.15145	2	10.799	0.311607	0.218135	0.205616	0.264642	0.00111025	0.00111025	-65756.1	0.0	-3793.35	
4454000000	2787	-74828.3	-9068.86	-65759.4	1.70542	2014.1	132.286	0	12.4882	-0.894126	-0.394914	-0.193489	-0.323169	0.146235	0.258541	0.523888	1.16859	1.38869	1.79348	2.30357	2.39935	2.69992	2.45144	1.48127	1.09949	0.479661	-0.614906	-0.60988	-1.14536	-1.84326	-2.02451	-2.34631	-2.30797	-2.36849	2	10.1826	0.309837	0.218936	0.201241	0.269986	0.00116596	0.00116596	-65759.4	0.0	-3817.45	
4456000000	2786	-74793.8	-9053.14	-65740.6	1.80493	2014.01	132.061	0	12.4882	-0.632343	-0.500702	-0.416214	-0.182575	-0.00575986	0.194684	0.590107	1.27163	1.18906	1.63533	2.47093	2.48806	2.72598	2.30449	1.50309	0.932251	0.186923	-0.609471	-0.980267	-1.23795	-1.68076	-1.75321	-1.57764	-0.797533	-1.00176	2	9.81093	0.309126	0.221854	0.201058	0.267962	0.00109278	0.00109278	-65740.6	0.0	-3801.8	
4458000000	2786	-74810.4	-9075.89	-65734.5	1.68837	2014.12	131.785	0	12.4882	-1.29221	-0.7183	-0.46113	-0.0533889	0.260942	0.584754	0.770183	1.26494	1.17633	1.5357	2.33034	2.43757	2.64653	2.44734	1.39714	0.923579	0.0533893	-0.974326	-0.966381	-1.36383	-1.83046	-1.91793	-2.35726	-2.78612	-2.71818	2	10.6601	0.315118	0.217329	0.204161	0.263392	0.00113431	0.00113431	-65734.5	0.0	-3824.4	
