# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/h5n1-andersen-e756a15-ALL_full_dates_only.fasta <DASH-DASH>v0-steps 20000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.log <DASH-DASH>v0-log-every 2000000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.trees <DASH-DASH>v0-tree-every 20000000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_a/h5n1-andersen-e756a15-ALL_full_dates_only_alpha_a.dphy <DASH-DASH>v0-delphy-snapshot-every 20000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-target-coal-prior-cells 1000 <DASH-DASH>v0-pop-model skygrid <DASH-DASH>v0-skygrid-prior-double-half-time 0.25 <DASH-DASH>v0-skygrid-type staircase <DASH-DASH>v0-skygrid-disable-low-pop-barrier <DASH-DASH>v0-skygrid-num-parameters 23 <DASH-DASH>v0-skygrid-cutoff 1.833
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	skygrid.isloglinear	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	skygrid	
4268000000	4363	-106166	-34557	-71608.7	1.6277	2023.96	101.134	0	6.24524	-1.15406	-0.968888	-0.512911	-0.143597	-0.437028	-0.343792	0.49632	0.818872	1.04654	0.589595	0.0424748	-1.12164	0.09272	0.405473	0.34523	0.2745	0.420934	-0.126283	-0.586811	-1.1004	-1.52925	-0.924491	-1.4536	1.833	17.9538	0.331223	0.206099	0.241966	0.220712	0.518842	0.00322607	0.00322607	-71608.7	0.0	-3934.22	
4270000000	4359	-105098	-33682.3	-71415.8	1.66775	2023.93	98.9249	0	6.24524	-1.27329	-0.977626	-0.62141	-0.236831	-0.556846	0.195412	0.791373	0.619771	0.992247	0.607348	-0.208695	-1.21453	-0.232856	0.454187	0.334095	0.0485943	0.228334	-0.341468	-1.56922	-2.21947	-1.78096	-2.10728	-2.5663	1.833	16.2024	0.326356	0.207792	0.242545	0.223306	0.499214	0.00331285	0.00331285	-71415.8	0.0	-3810.97	
4272000000	4360	-105620	-34179.2	-71440.8	1.70455	2023.89	97.766	0	6.24524	-0.9803	-1.07152	-0.497265	-0.2522	-0.47074	0.0835106	0.570667	0.639313	0.879362	0.671577	-0.215228	-1.13371	-0.136399	0.494817	0.325098	0.0516408	0.17189	-0.366732	-1.16694	-1.14893	-1.61052	-2.40919	-2.26834	1.833	16.2694	0.330556	0.204078	0.242451	0.222916	0.522288	0.00346325	0.00346325	-71440.8	0.0	-3731.38	
4274000000	4362	-105655	-34119.9	-71535.5	1.65053	2023.94	99.9141	0	6.24524	-1.16261	-1.04828	-0.648427	-0.38315	-0.479342	-0.353805	0.492934	0.710674	1.00067	0.703292	0.0299696	-0.940744	0.04346	0.289833	0.337408	0.318672	0.206442	-0.405521	-1.28	-2.12352	-1.74977	-2.17472	-2.09822	1.833	16.7794	0.325902	0.198477	0.249351	0.226271	0.530053	0.00326628	0.00326628	-71535.5	0.0	-3860.4	
4276000000	4361	-105567	-34064.5	-71502.7	1.58878	2024.01	101.827	0	6.24524	-1.24077	-0.90397	-0.502355	-0.148742	-0.630427	-0.0108027	0.640022	0.991765	0.949536	0.744984	-0.107055	-1.08603	0.0848718	0.422989	0.322979	0.325396	0.109798	-0.607542	-1.18553	-1.38985	-1.79049	-1.70662	-1.46153	1.833	17.4311	0.330363	0.201716	0.244616	0.223305	0.508538	0.0032832	0.0032832	-71502.7	0.0	-4008.48	
4278000000	4363	-105547	-34034.3	-71512.8	1.64136	2023.95	99.7285	0	6.24524	-0.97682	-1.18216	-0.738906	-0.163501	-0.645	-0.176085	0.664624	0.627329	1.0175	0.621559	-0.0374821	-1.07646	0.152095	0.509236	0.291581	0.336181	0.198713	-0.550915	-1.22777	-1.6541	-1.46616	-1.69343	-2.51415	1.833	16.6322	0.325819	0.201974	0.246252	0.225955	0.502649	0.00328598	0.00328598	-71512.8	0.0	-3865.08	
4280000000	4366	-105699	-34177.2	-71521.3	1.55808	2024.04	99.1877	0	6.24524	-0.957643	-1.07261	-0.721755	-0.177305	-0.4031	0.016213	0.510317	0.810333	1.04394	0.439258	-0.0514178	-0.874759	0.0155783	0.36706	0.267686	0.314449	0.127703	-0.748065	-2.37174	-1.97127	-1.82005	-1.368	-1.44192	1.833	16.8861	0.331326	0.205129	0.242502	0.221043	0.516616	0.0033548	0.0033548	-71521.3	0.0	-3898.54	
4282000000	4370	-106071	-34460.2	-71610.7	1.61094	2023.98	101.041	0	6.24524	-0.95578	-0.891733	-0.732378	-0.467004	-0.439606	0.127855	0.426105	0.82258	0.802312	0.722927	-0.0395844	-0.818659	0.267798	0.486723	0.339547	0.334883	0.128699	-0.473936	-0.591062	-1.31768	-1.36181	-0.813263	-1.18887	1.833	16.9703	0.331929	0.20456	0.2425	0.22101	0.517797	0.00316968	0.00316968	-71610.7	0.0	-3974.93	
4284000000	4371	-105979	-34362	-71616.9	1.56412	2024.03	100.276	0	6.24524	-0.930578	-1.11512	-0.475051	-0.202001	-0.661724	-0.0473238	0.504298	0.675288	0.816066	0.814374	-0.035306	-0.961311	0.143062	0.548245	0.428115	0.218934	-0.0389769	-0.471721	-1.56024	-1.10571	-1.61864	-1.09126	0.11429	1.833	15.5953	0.327972	0.202719	0.247502	0.221807	0.523798	0.00338864	0.00338864	-71616.9	0.0	-3927.98	
4286000000	4370	-105443	-33830.4	-71612.8	1.60096	2023.99	101.089	0	6.24524	-0.906849	-0.768362	-0.420646	-0.224609	-0.57793	-0.0756485	0.497952	0.791715	0.832614	0.74812	-0.0933818	-0.797138	0.0501975	0.568119	0.47026	0.249588	-0.00453644	-0.416329	-1.06911	-1.87585	-2.07405	-1.75823	-1.17868	1.833	16.2067	0.326715	0.203241	0.245468	0.224575	0.499312	0.00323357	0.00323357	-71612.8	0.0	-4002.4	
4288000000	4371	-106017	-34361	-71655.8	1.65861	2023.93	101.248	0	6.24524	-0.991424	-0.855997	-0.424387	-0.273631	-0.46774	0.0406929	0.557674	1.22396	0.868538	0.654896	-0.0356565	-0.893889	0.122087	0.523949	0.247717	0.262476	0.136017	-0.426844	-1.43389	-2.34083	-1.75108	-1.47934	-1.58266	1.833	17.4299	0.328628	0.198454	0.246734	0.226184	0.515297	0.00332162	0.00332162	-71655.8	0.0	-4015.14	
4290000000	4372	-106315	-34593.8	-71720.9	1.64203	2023.95	101.985	0	6.24524	-1.00353	-0.781465	-0.500837	-0.399055	-0.55641	-0.259476	0.814003	0.972155	0.965087	0.653535	-0.239061	-0.896193	-0.0306826	0.66333	0.301289	0.298275	0.20167	-0.0798154	-1.31698	-0.269456	-0.562262	-0.862275	-0.790254	1.833	17.0638	0.328391	0.202444	0.251456	0.21771	0.534478	0.00325802	0.00325802	-71720.9	0.0	-4014.62	
4292000000	4373	-106890	-35096.1	-71794.3	1.62993	2023.96	101.955	0	6.24524	-1.08968	-0.911891	-0.488676	-0.260673	-0.540604	-0.0642646	0.706746	0.635381	1.00166	0.720093	-0.163131	-0.757232	0.190859	0.643199	0.125203	0.392617	0.270318	-0.368492	-1.59605	-1.26854	-0.469647	-0.551508	-0.207771	1.833	17.761	0.332093	0.20184	0.24364	0.222427	0.563772	0.00322989	0.00322989	-71794.3	0.0	-4036.43	
4294000000	4372	-106463	-34686.7	-71776.8	1.66439	2023.93	103.088	0	6.24524	-0.964381	-1.00807	-0.444919	-0.127629	-0.705781	0.0171384	0.567491	0.775243	0.974585	0.78991	0.011414	-0.82873	0.239479	0.49405	0.449763	0.244675	0.315205	-0.233974	-1.6773	-1.88261	-2.18189	-2.65514	-2.60817	1.833	18.0354	0.322922	0.206835	0.247676	0.222568	0.514436	0.00328916	0.00328916	-71776.8	0.0	-4106.6	
4296000000	4371	-105750	-34142	-71607.8	1.57469	2024.02	101.276	0	6.24524	-0.981975	-0.996753	-0.37852	-0.397167	-0.657582	-0.168433	0.620619	0.915989	0.938559	0.747515	-0.0376336	-0.9737	0.276666	0.553663	0.31846	0.374722	0.342018	-0.690218	-1.58194	-1.99783	-2.39352	-2.09036	-1.58646	1.833	17.7611	0.326421	0.202383	0.244933	0.226263	0.493556	0.00333922	0.00333922	-71607.8	0.0	-3995.33	
4298000000	4374	-104553	-32961.3	-71591.2	1.61618	2023.98	100.504	0	6.24524	-0.977807	-1.35481	-0.318889	-0.21139	-0.406823	-0.0307643	0.599303	0.973929	0.814074	0.746951	0.0152463	-1.15062	0.0759398	0.70744	0.449041	0.413763	0.342277	-0.530075	-1.5821	-2.03697	-2.91486	-2.69821	-2.71235	1.833	17.7949	0.327955	0.204441	0.243419	0.224186	0.4808	0.00338749	0.00338749	-71591.2	0.0	-3924.93	
4300000000	4376	-105231	-33649.3	-71581.6	1.5893	2024	101.919	0	6.24524	-0.869024	-1.02294	-0.38697	-0.184427	-0.54334	0.0328538	0.621854	0.531532	0.835508	0.723948	0.109325	-0.929665	0.331515	0.641865	0.411381	0.280721	0.141783	-0.496431	-1.82432	-2.09272	-2.45195	-2.72815	-2.90397	1.833	17.3624	0.324888	0.204093	0.243238	0.227781	0.492737	0.00327207	0.00327207	-71581.6	0.0	-4040.68	
4302000000	4371	-104833	-33317.1	-71516.2	1.59899	2023.99	99.9334	0	6.24524	-1.06763	-1.18691	-0.424891	-0.138356	-0.610393	-0.232873	0.61793	0.74651	0.91244	0.845265	-0.0185518	-1.17927	0.0149058	0.707723	0.434223	0.167006	0.162029	-0.318881	-1.6882	-1.7755	-1.78561	-1.93764	-1.61055	1.833	17.2955	0.329045	0.202631	0.242523	0.2258	0.46414	0.00332938	0.00332938	-71516.2	0.0	-3869.41	
4304000000	4370	-105369	-33863.1	-71506.2	1.58854	2024.01	100.255	0	6.24524	-0.953791	-1.15811	-0.727179	-0.315119	-0.406443	0.0251135	0.656646	0.969552	0.937428	0.784538	-0.0911425	-1.03836	0.0699845	0.577736	0.450846	0.236013	0.169947	-0.366108	-2.15894	-1.47788	-1.26503	-1.17497	-0.597052	1.833	17.0251	0.325315	0.205945	0.248329	0.220411	0.484339	0.00332994	0.00332994	-71506.2	0.0	-3888.18	
4306000000	4367	-105692	-34091.3	-71600.6	1.56346	2024.03	101.33	0	6.24524	-1.01179	-0.944938	-0.391633	-0.234682	-0.521477	0.120084	0.608758	0.908423	0.992852	0.659268	-0.00985555	-0.743975	0.22195	0.302063	0.471823	0.456501	0.0958136	-0.408801	-1.3446	-1.20897	-2.2189	-2.06375	-1.69914	1.833	16.2015	0.328131	0.206203	0.243754	0.221911	0.485533	0.00316192	0.00316192	-71600.6	0.0	-3988.11	
4308000000	4366	-105952	-34394.5	-71557.7	1.58597	2024.01	100.517	0	6.24524	-0.746271	-0.925146	-0.493365	-0.111737	-0.413973	-0.261762	0.529209	0.697824	0.963957	0.602874	0.117041	-0.929043	0.293234	0.483385	0.289549	0.261601	0.100071	-0.192089	-1.02832	-1.24525	-1.17184	-1.02333	-1.38284	1.833	16.1054	0.321582	0.199048	0.250619	0.228751	0.512036	0.00319895	0.00319895	-71557.7	0.0	-3922.14	
4310000000	4368	-105710	-34184.4	-71526	1.58659	2024.01	100.895	0	6.24524	-0.955202	-0.988513	-0.644448	-0.0506831	-0.487031	-0.0176238	0.640517	0.931302	0.903737	0.715608	0.0468742	-0.998784	0.250042	0.426087	0.315019	0.221326	0.140439	-0.396207	-1.66611	-1.38791	-1.07574	-0.592025	0.0788555	1.833	16.6181	0.328515	0.204735	0.241149	0.225602	0.508208	0.00323941	0.00323941	-71526	0.0	-3959.28	
4312000000	4363	-105709	-34214.8	-71494.3	1.63181	2023.96	100.526	0	6.24524	-0.913441	-0.772276	-0.581602	-0.024705	-0.423047	-0.15744	0.535229	0.617905	0.79183	0.741288	0.208978	-1.04568	-0.075629	0.595725	0.438746	0.206519	0.0245726	-0.39031	-1.25169	-1.33022	-1.16067	-0.71362	-1.14962	1.833	17.5729	0.328988	0.20204	0.244647	0.224325	0.519601	0.00337029	0.00337029	-71494.3	0.0	-3967.08	
4314000000	4364	-105614	-34105.8	-71507.7	1.59001	2024	100.874	0	6.24524	-0.93999	-0.973348	-0.688237	-0.155865	-0.424275	-0.235874	0.703507	0.897031	0.830432	0.740016	0.019374	-0.991545	0.21875	0.644842	0.556541	0.245517	0.183822	-0.487072	-1.55592	-1.52319	-1.77433	-1.65808	-2.02039	1.833	15.8857	0.332715	0.208036	0.243635	0.215614	0.504244	0.00329545	0.00329545	-71507.7	0.0	-3946.31	
4316000000	4366	-105097	-33644.2	-71452.6	1.69711	2023.9	99.3056	0	6.24524	-1.053	-1.02618	-0.542957	-0.322376	-0.568051	-0.41148	0.424793	0.769257	1.02445	0.630454	-0.0186904	-1.00837	0.138882	0.600798	0.398879	0.147539	-0.0390767	-0.498603	-1.72315	-1.8349	-1.96068	-2.31986	-2.69585	1.833	17.6065	0.326674	0.202299	0.246055	0.224972	0.474946	0.00325617	0.00325617	-71452.6	0.0	-3847	
4318000000	4368	-106049	-34433.7	-71615.3	1.60177	2023.99	99.8672	0	6.24524	-1.25328	-1.06409	-0.388528	-0.270832	-0.464295	-0.432586	0.507032	0.842251	0.96331	0.654758	-0.134966	-1.0153	-0.0358546	0.601151	0.455737	0.162276	0.0789199	-0.550576	-1.39747	-1.44448	-0.634411	-0.893665	-1.24879	1.833	17.6274	0.329268	0.203054	0.25067	0.217009	0.520263	0.00328073	0.00328073	-71615.3	0.0	-3904.16	
4320000000	4366	-106014	-34474.9	-71539.1	1.58774	2024.01	98.9004	0	6.24524	-1.09158	-0.960184	-0.675977	-0.365643	-0.509397	-0.0945191	0.560228	0.767313	0.933523	0.63535	-0.0564883	-1.08183	0.130233	0.624951	0.427078	-0.0892606	-0.0442256	-0.565952	-0.634734	-1.07648	-0.643294	-0.550353	-1.12609	1.833	16.9658	0.32271	0.205827	0.244124	0.227339	0.53997	0.0032795	0.0032795	-71539.1	0.0	-3840.03	
4322000000	4365	-105149	-33715.9	-71433.3	1.68052	2023.91	99.816	0	6.24524	-1.02851	-0.938846	-0.880408	-0.0988122	-0.897454	0.0529366	0.516726	0.866003	0.922327	0.698623	0.161354	-1.02889	0.0963723	0.46832	0.197889	0.274958	0.368216	-0.488795	-0.69294	-0.869205	-1.01359	-1.47103	-1.85043	1.833	16.8108	0.324571	0.203532	0.248873	0.223025	0.474933	0.00334042	0.00334042	-71433.3	0.0	-3906.82	
4324000000	4370	-105314	-33686.9	-71626.9	1.63718	2023.96	101.432	0	6.24524	-1.08052	-1.20046	-0.657377	-0.21635	-0.598095	-0.181827	0.298703	0.551015	0.994416	0.726634	-0.00549324	-0.915359	0.0549558	0.420293	0.170385	0.359261	0.358346	-0.529974	-1.429	-1.13663	-1.30968	-0.891819	-0.598724	1.833	16.3113	0.327399	0.199913	0.248403	0.224284	0.503118	0.00338211	0.00338211	-71626.9	0.0	-3986.66	
4326000000	4367	-105719	-34113.1	-71606.4	1.60456	2023.99	103.386	0	6.24524	-0.887949	-1.07208	-0.49646	-0.131416	-0.71266	0.0772825	0.706569	0.93457	1.06893	0.624264	-0.10751	-1.00751	0.240576	0.543005	0.451443	0.254841	0.348531	-0.683891	-1.45199	-2.60276	-2.1181	-2.20453	-2.40139	1.833	17.3194	0.330284	0.200421	0.245837	0.223458	0.501865	0.00319225	0.00319225	-71606.4	0.0	-4096.55	
4328000000	4369	-106606	-34837.2	-71769.2	1.64173	2023.95	103.184	0	6.24524	-0.953805	-1.02139	-0.494295	-0.139193	-0.771735	-0.0806651	0.54529	0.841218	1.0132	0.69352	-0.082346	-0.989206	0.337221	0.614663	0.593465	0.403452	0.213388	-0.219834	-1.50143	-2.57938	-2.24959	-2.28443	-2.17098	1.833	17.6353	0.325705	0.207249	0.245127	0.221919	0.530774	0.00312414	0.00312414	-71769.2	0.0	-4062.68	
4330000000	4367	-106895	-35104.2	-71791.2	1.59694	2024	102.034	0	6.24524	-1.12374	-1.30647	-0.38797	-0.153971	-0.585615	-0.0470635	0.444569	0.936404	0.928352	0.696851	0.0926029	-1.02254	-0.0402317	0.628942	0.397779	0.232135	0.20944	-0.170083	-1.92157	-2.14172	-2.06572	-1.94468	-2.41326	1.833	16.4895	0.323627	0.207307	0.247328	0.221739	0.575811	0.0033528	0.0033528	-71791.2	0.0	-4028.25	
4332000000	4367	-106118	-34566.6	-71551.8	1.58398	2024.01	100.314	0	6.24524	-0.984518	-0.942664	-0.556242	-0.18877	-0.704841	0.0981468	0.693335	0.614607	0.863217	0.632961	-0.0342408	-0.786296	0.201978	0.422788	0.35002	0.312017	0.121805	-0.41357	-1.1141	-1.48345	-1.97722	-1.9373	-1.34347	1.833	18.0517	0.325488	0.201724	0.249037	0.223752	0.523498	0.00324922	0.00324922	-71551.8	0.0	-3923.76	
4334000000	4366	-105635	-34005.4	-71629.5	1.57799	2024.02	101.309	0	6.24524	-1.06231	-0.896193	-0.429658	-0.230381	-0.627739	-0.0290868	0.482253	0.649192	0.93198	0.669919	-0.0903291	-0.737544	0.100961	0.717711	0.388532	0.354175	0.0560367	-0.483189	-1.63239	-1.5814	-0.901772	-0.900573	-1.04015	1.833	15.3106	0.323747	0.204203	0.251208	0.220842	0.515301	0.00332556	0.00332556	-71629.5	0.0	-3981.62	
4336000000	4370	-106144	-34499.5	-71644.7	1.57915	2024.01	101.773	0	6.24524	-1.07367	-0.918488	-0.453	-0.24311	-0.67039	0.146538	0.759587	0.647767	0.93485	0.640098	-0.0782807	-0.66392	0.241484	0.684324	0.364656	0.291688	0.0140346	-0.563796	-1.75483	-1.75747	-1.70399	-0.979204	-0.798746	1.833	17.0556	0.32828	0.20031	0.24719	0.22422	0.528873	0.00327188	0.00327188	-71644.7	0.0	-4055.37	
4338000000	4369	-106109	-34418.8	-71690.1	1.56607	2024.03	102.011	0	6.24524	-0.955953	-0.958319	-0.284751	-0.275801	-0.334954	0.135606	0.900602	0.9178	0.923642	0.75089	0.064057	-0.893618	0.0384118	0.640805	0.41617	0.254142	0.0300862	-0.509183	-1.12125	-0.70269	-0.628975	-0.753952	-0.389645	1.833	16.3206	0.330085	0.204306	0.244244	0.221364	0.522261	0.003151	0.003151	-71690.1	0.0	-4049.38	
4340000000	4367	-105520	-33936.7	-71583.7	1.55076	2024.04	99.8819	0	6.24524	-0.899025	-0.885792	-0.349831	-0.117943	-0.583406	-0.281603	0.527358	0.78792	0.978294	0.634038	-0.000146083	-0.813412	0.138062	0.618366	0.264711	0.0903719	0.0066633	-0.558156	-0.751595	-1.02121	-1.53215	-1.42514	-1.646	1.833	16.4715	0.334305	0.203102	0.245354	0.21724	0.512736	0.00337076	0.00337076	-71583.7	0.0	-3955.66	
4342000000	4371	-105582	-33957	-71624.7	1.58143	2024.01	100.515	0	6.24524	-0.901552	-0.941497	-0.659544	-0.338912	-0.559681	-0.0060298	0.654394	0.855824	1.00146	0.597351	-0.000870932	-1.03945	0.106741	0.584917	0.474083	0.190056	0.149995	-0.47272	-1.38657	-1.87918	-2.82484	-2.47384	-3.40467	1.833	17.2328	0.32774	0.208956	0.244834	0.21847	0.494936	0.00335549	0.00335549	-71624.7	0.0	-3956.46	
4344000000	4368	-106146	-34548.3	-71597.6	1.63011	2023.96	100.744	0	6.24524	-1.15873	-1.18243	-0.623661	-0.225038	-0.313864	-0.133864	0.577269	1.00141	1.00117	0.646178	0.00950724	-1.13659	-0.0945418	0.536246	0.423556	0.192623	0.216321	-0.767719	-1.53946	-2.67824	-3.23083	-3.46638	-3.66598	1.833	16.3054	0.333674	0.20754	0.245754	0.213032	0.51023	0.00310067	0.00310067	-71597.6	0.0	-3925.03	
4346000000	4365	-106445	-34888.1	-71556.8	1.61859	2023.98	99.9147	0	6.24524	-0.991721	-0.893366	-0.277154	-0.346558	-0.32953	-0.277711	0.580588	0.727717	0.951148	0.624415	0.0020907	-1.0972	0.0182903	0.671958	0.392575	0.219534	0.154102	-0.569758	-2.43411	-3.82673	-3.48469	-3.52483	-3.56151	1.833	16.1047	0.318682	0.202257	0.251353	0.227708	0.555449	0.00320873	0.00320873	-71556.8	0.0	-3889.38	
4348000000	4365	-105953	-34420.4	-71533	1.58309	2024.01	99.1132	0	6.24524	-0.98565	-0.724956	-0.601204	-0.342304	-0.48728	-0.075911	0.522525	0.743507	1.0391	0.556738	-0.0669017	-0.924129	0.00268044	0.620571	0.325106	0.33865	0.0858159	-0.589052	-2.08714	-3.0398	-3.86785	-3.46075	-3.64699	1.833	19.5007	0.328354	0.200326	0.24627	0.225049	0.523828	0.00322778	0.00322778	-71533	0.0	-3879.2	
4350000000	4368	-106073	-34355.5	-71717.3	1.58861	2024.01	100.198	0	6.24524	-1.14974	-1.06477	-0.509423	-0.0968526	-0.671483	-0.242022	0.46973	0.750666	0.891687	0.515928	-0.0792757	-1.07474	0.128515	0.611186	0.457028	0.212748	0.279961	-0.457721	-1.71518	-1.82499	-2.86579	-3.77327	-3.843	1.833	17.3594	0.337788	0.200377	0.241397	0.220438	0.521639	0.00327909	0.00327909	-71717.3	0.0	-3941.73	
4352000000	4370	-105690	-34051.5	-71638.3	1.58633	2024.01	99.8782	0	6.24524	-1.11403	-1.11624	-0.577496	-0.0117105	-0.652341	-0.121077	0.720798	0.806796	0.965384	0.497207	-0.103381	-1.17963	-0.198276	0.611848	0.451796	0.0322834	0.0793919	-0.549174	-1.77107	-2.27119	-2.47508	-2.31025	-2.34447	1.833	16.8581	0.326317	0.209166	0.235848	0.228669	0.530974	0.0033857	0.0033857	-71638.3	0.0	-3880.86	
4354000000	4373	-105783	-34186.1	-71596.4	1.60603	2023.99	99.9075	0	6.24524	-1.05039	-1.37514	-0.742477	-0.159654	-0.730722	-0.0925561	0.371873	0.594935	0.928981	0.629232	0.0674175	-1.17675	-0.313717	0.37479	0.394749	0.335222	0.138829	-0.506124	-1.87085	-2.14467	-2.42541	-2.83288	-2.71586	1.833	17.1536	0.323588	0.20905	0.23949	0.227872	0.514228	0.00332873	0.00332873	-71596.4	0.0	-3895.85	
4356000000	4372	-105923	-34238.9	-71683.7	1.55112	2024.04	101.531	0	6.24524	-1.08454	-1.06641	-0.413385	-0.0808965	-0.602743	-0.121554	0.611057	0.612488	0.958939	0.693668	0.0211739	-0.926989	0.108882	0.607354	0.434488	0.344496	0.242951	-0.593639	-0.975499	-1.38672	-1.22176	-1.27112	-0.269787	1.833	16.7316	0.326624	0.20608	0.248634	0.218662	0.509847	0.00322027	0.00322027	-71683.7	0.0	-4034.41	
4358000000	4368	-105621	-34083.2	-71538.2	1.64836	2023.95	99.2122	0	6.24524	-0.890885	-1.23173	-0.602393	-0.283059	-0.642981	-0.292665	0.416764	0.74755	0.91661	0.752511	-0.0498484	-0.962377	0.0850384	0.398254	0.105783	0.0483458	0.313258	-0.601628	-1.3929	-1.32547	-1.55853	-2.1172	-3.07067	1.833	16.8772	0.320726	0.210056	0.247074	0.222143	0.515249	0.0033258	0.0033258	-71538.2	0.0	-3849.5	
4360000000	4364	-105599	-34092.6	-71506.3	1.6004	2023.99	98.7697	0	6.24524	-1.08405	-0.913735	-0.29856	0.005951	-0.399347	-0.316397	0.592038	0.791336	0.820639	0.590442	0.0582545	-1.07138	0.453573	0.51972	0.342192	0.151012	0.0109046	-0.766684	-1.23164	-1.60431	-1.17314	-1.1591	-0.966324	1.833	16.0161	0.323665	0.211328	0.244028	0.220979	0.526182	0.00334166	0.00334166	-71506.3	0.0	-3844.08	
4362000000	4367	-105177	-33723.7	-71453.3	1.59871	2023.99	99.9969	0	6.24524	-1.12157	-0.94195	-0.490158	-0.116783	-0.235153	-0.211012	0.516639	0.747431	0.864983	0.657048	0.122733	-0.840846	0.349115	0.453393	0.477888	0.169929	-0.0328978	-0.425527	-1.56803	-1.3243	-1.30297	-0.974049	-1.48696	1.833	17.2211	0.321048	0.206743	0.246279	0.225931	0.482939	0.00325678	0.00325678	-71453.3	0.0	-3914.77	
4364000000	4363	-105708	-34181.6	-71526.2	1.60571	2023.99	100.328	0	6.24524	-1.23547	-1.08627	-0.596634	-0.0657369	-0.561705	-0.0642803	0.540455	0.819701	0.999537	0.5303	0.199074	-0.937486	0.163609	0.518335	0.488949	0.254329	0.148953	-0.774845	-1.58089	-1.81409	-1.99692	-2.75436	-3.49312	1.833	16.8636	0.329428	0.199731	0.245695	0.225145	0.513831	0.00337525	0.00337525	-71526.2	0.0	-3911.37	
4366000000	4365	-105247	-33820.8	-71426.6	1.57807	2024.02	100.084	0	6.24524	-1.08148	-1.0857	-0.486461	-0.237295	-0.628466	-0.221731	0.497088	0.794423	0.917402	0.627739	-0.0351463	-0.932259	0.337855	0.558538	0.414348	0.208982	0.259036	-0.972628	-2.27507	-2.13276	-1.63699	-1.4603	-1.12072	1.833	16.8253	0.324328	0.19971	0.24836	0.227601	0.497323	0.00338501	0.00338501	-71426.6	0.0	-3917.23	
4368000000	4369	-105585	-33977.5	-71607.7	1.54218	2024.05	100.697	0	6.24524	-1.06299	-0.871336	-0.537735	-0.212812	-0.597298	-0.15472	0.486372	0.89176	0.979307	0.815687	0.0828994	-0.781873	0.183553	0.61418	0.357411	0.315622	0.143892	-1.0237	-1.64268	-2.18317	-1.70793	-1.47922	-1.41595	1.833	16.5557	0.327503	0.209061	0.243007	0.220428	0.49632	0.00328626	0.00328626	-71607.7	0.0	-3978.77	
4370000000	4370	-105624	-34052.6	-71571	1.54611	2024.05	100.992	0	6.24524	-0.960933	-1.10262	-0.482701	-0.205061	-0.50752	-0.195498	0.496656	0.942831	0.947507	0.706966	-0.0265378	-0.861968	0.353467	0.477731	0.374108	0.295858	0.097693	-0.949283	-1.91373	-2.29821	-2.67828	-2.52557	-2.52238	1.833	15.8713	0.318815	0.206879	0.246345	0.227961	0.506876	0.00325739	0.00325739	-71571	0.0	-3995.74	
4372000000	4370	-106608	-34828.3	-71779.4	1.55512	2024.04	100.671	0	6.24524	-1.07814	-1.22144	-0.490725	-0.220623	-0.449601	0.134035	0.726288	1.15076	0.918822	0.723712	-0.0621387	-1.03683	-0.110895	0.334452	0.456681	0.385551	0.0750118	-0.932301	-1.7539	-2.14457	-2.39221	-2.72808	-3.3834	1.833	16.4749	0.32982	0.202996	0.242635	0.224549	0.55228	0.00322866	0.00322866	-71779.4	0.0	-3949.96	
4374000000	4366	-105285	-33862.9	-71421.8	1.66354	2023.93	99.1935	0	6.24524	-1.19323	-1.04036	-0.573358	-0.295446	-0.480863	-0.153994	0.368281	0.958592	0.909617	0.729119	0.0150469	-1.06718	0.0605924	0.46669	0.267407	0.207924	0.0306273	-0.814864	-1.0479	-1.16348	-1.66238	-1.48842	-1.68299	1.833	16.1143	0.324737	0.204911	0.248975	0.221378	0.504562	0.00323721	0.00323721	-71421.8	0.0	-3859.8	
