item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    4359.018 0.965427 4.349282 4359     4350     4367     68991211 20.29533 4359.015
posterior_for_Delphy       -105765. 7.273987 538.5710 -105785  -106795  -104688  2554166. 5482.024 NaN     
prior_for_Delphy           -34236.2 6.084902 469.2091 -34253.7 -35132.5 -33312.3 2354856. 5946.010 NaN     
likelihood_really_logG     -71529.4 2.321604 103.1347 -71528.6 -71723.4 -71320.9 7095068. 1973.483 NaN     
rootHeight                 1.608545 0.000551 0.034244 1.60534  1.54406  1.6744   3628075. 3859.346 1.608183
age(root)                  2023.984 0.000551 0.034276 2023.99  2023.92  2024.04  3616008. 3872.225 2023.984
treeLength                 101.1956 0.061081 1.51382  101.206  98.245   104.106  22795722 614.2380 101.1843
skygrid.isloglinear        0        0        0        0        0        0        NaN      NaN      NaN     
skygrid.precision          6.24524  9.45E-7  2.31E-6  6.24524  6.24524  6.24524  23357673 5.994604 6.24524 
skygrid.logPopSize1        -1.04284 0.002361 0.131096 -1.04206 -1.30368 -0.78791 4541127. 3083.375 NaN     
skygrid.logPopSize2        -1.00834 0.002271 0.140233 -1.00867 -1.26781 -0.72510 3672693. 3812.460 NaN     
skygrid.logPopSize3        -0.52768 0.001876 0.125838 -0.53101 -0.76976 -0.28130 3111541. 4500.019 NaN     
skygrid.logPopSize4        -0.16998 0.001789 0.104578 -0.17164 -0.36673 0.042392 4097988. 3416.798 NaN     
skygrid.logPopSize5        -0.58177 0.001949 0.123416 -0.58437 -0.82289 -0.33944 3492804. 4008.813 NaN     
skygrid.logPopSize6        -0.09730 0.001984 0.145826 -0.10000 -0.38060 0.184855 2590813. 5404.480 NaN     
skygrid.logPopSize7        0.596403 0.001736 0.136588 0.592785 0.330411 0.871462 2261555. 6191.314 0.579914
skygrid.logPopSize8        0.84588  0.001783 0.121306 0.843349 0.605521 1.07532  3024873. 4628.953 0.837025
skygrid.logPopSize9        0.947202 0.001517 0.070458 0.947523 0.814957 1.09045  6492070. 2156.785 0.944566
skygrid.logPopSize10       0.651372 0.003002 0.079852 0.650901 0.499418 0.811959 19787470 707.6195 0.646404
skygrid.logPopSize11       0.035771 0.003388 0.115332 0.034494 -0.17253 0.275328 12081352 1158.976 NaN     
skygrid.logPopSize12       -0.96425 0.003395 0.128547 -0.96456 -1.21567 -0.71686 9768732. 1433.348 NaN     
skygrid.logPopSize13       0.128185 0.001939 0.132912 0.125065 -0.13618 0.382649 2980138. 4698.438 NaN     
skygrid.logPopSize14       0.558442 0.002248 0.110466 0.558621 0.333543 0.764144 5796522. 2415.586 0.546938
skygrid.logPopSize15       0.408906 0.00209  0.106225 0.408019 0.201688 0.618659 5419598. 2583.586 0.393619
skygrid.logPopSize16       0.259044 0.001815 0.108496 0.25837  0.035706 0.463352 3918937. 3572.907 NaN     
skygrid.logPopSize17       0.145616 0.002556 0.117017 0.145506 -0.08741 0.372766 6680032. 2096.097 NaN     
skygrid.logPopSize18       -0.48615 0.009379 0.27156  -0.48492 -1.00246 0.05214  16701778 838.3538 NaN     
skygrid.logPopSize19       -1.37529 0.006163 0.372011 -1.38021 -2.09604 -0.64714 3842627. 3643.861 NaN     
skygrid.logPopSize20       -1.52814 0.009662 0.525677 -1.53561 -2.53094 -0.45478 4730714. 2959.806 NaN     
skygrid.logPopSize21       -1.54489 0.012819 0.657314 -1.5578  -2.83038 -0.29263 5325752. 2629.112 NaN     
skygrid.logPopSize22       -1.55089 0.015104 0.77217  -1.56215 -3.02487 -0.02660 5357085. 2613.734 NaN     
skygrid.logPopSize23       -1.53925 0.016687 0.87324  -1.54951 -3.2107  0.150289 5113290. 2738.354 NaN     
skygrid.cutOff             1.833    NaN      NaN      1.833    1.833    1.833    2000000  7001     1.833   
kappa                      16.92053 0.010215 0.839919 16.892   15.3676  18.6167  2071085. 6760.705 16.89975
frequencies1               0.326506 4.38E-5  0.003664 0.326496 0.319434 0.333849 2000000  7001     0.326486
frequencies2               0.20401  3.8E-5   0.003174 0.204068 0.198065 0.210494 2010365. 6964.902 0.203985
frequencies3               0.245987 3.91E-5  0.003268 0.246051 0.239674 0.252285 2000000  7001     0.245965
frequencies4               0.223497 3.95E-5  0.003302 0.22353  0.217172 0.23012  2000000  7001     0.223473
alpha                      0.516286 0.000313 0.024948 0.51527  0.468835 0.566146 2206382. 6346.135 0.515686
clock.rate                 0.003287 2.26E-6  8.15E-5  0.003286 0.003132 0.003451 10765990 1300.577 0.003286
meanRate                   0.003287 2.26E-6  8.15E-5  0.003286 0.003132 0.003451 10765990 1300.577 0.003286
treeLikelihood_really_logG -71529.4 2.321604 103.1347 -71528.6 -71723.4 -71320.9 7095068. 1973.483 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
skygrid                    -3978.66 3.751367 93.55308 -3980.27 -4158.12 -3792.73 22514018 621.9236 NaN     
