item                                                         mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                                                      943.1584 0.010945 0.409106 943      943      944      501103.7 1397.015 943.1584
posterior_for_Delphy                                         -235919. 1.804695 55.04371 -235918  -236029  -235815  752525.8 930.2670 NaN     
prior_for_Delphy                                             42554.66 0.373291 12.16111 42554.8  42529.8  42577.2  659595.2 1061.332 42554.66
likelihood_really_logG                                       -278474. 1.435429 43.34598 -278473  -278562  -278393  767705.5 911.8730 NaN     
rootHeight                                                   7.153821 0.006248 0.269385 7.12715  6.63937  7.66553  376613.6 1858.801 7.148814
age(root)                                                    2016.260 0.006233 0.268855 2016.29  2015.72  2016.74  376314.5 1860.279 2016.260
treeLength                                                   126.6308 0.194403 5.78582  126.35   115.041  137.519  790321.4 885.7788 126.4995
exponential.popSize                                          26.97392 0.083517 4.380576 26.6202  19.0376  35.6318  254457.1 2751.150 26.62786
exponential.growthRate                                       0.380217 0.000631 0.044218 0.379785 0.291623 0.463937 142368.4 4917.172 0.377599
kappa                                                        1        0        0        1        1        1        NaN      NaN      1       
frequencies1                                                 0.359492 9.9E-8   2.43E-7  0.359492 0.359492 0.359492 11592583 6.038775 0.359492
frequencies2                                                 0.158897 1.82E-9  2.29E-8  0.158897 0.158897 0.158897 4418236. 158.4455 0.158897
frequencies3                                                 0.159009 4.13E-8  7.05E-8  0.159009 0.159009 0.159009 23973017 2.920158 0.159009
frequencies4                                                 0.322602 NaN      NaN      0.322602 0.322602 0.322602 50000    14001    0.322602
apobec3.clock.rate                                           0.000128 2.07E-7  7.47E-6  0.000128 0.000114 0.000143 536656.0 1304.466 0.000128
non_apobec3.clock.rate                                       7.35E-6  1.26E-8  6.58E-7  7.33E-6  6.16E-6  8.7E-6   258648.3 2706.570 7.32E-6 
age(MT903338|MT903338|MPXV-M2957|Nigeria|2018)               5.287506 0.001037 0.12222  5.32442  5.04423  5.41369  50438.83 13879.18 5.286053
age(MT903339|MT903339|MPXV-M3021|Nigeria|2018)               5.296121 0.001033 0.117256 5.33284  5.05967  5.41369  54383.54 12872.46 5.294784
age(NC_063383|NC_063383|MPXV-M5312_HM12|Nigeria|2018-08)     4.795644 0.000205 0.024221 4.7979   4.75415  4.83287  50000    14001    4.795583
