item                                                         mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
age(OP413718-9000360|OP413718-9000360|9000360|UK_ex|2022-08) 0.791832 0.000204 0.024124 0.793761 0.751089 0.830134 50000    14001    0.791463
age(OP450997-PA0016|OP450997-PA0016|USA|2022-07)             0.873908 0.000207 0.024487 0.874755 0.834856 0.91506  50000    14001    0.873564
age(OP535312|OP535312|MPXV_5222|Nigeria|2018-02)             5.293811 0.00019  0.021747 5.29554  5.25726  5.32876  53519.83 13080.19 5.293767
age(OP535314|OP535314|MPXV_5220|Nigeria|2018-01)             5.359379 0.000195 0.02289  5.35446  5.32877  5.40321  50718.77 13802.57 5.35933 
age(OP535315|OP535315|MPXV_5219|Nigeria|2018-02)             5.282379 0.000185 0.021359 5.27868  5.25206  5.32145  52325.47 13378.76 5.282336
age(OP535316|OP535316|MPXV_5218|Nigeria|2018-02)             5.292304 0.00019  0.021721 5.29346  5.25698  5.32876  53403.72 13108.63 5.29226 
age(OP535319|OP535319|MPXV_5205|Nigeria|2017-12)             5.44942  0.000207 0.023891 5.44641  5.41371  5.49148  52646.26 13297.23 5.449368
age(OP535318|OP535318|MPXV_5227|Nigeria|2017-12)             5.455265 0.000217 0.024452 5.45473  5.4137   5.49401  55276.78 12664.44 5.455211
age(OP535320|OP535320|MPXV_3008|Nigeria|2017-11)             5.544172 0.000201 0.023394 5.54608  5.50434  5.58082  51841.32 13503.70 5.544122
age(OP535321|OP535321|MPXV_2979|Nigeria|2017-10)             5.613644 0.0002   0.023197 5.60952  5.58083  5.65671  52029.07 13454.97 5.613596
age(OP535322|OP535322|MPXV_2958|Nigeria|2017-10)             5.626496 0.000205 0.024313 5.62809  5.58613  5.66573  50000    14001    5.626443
age(OP535323|OP535323|MPXV_2948|Nigeria|2017-10)             5.623446 0.000206 0.024184 5.62354  5.58438  5.66484  50670.50 13815.72 5.623394
age(OP535324|OP535324|MPXV_5302|Nigeria|2018-02)             5.292084 0.000184 0.021826 5.29242  5.25641  5.32817  50000    14001    5.292039
age(OP535325|OP535325|MPXV_5316|Nigeria|2018-06)             4.959022 0.000205 0.023683 4.95943  4.91999  4.99773  52341.01 13374.78 4.958965
age(OP535326|OP535326|MPXV_5315|Nigeria|2018-06)             4.960789 0.000199 0.023603 4.96169  4.92231  4.99987  50000    14001    4.960733
age(OP535327|OP535327|MPXV_5307|Nigeria|2018-03)             5.206713 0.000206 0.024367 5.20497  5.16713  5.24703  50000    14001    5.206656
age(OP535328|OP535328|MPXV_5306|Nigeria|2018-03)             5.210965 0.000204 0.024166 5.21159  5.17222  5.25205  50000    14001    5.210909
age(OP535329|OP535329|MPXV_5305|Nigeria|2018-03)             5.210493 0.000205 0.024201 5.21102  5.17179  5.25198  50000    14001    5.210437
age(OP535330|OP535330|MPXV_5301|Nigeria|2018-02)             5.292029 0.000192 0.021857 5.29294  5.25653  5.32867  54140.22 12930.31 5.291984
age(OP535331|OP535331|MPXV_5300|Nigeria|2018-01)             5.371219 0.00021  0.024085 5.37122  5.33139  5.41151  53360.96 13119.13 5.371165
age(OP535332|OP535332|MPXV_5232|Nigeria|2018-01)             5.371471 0.000232 0.024249 5.37174  5.33107  5.41133  64061.41 10927.79 5.371417
age(OP535333|OP535333|MPXV_5231|Nigeria|2018-01)             5.362719 0.000204 0.023288 5.35897  5.32877  5.40537  53508.38 13082.99 5.362669
age(OP535334|OP535334|MPXV_5223|Nigeria|2018-02)             5.2941   0.000188 0.021735 5.29568  5.25736  5.32877  52553.69 13320.66 5.294056
age(OP535335|OP535335|MPXV_2947|Nigeria|2017-10)             5.623334 0.000204 0.024166 5.62307  5.58527  5.66531  50000    14001    5.623283
age(OP535336|OP535336|MPXV_2946|Nigeria|2017-10)             5.628135 0.000203 0.024036 5.63061  5.58652  5.66558  50000    14001    5.628083
age(OP535337|OP535337|MPXV_2945|Nigeria|2017-10)             5.625726 0.000208 0.024384 5.62677  5.58602  5.66574  51112.09 13696.36 5.625674
age(OP535338|OP535338|MPXV_2944|Nigeria|2017-10)             5.622477 0.000212 0.024417 5.62191  5.58085  5.66118  52584.81 13312.77 5.622424
age(OP535339|OP535339|MPXV_2915|Nigeria|2017-10)             5.628143 0.000201 0.023813 5.63045  5.58709  5.66575  50000    14001    5.628093
age(OP535340|OP535340|MPXV_2888|Nigeria|2017-10)             5.619429 0.000215 0.024438 5.61748  5.58083  5.66019  54406.34 12867.06 5.619376
age(OP535341|OP535341|MPXV_2886|Nigeria|2017-10)             5.629105 0.000202 0.02394  5.63195  5.58749  5.66575  50000    14001    5.629054
age(OP605572|OP605572|MPXV-30|Slovenia|2022-07)              0.879194 0.000203 0.024078 0.882267 0.8367   0.915067 50000    14001    0.878862
age(TRM283|unpub|TRM283|Nigeria|Ebonyi|2022)                 0.718776 0.002417 0.222201 0.675559 0.411061 1.14568  82850.26 8449.580 0.686742
age(TRM293|unpub|TRM293|Nigeria|Ebonyi|2022)                 0.675089 0.00245  0.214498 0.616936 0.41098  1.10059  91311.00 7666.655 0.644541
age(TRM330|unpub|TRM330|Nigeria|Ebonyi|2022)                 0.784572 0.002035 0.196232 0.785421 0.411892 1.11323  75294.97 9297.433 0.759268
age(VSP195|unpub|VSP195|Nigeria|Imo|2022)                    0.775805 0.002154 0.193082 0.764144 0.416264 1.12059  87139.62 8033.658 0.751772
age(VSP197|unpub|VSP197|Nigeria|Edo|2022)                    0.996683 0.003107 0.22464  1.02081  0.567159 1.4038   133875.5 5229.110 0.967848
age(VSP198|unpub|VSP198|Nigeria|Edo|2022)                    0.995741 0.003176 0.224286 1.02036  0.558039 1.39695  140341.8 4988.178 0.966869
age(VSP200|unpub|VSP200|Nigeria|Edo|2022)                    0.698044 0.000962 0.111112 0.704483 0.454105 0.913994 52438.29 13349.97 0.688899
treeLikelihood_really_logG                                   -278474. 1.435429 43.34598 -278473  -278562  -278393  767705.5 911.8730 NaN     
branchRates                                                  0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                                                   -568.983 0.370924 12.08960 -568.804 -594.117 -546.898 658984.0 1062.317 NaN     
