item                       mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                    55.12749 0.004748 0.362067 55       55       56       120378.7 5815.392 55.12631
posterior_for_Delphy       -32251.0 1267.989 42132.19 -43468.6 -46383.2 17698.1  634063.0 1104.069 NaN     
prior_for_Delphy           -5591.78 1267.220 42113.03 -16796.3 -19708   44315.1  633869.9 1104.406 NaN     
likelihood_really_logG     -26659.2 0.947348 28.39838 -26665   -26705.1 -26599.4 779041.2 898.6045 NaN     
rootHeight                 0.292776 0.000412 0.025757 0.286911 0.256482 0.342504 179258.1 3905.260 0.291729
age(root)                  2014.166 0.000412 0.025819 2014.17  2014.12  2014.2   177825.3 3936.727 2014.166
treeLength                 1.374143 0.00953  0.251295 1.33687  0.940962 1.86527  1006729. 695.3706 1.352693
exponential.popSize        0.110794 0.001234 0.048176 0.100898 0.036909 0.206954 459390.7 1523.866 0.101803
exponential.growthRate     5.271615 0.049002 3.670424 5.08412  -1.64091 12.5893  124775.2 5610.487 NaN     
kappa                      9.354995 0.028236 3.340998 8.77319  3.95263  15.9073  50000    14001    8.831657
frequencies1               0.319162 2.85E-5  0.003374 0.319095 0.312686 0.325853 50000    14001    0.319144
frequencies2               0.21409  2.54E-5  0.002968 0.214095 0.208254 0.21978  51198.86 13673.15 0.214069
frequencies3               0.198072 2.52E-5  0.00291  0.198047 0.192422 0.203859 52580.41 13313.89 0.19805 
frequencies4               0.268677 2.72E-5  0.003222 0.268652 0.262315 0.274997 50000    14001    0.268657
alpha                      1.177387 0.031272 1.040003 0.851017 0.021311 3.23634  632965.0 1105.985 0.793379
clock.rate                 0.002226 1.36E-5  0.000486 0.002185 0.001355 0.003204 550737.6 1271.113 0.002174
meanRate                   0.002226 1.36E-5  0.000486 0.002185 0.001355 0.003204 550737.6 1271.113 0.002174
treeLikelihood_really_logG -26659.2 0.947348 28.39838 -26665   -26705.1 -26599.4 779041.2 898.6045 NaN     
branchRates                0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                 121.9199 0.905778 25.53357 122.563  70.7609  169.191  880946.9 794.6562 119.0118
