# Produced by delphy version 1.1.4 (build 2044, commit a50e378)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha_b/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 50000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha_b/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 500000 <DASH-DASH>v0-out-delphy-file delphy_outputs_alpha_b/ebola_delphy_alpha.dphy <DASH-DASH>v0-delphy-snapshot-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity
state	numMuts	posterior_for_Delphy	prior_for_Delphy	likelihood_really_logG	rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood_really_logG	branchRates	coalescent	
295950000	55	-44157.1	-17464.3	-26692.8	0.320178	2014.14	1.52894	0.159641	6.41769	14.5958	0.322329	0.213613	0.195602	0.268456	1.97779	0.00214682	0.00214682	-26692.8	0.0	107.689	
296000000	55	-44031.2	-17345.8	-26685.4	0.319702	2014.14	1.59954	0.105476	3.2283	6.24479	0.320018	0.221012	0.19758	0.26139	1.91334	0.00197009	0.00197009	-26685.4	0.0	105.887	
296050000	55	-45936.4	-19255	-26681.5	0.285838	2014.17	1.36808	0.178246	8.73283	7.66284	0.314523	0.217546	0.203601	0.26433	1.12758	0.00241998	0.00241998	-26681.5	0.0	114.044	
296100000	55	-46133.2	-19461.5	-26671.7	0.283116	2014.18	1.50025	0.113678	5.75631	11.443	0.322297	0.216391	0.195413	0.265899	0.90066	0.0019377	0.0019377	-26671.7	0.0	95.4226	
296150000	55	-46056.1	-19389.7	-26666.3	0.27599	2014.18	1.39617	0.087357	0.619371	12.6981	0.31906	0.209655	0.198256	0.273029	0.935943	0.00167118	0.00167118	-26666.3	0.0	103.432	
296200000	55	-45619.5	-18967.6	-26651.9	0.293603	2014.16	1.47048	0.106699	4.95128	7.46468	0.316642	0.210225	0.199529	0.273604	0.812022	0.00198767	0.00198767	-26651.9	0.0	109.212	
296250000	55	-45808.6	-19135.1	-26673.5	0.28483	2014.18	1.38576	0.120011	6.57743	10.9179	0.31669	0.210524	0.200769	0.272016	0.863303	0.00240988	0.00240988	-26673.5	0.0	119.051	
296300000	55	-46065.4	-19401.6	-26663.8	0.283927	2014.18	1.25938	0.0705082	1.96495	6.88024	0.318236	0.216675	0.194761	0.270329	1.14615	0.00207024	0.00207024	-26663.8	0.0	137.225	
296350000	55	-45599.4	-18903.1	-26696.3	0.321627	2014.14	1.85923	0.14789	4.17725	17.2838	0.316827	0.212102	0.202561	0.26851	1.28386	0.00158255	0.00158255	-26696.3	0.0	86.6615	
296400000	55	-44881.4	-18189.6	-26691.8	0.371907	2014.09	1.6542	0.0728123	0.274995	8.4543	0.329081	0.210979	0.197783	0.262157	1.63297	0.00191087	0.00191087	-26691.8	0.0	122.185	
296450000	55	-45885.9	-19227.2	-26658.6	0.300676	2014.16	1.16695	0.0723514	3.41343	7.10255	0.319273	0.213622	0.196167	0.270939	0.945925	0.00234822	0.00234822	-26658.6	0.0	158.295	
296500000	55	-44369.9	-17689.5	-26680.4	0.268239	2014.19	1.21048	0.0986492	6.75538	5.24164	0.317189	0.212495	0.200043	0.270274	1.82965	0.00293443	0.00293443	-26680.4	0.0	132.672	
296550000	55	-45850.9	-19192.3	-26658.6	0.298933	2014.16	1.26807	0.0658434	1.0032	6.15502	0.317606	0.21013	0.197098	0.275167	0.895914	0.00278469	0.00278469	-26658.6	0.0	139.936	
296600000	55	-44364	-17678.7	-26685.4	0.294663	2014.16	1.42598	0.0808297	-0.202148	6.31164	0.323513	0.211261	0.196413	0.268813	1.83497	0.00180201	0.00180201	-26685.4	0.0	117.872	
296650000	55	-43394.2	-16707.5	-26686.7	0.305389	2014.15	1.57493	0.123196	-0.0717651	7.90073	0.318662	0.214841	0.199337	0.26716	2.22093	0.00218339	0.00218339	-26686.7	0.0	105.544	
296700000	55	-44085	-17407.9	-26677.2	0.296556	2014.16	1.47556	0.101051	3.8289	10.0413	0.319884	0.214242	0.195747	0.270127	1.96211	0.00212127	0.00212127	-26677.2	0.0	115.609	
296750000	55	-39990.7	-13314.5	-26676.3	0.271523	2014.19	1.22591	0.068118	2.52023	10.9488	0.324381	0.213742	0.193648	0.268229	3.48306	0.00265973	0.00265973	-26676.3	0.0	134.285	
296800000	55	-42594.1	-15913.8	-26680.4	0.305295	2014.15	1.45127	0.095229	0.370018	8.55379	0.317127	0.214871	0.199181	0.268821	2.46047	0.0018791	0.0018791	-26680.4	0.0	119.69	
296850000	55	-44837	-18148.4	-26688.6	0.307426	2014.15	1.49244	0.0852194	2.18305	13.1827	0.323547	0.213261	0.190487	0.272705	1.64477	0.00185097	0.00185097	-26688.6	0.0	122.21	
296900000	55	-45023.6	-18347.9	-26675.7	0.284706	2014.18	1.22092	0.0968294	1.95457	4.92817	0.316266	0.216588	0.200901	0.266245	1.58574	0.00250551	0.00250551	-26675.7	0.0	133.382	
296950000	55	-42783.1	-16111	-26672.1	0.267082	2014.19	1.18402	0.0966214	6.06792	4.60617	0.317216	0.217696	0.197384	0.267703	2.37873	0.00203441	0.00203441	-26672.1	0.0	138.524	
297000000	55	-42600.5	-15925.3	-26675.3	0.278414	2014.18	1.20077	0.0676225	2.56071	7.56643	0.315388	0.218005	0.197401	0.269207	2.52092	0.00216041	0.00216041	-26675.3	0.0	139.885	
297050000	55	-44433.2	-17767.5	-26665.7	0.304891	2014.15	1.1105	0.0526725	1.9702	8.24539	0.318188	0.210533	0.197581	0.273698	1.7024	0.00274947	0.00274947	-26665.7	0.0	167.519	
297100000	56	-45848.4	-19158.2	-26690.2	0.357714	2014.1	1.22608	0.0396647	-4.0083	3.1482	0.311009	0.214653	0.201505	0.272832	1.3062	0.00313678	0.00313678	-26690.2	0.0	168.931	
297150000	56	-44311.7	-17644.3	-26667.4	0.270347	2014.19	0.936578	0.0437052	2.86755	7.80471	0.320991	0.212324	0.198408	0.268277	1.8168	0.00310832	0.00310832	-26667.4	0.0	182.056	
297200000	56	-36545.6	-9867.41	-26678.2	0.309782	2014.15	1.03451	0.0412093	-0.154827	7.44242	0.317901	0.215825	0.199526	0.266748	5.44654	0.00224881	0.00224881	-26678.2	0.0	182.905	
297250000	55	-40427.7	-13758.1	-26669.6	0.285143	2014.17	1.10116	0.05613	0.169273	10.8372	0.323483	0.21428	0.195299	0.266938	3.40918	0.0032088	0.0032088	-26669.6	0.0	162.943	
297300000	55	-45458.2	-18808.7	-26649.5	0.275661	2014.18	0.949251	0.0428119	4.49457	10.9076	0.322394	0.211174	0.197193	0.269239	1.33573	0.00392401	0.00392401	-26649.5	0.0	175.176	
297350000	55	-46029.2	-19369.9	-26659.3	0.259451	2014.2	1.01719	0.0598453	0.0483008	6.7367	0.324944	0.216356	0.194698	0.264002	1.01315	0.00256056	0.00256056	-26659.3	0.0	156.308	
297400000	55	-45028	-18366	-26662	0.267379	2014.19	1.01368	0.0509415	3.23703	10.7124	0.317191	0.216478	0.194767	0.271564	1.59874	0.00302169	0.00302169	-26662	0.0	164.75	
297450000	55	-43256.8	-16583.2	-26673.6	0.277628	2014.18	1.11273	0.0672507	2.66991	7.60631	0.318021	0.213193	0.198001	0.270784	2.1736	0.0035469	0.0035469	-26673.6	0.0	147.012	
297500000	55	-43082.1	-16406.3	-26675.8	0.281253	2014.18	1.15289	0.0787971	7.56775	7.26113	0.327148	0.209651	0.195761	0.267439	2.23533	0.00255303	0.00255303	-26675.8	0.0	147.882	
297550000	55	-41850.4	-15174	-26676.4	0.281918	2014.18	1.21519	0.0432293	-1.33482	12.8464	0.314676	0.209253	0.202802	0.273269	2.71292	0.00219494	0.00219494	-26676.4	0.0	149.45	
297600000	55	-40613.1	-13924.3	-26688.8	0.331537	2014.13	1.31812	0.0674536	5.93548	5.20837	0.315211	0.214474	0.19699	0.273325	3.27949	0.00194318	0.00194318	-26688.8	0.0	125.494	
297650000	55	-40530.2	-13839.6	-26690.6	0.297663	2014.16	1.47135	0.144357	7.82646	12.7751	0.320097	0.211007	0.201943	0.266953	3.22442	0.00169274	0.00169274	-26690.6	0.0	107.349	
297700000	55	-45890.9	-19228.5	-26662.3	0.291609	2014.17	1.30843	0.0854277	2.30275	7.0135	0.320259	0.215933	0.195506	0.268302	0.961696	0.00218716	0.00218716	-26662.3	0.0	119.16	
297750000	55	-43409	-16740.4	-26668.6	0.285045	2014.17	1.44493	0.0946733	4.90548	8.89337	0.319649	0.213416	0.2004	0.266535	0.563807	0.00187761	0.00187761	-26668.6	0.0	111.95	
297800000	55	-43987.4	-17331.3	-26656.1	0.328791	2014.13	1.36928	0.0710253	0.994454	4.52466	0.318371	0.214273	0.20029	0.267066	0.601174	0.001754	0.001754	-26656.1	0.0	137.475	
297850000	55	-45339.5	-18658	-26681.4	0.36898	2014.09	1.50273	0.0875889	-2.93354	7.3763	0.315827	0.208819	0.201365	0.273989	0.777606	0.001798	0.001798	-26681.4	0.0	119.649	
297900000	56	-44639.2	-17971.2	-26667.9	0.324201	2014.13	1.21858	0.0644023	0.82997	12.8961	0.325346	0.207231	0.19498	0.272443	0.681055	0.0025056	0.0025056	-26667.9	0.0	143.816	
297950000	56	-46015.4	-19338.6	-26676.8	0.36103	2014.1	1.42948	0.0734518	-0.978502	15.984	0.317965	0.207951	0.200635	0.273448	0.882105	0.00222272	0.00222272	-26676.8	0.0	125.394	
298000000	55	-44399.7	-17710.8	-26688.9	0.313456	2014.15	1.62576	0.142622	2.95675	14.4206	0.322995	0.210153	0.199135	0.267718	1.77968	0.00193215	0.00193215	-26688.9	0.0	93.2363	
298050000	55	-46297.5	-19626.3	-26671.2	0.271739	2014.19	1.36586	0.144935	10.8373	10.46	0.320091	0.214011	0.19874	0.267158	1.08929	0.00230067	0.00230067	-26671.2	0.0	106.594	
298100000	55	-45904.6	-19234.3	-26670.3	0.313735	2014.15	1.48355	0.109854	3.14572	11.7951	0.321638	0.217072	0.195802	0.265487	0.811615	0.00158154	0.00158154	-26670.3	0.0	115.433	
298150000	55	-43616.8	-16970.5	-26646.3	0.318531	2014.14	1.37814	0.109795	2.30214	9.34715	0.320833	0.215269	0.200766	0.263132	0.60604	0.00158048	0.00158048	-26646.3	0.0	117.325	
298200000	55	-44601.1	-17940.9	-26660.1	0.273149	2014.19	1.29637	0.126338	10.5269	6.27134	0.309257	0.21234	0.204895	0.273508	0.642957	0.00260533	0.00260533	-26660.1	0.0	121.238	
298250000	55	-45754	-19090	-26664	0.26678	2014.19	1.33487	0.12078	9.61665	8.82581	0.319448	0.209038	0.198117	0.273397	0.768924	0.00221654	0.00221654	-26664	0.0	119.33	
298300000	56	-45874.5	-19195	-26679.5	0.259115	2014.2	1.30434	0.125445	9.32721	7.49374	0.321768	0.213507	0.193665	0.27106	1.08876	0.00299931	0.00299931	-26679.5	0.0	121.068	
298350000	55	-45820.2	-19132.8	-26687.4	0.326102	2014.13	1.726	0.132777	2.29728	6.71528	0.319966	0.217343	0.197872	0.264819	1.24705	0.00129288	0.00129288	-26687.4	0.0	80.4914	
298400000	55	-40583.3	-13891.7	-26691.6	0.302283	2014.16	1.60921	0.130237	6.89863	13.8468	0.316809	0.216399	0.196628	0.270163	3.31183	0.00224852	0.00224852	-26691.6	0.0	100.774	
298450000	56	-41219.8	-14519.3	-26700.5	0.274465	2014.18	1.5061	0.140555	6.06166	8.56964	0.321084	0.212998	0.199056	0.266862	3.01719	0.00192941	0.00192941	-26700.5	0.0	98.2723	
298500000	56	-42544	-15834.7	-26709.2	0.308278	2014.15	1.80762	0.148757	3.84432	9.28896	0.316841	0.216767	0.198648	0.267743	2.48865	0.00156794	0.00156794	-26709.2	0.0	77.6859	
298550000	55	-45202.3	-18500.2	-26702.1	0.353403	2014.11	2.00039	0.198144	4.6043	5.55016	0.312161	0.214888	0.201079	0.271872	1.54049	0.00204506	0.00204506	-26702.1	0.0	68.4799	
298600000	55	-41003.7	-14296.9	-26706.8	0.36445	2014.09	2.10171	0.140481	-1.10437	8.04435	0.316489	0.214711	0.198185	0.270616	3.14316	0.00138433	0.00138433	-26706.8	0.0	77.8579	
298650000	55	-41400.5	-14702.3	-26698.2	0.350451	2014.11	1.86894	0.104672	-2.35906	12.9398	0.318013	0.211245	0.196322	0.27442	2.92518	0.00146902	0.00146902	-26698.2	0.0	95.2609	
298700000	55	-42968.8	-16265	-26703.8	0.326424	2014.13	2.04172	0.205798	2.16613	7.59441	0.317586	0.211761	0.197364	0.273289	2.39733	0.00125117	0.00125117	-26703.8	0.0	75.729	
298750000	55	-43644	-16948.1	-26695.8	0.360253	2014.1	1.86927	0.0906071	-0.995856	9.39882	0.320594	0.216067	0.194624	0.268714	2.12052	0.00169055	0.00169055	-26695.8	0.0	91.995	
298800000	55	-44887.2	-18195.9	-26691.3	0.321567	2014.14	1.71447	0.117926	0.792318	7.27512	0.317804	0.211795	0.1967	0.273701	1.6229	0.00170323	0.00170323	-26691.3	0.0	95.3938	
298850000	56	-43854.6	-17164.7	-26689.9	0.297934	2014.16	1.41671	0.111272	2.1273	9.82782	0.320705	0.211892	0.200461	0.266943	1.98961	0.00189424	0.00189424	-26689.9	0.0	115.842	
298900000	55	-43807.3	-17119.9	-26687.3	0.307087	2014.15	1.41843	0.0942894	3.61261	4.78996	0.322643	0.211951	0.194629	0.270776	2.09066	0.00211596	0.00211596	-26687.3	0.0	115.879	
298950000	55	-45436.2	-18763.2	-26673	0.274118	2014.18	1.36491	0.122432	7.50417	7.15184	0.319493	0.212391	0.201351	0.266765	1.36902	0.00206126	0.00206126	-26673	0.0	114.718	
299000000	55	-46110.2	-19440.6	-26669.6	0.316574	2014.14	1.45445	0.0950325	1.44465	8.12639	0.31385	0.221406	0.198261	0.266483	1.01841	0.00183796	0.00183796	-26669.6	0.0	118.972	
299050000	55	-44933.5	-18251.6	-26681.8	0.305966	2014.15	1.5475	0.140299	4.45087	6.29812	0.319698	0.212642	0.195904	0.271756	1.52443	0.00185307	0.00185307	-26681.8	0.0	101.793	
299100000	55	-45614	-18933.5	-26680.5	0.26291	2014.2	1.36929	0.155023	13.4435	7.92421	0.326362	0.214279	0.1964	0.262959	1.38733	0.00197283	0.00197283	-26680.5	0.0	111.075	
299150000	55	-45864.8	-19199.5	-26665.3	0.275949	2014.18	1.27814	0.113559	6.91802	10.5281	0.322269	0.216532	0.199865	0.261334	1.01636	0.00225233	0.00225233	-26665.3	0.0	122.051	
299200000	55	-45363.1	-18684	-26679.1	0.296361	2014.16	1.33232	0.144493	11.7266	11.0508	0.327139	0.216459	0.195448	0.260954	1.42885	0.00270186	0.00270186	-26679.1	0.0	119.807	
299250000	55	-44514	-17843.6	-26670.5	0.276315	2014.18	1.20849	0.0553786	1.55567	10.6908	0.318823	0.214069	0.196495	0.270613	1.65506	0.00221521	0.00221521	-26670.5	0.0	137.906	
299300000	55	-43517.9	-16850.9	-26667	0.287858	2014.17	1.3444	0.0936763	2.97881	4.55709	0.320267	0.212252	0.197472	0.270008	0.58804	0.0020505	0.0020505	-26667	0.0	124.799	
299350000	55	-45119.4	-18463.8	-26655.6	0.291564	2014.17	1.28645	0.0826378	1.92348	8.87052	0.323536	0.214258	0.197105	0.265101	0.731465	0.00198536	0.00198536	-26655.6	0.0	131.93	
299400000	55	-45385.7	-18726.6	-26659.1	0.301061	2014.16	1.38623	0.108453	6.76037	20.3212	0.320625	0.215358	0.19776	0.266257	0.705428	0.00233144	0.00233144	-26659.1	0.0	116.849	
299450000	55	-45661.8	-19002.4	-26659.4	0.29723	2014.16	1.22189	0.102136	5.02446	12.2284	0.322346	0.211871	0.198528	0.267254	0.847674	0.00245921	0.00245921	-26659.4	0.0	136.389	
299500000	55	-36753.8	-10112.2	-26641.6	0.269173	2014.19	1.35417	0.113573	7.66994	3.95076	0.313265	0.215891	0.198358	0.272487	0.388964	0.00211362	0.00211362	-26641.6	0.0	115.545	
299550000	55	-45886.7	-19223.6	-26663.1	0.280749	2014.18	1.50331	0.135888	9.44975	9.15819	0.31801	0.216062	0.194326	0.271602	0.828288	0.00211126	0.00211126	-26663.1	0.0	103.777	
299600000	55	-32193.3	-5539.22	-26654.1	0.302632	2014.16	1.73424	0.147365	6.44338	8.90904	0.317571	0.215517	0.201339	0.265574	0.325242	0.00183404	0.00183404	-26654.1	0.0	87.1405	
299650000	55	-40453	-13798.7	-26654.3	0.294857	2014.16	1.49845	0.177367	8.65364	5.52977	0.319341	0.210733	0.203544	0.266381	0.450762	0.00181762	0.00181762	-26654.3	0.0	102.118	
299700000	55	-43824.3	-17166.7	-26657.6	0.310686	2014.15	1.45252	0.125369	5.35204	8.92463	0.32277	0.211263	0.198688	0.267279	0.623085	0.00238289	0.00238289	-26657.6	0.0	109.894	
299750000	55	-45623.5	-18956.8	-26666.7	0.26045	2014.2	1.24472	0.0846552	7.66161	9.02067	0.322886	0.215292	0.191782	0.27004	1.27689	0.0025228	0.0025228	-26666.7	0.0	130.104	
299800000	55	-45843	-19171.3	-26671.7	0.318274	2014.14	1.59117	0.104684	2.81216	8.84616	0.319341	0.213459	0.194428	0.272772	0.798921	0.00224775	0.00224775	-26671.7	0.0	102.218	
299850000	55	-45558.8	-18870.9	-26687.9	0.405759	2014.05	1.80173	0.0967607	0.0338976	8.30885	0.325492	0.211651	0.198958	0.263899	1.33493	0.0014649	0.0014649	-26687.9	0.0	101.676	
299900000	55	-44206.9	-17517.1	-26689.8	0.298477	2014.16	1.64002	0.148186	5.05273	6.95566	0.316591	0.213125	0.19937	0.270914	1.81717	0.00188946	0.00188946	-26689.8	0.0	92.9114	
299950000	55	-45979.5	-19300.7	-26678.8	0.312794	2014.15	1.6781	0.155892	3.20138	9.3083	0.320962	0.211136	0.195849	0.272052	1.12295	0.00228265	0.00228265	-26678.8	0.0	88.9815	
300000000	55	-45147.5	-18459.7	-26687.8	0.304159	2014.15	1.68064	0.129781	3.96074	10.3916	0.313562	0.217157	0.201448	0.267833	1.61623	0.00147312	0.00147312	-26687.8	0.0	88.8376	
300050000	55	-43281.8	-16601.2	-26680.7	0.292743	2014.17	1.56878	0.155213	6.66053	8.50147	0.32076	0.2099	0.198506	0.270834	2.18702	0.00202701	0.00202701	-26680.7	0.0	93.8366	
300100000	55	-43715.4	-17030.9	-26684.5	0.295473	2014.16	1.4101	0.106096	3.33025	9.60483	0.318315	0.216681	0.200861	0.264143	1.96717	0.00221458	0.00221458	-26684.5	0.0	111.949	
300150000	55	-45967.6	-19295.1	-26672.5	0.275315	2014.18	1.53052	0.165926	7.72103	5.92296	0.321947	0.21324	0.197487	0.267325	0.956957	0.001734	0.001734	-26672.5	0.0	98.3632	
300200000	55	-45008.9	-18320.9	-26688	0.313798	2014.15	1.55935	0.140317	6.72116	14.9659	0.321327	0.207703	0.198483	0.272487	1.54776	0.00184829	0.00184829	-26688	0.0	104.727	
300250000	55	-41650.1	-14967.3	-26682.8	0.284534	2014.18	1.38343	0.139846	6.34633	9.59259	0.312139	0.216707	0.197827	0.273327	2.81794	0.00240936	0.00240936	-26682.8	0.0	109.911	
300300000	55	-39268.1	-12583.3	-26684.8	0.325067	2014.13	1.43064	0.115987	5.34002	6.15815	0.319737	0.212679	0.198489	0.269095	3.95608	0.00212742	0.00212742	-26684.8	0.0	112.407	
300350000	55	-44005.7	-17318.5	-26687.2	0.291635	2014.17	1.39944	0.123066	5.62557	7.11729	0.312769	0.217043	0.195818	0.27437	1.9159	0.00154919	0.00154919	-26687.2	0.0	110.889	
300400000	55	-44754.3	-18073.3	-26681.1	0.284761	2014.18	1.50515	0.135157	5.3366	13.6191	0.316912	0.212894	0.199532	0.270662	1.61499	0.00188535	0.00188535	-26681.1	0.0	103.224	
300450000	55	-46026.3	-19350.4	-26675.9	0.311303	2014.15	1.50796	0.12008	5.37302	5.64845	0.321161	0.21167	0.199301	0.267868	1.00725	0.00193385	0.00193385	-26675.9	0.0	107.578	
300500000	55	-45130.5	-18449.9	-26680.5	0.273118	2014.19	1.55793	0.167921	6.41566	7.93477	0.316599	0.216889	0.198828	0.267684	1.55267	0.00214741	0.00214741	-26680.5	0.0	95.5255	
300550000	55	-45558.5	-18891.1	-26667.4	0.329339	2014.13	1.56688	0.0939519	4.25346	6.3411	0.322399	0.21421	0.19517	0.268221	0.767918	0.00192705	0.00192705	-26667.4	0.0	101.354	
300600000	55	-45771.2	-19116.5	-26654.7	0.268957	2014.19	1.3019	0.110549	8.55862	7.60382	0.316601	0.212836	0.19931	0.271253	0.933864	0.00237075	0.00237075	-26654.7	0.0	122.536	
300650000	55	-45664.2	-19006.5	-26657.7	0.262085	2014.2	1.12704	0.0913901	8.40262	9.49335	0.319398	0.215541	0.197378	0.267682	1.11721	0.00187676	0.00187676	-26657.7	0.0	135.67	
300700000	55	-39118.9	-12476.1	-26642.8	0.266247	2014.19	1.016	0.0696564	5.17115	9.62297	0.320785	0.213801	0.198309	0.267105	0.435809	0.00270435	0.00270435	-26642.8	0.0	153.564	
300750000	55	-42540.6	-15901.2	-26639.4	0.269446	2014.19	1.04551	0.0828845	12.2828	3.8818	0.322074	0.216177	0.198627	0.263122	0.525043	0.00238019	0.00238019	-26639.4	0.0	156.143	
300800000	55	-23809.5	2812.36	-26621.8	0.266137	2014.19	1.14162	0.0702261	4.7093	6.69861	0.321329	0.206772	0.199139	0.272759	0.254105	0.00246378	0.00246378	-26621.8	0.0	142.269	
300850000	56	-10523.1	16093.5	-26616.6	0.288628	2014.17	1.07631	0.0620124	6.3224	10.2321	0.321642	0.211295	0.197159	0.269904	0.20236	0.00309454	0.00309454	-26616.6	0.0	160.913	
300900000	55	68549.2	95131.4	-26582.2	0.303585	2014.16	1.11775	0.0663228	1.91981	5.2279	0.323628	0.212411	0.192099	0.271861	0.0959648	0.00263165	0.00263165	-26582.2	0.0	152.923	
300950000	55	16018.1	42632.5	-26614.4	0.298849	2014.16	1.25136	0.0670712	1.54085	5.1268	0.316642	0.219241	0.196025	0.268091	0.146569	0.00268724	0.00268724	-26614.4	0.0	141.283	
301000000	56	152840	179417	-26577.2	0.287448	2014.17	1.33492	0.102513	8.44625	4.46231	0.318206	0.215147	0.195553	0.271094	0.0643392	0.0017119	0.0017119	-26577.2	0.0	116.388	
301050000	56	46176	72812.6	-26636.5	0.346863	2014.11	1.85279	0.148828	3.42209	7.97665	0.314782	0.218184	0.198459	0.268575	0.111909	0.00142911	0.00142911	-26636.5	0.0	88.1595	
301100000	55	139738	166316	-26578.4	0.268328	2014.19	1.43003	0.11072	4.32349	8.52414	0.325106	0.210482	0.192625	0.271787	0.0671096	0.002568	0.002568	-26578.4	0.0	105.925	
301150000	55	59670.6	86279.9	-26609.3	0.282754	2014.18	1.66938	0.224102	11.3508	5.81905	0.31726	0.213309	0.196693	0.272738	0.1013	0.00184522	0.00184522	-26609.3	0.0	82.5712	
301200000	55	24164.1	50779.1	-26615.1	0.347951	2014.11	1.46075	0.10347	5.78279	5.57535	0.326076	0.216606	0.195884	0.261434	0.134148	0.0018918	0.0018918	-26615.1	0.0	117.429	
301250000	55	60357.7	86982	-26624.4	0.280976	2014.18	1.43784	0.152493	9.79318	9.27511	0.318969	0.21041	0.198592	0.272029	0.100231	0.00206033	0.00206033	-26624.4	0.0	108.281	
301300000	55	-26904	-269.401	-26634.6	0.264344	2014.19	1.31521	0.167058	11.3224	15.461	0.316921	0.215392	0.198489	0.269198	0.279334	0.00258287	0.00258287	-26634.6	0.0	117.558	
301350000	55	-33456.1	-6826.03	-26630.1	0.273026	2014.19	1.26212	0.105034	7.04165	8.26954	0.320806	0.212036	0.194806	0.272352	0.336133	0.00190362	0.00190362	-26630.1	0.0	125.23	
301400000	55	1380.89	27996.6	-26615.7	0.261085	2014.2	1.29633	0.166484	11.0724	7.31648	0.321717	0.21384	0.203592	0.26085	0.172644	0.00302587	0.00302587	-26615.7	0.0	119.544	
301450000	55	-43852.5	-17193.2	-26659.3	0.34182	2014.12	1.42304	0.0860349	3.78107	6.32088	0.319	0.214145	0.198864	0.267991	0.592128	0.00195093	0.00195093	-26659.3	0.0	121.832	
301500000	55	-45616.8	-18973.2	-26643.6	0.283399	2014.18	1.14565	0.0724188	4.50386	15.6465	0.318252	0.213122	0.198779	0.269847	0.742591	0.00236452	0.00236452	-26643.6	0.0	144.635	
301550000	55	-45604.5	-18937.6	-26666.9	0.266457	2014.19	1.15356	0.0901326	8.38383	6.31516	0.316732	0.211699	0.203879	0.26769	0.814511	0.00271022	0.00271022	-26666.9	0.0	141.83	
301600000	55	-44280.1	-17616	-26664.2	0.281916	2014.18	1.36414	0.076096	-0.715879	11.5309	0.317532	0.216155	0.201779	0.264534	0.61133	0.00220446	0.00220446	-26664.2	0.0	122.118	
301650000	55	-45997.5	-19345.6	-26652	0.289136	2014.17	1.17907	0.0791309	3.91114	8.15744	0.321244	0.211549	0.199146	0.268061	0.930915	0.00199549	0.00199549	-26652	0.0	148.507	
301700000	55	-45496.8	-18821.3	-26675.6	0.265255	2014.19	1.33191	0.107126	7.60093	21.6986	0.317063	0.21333	0.198638	0.270969	1.43287	0.00243829	0.00243829	-26675.6	0.0	122.244	
301750000	55	-44869.5	-18219.3	-26650.2	0.276944	2014.18	1.05039	0.0550563	1.75684	12.4188	0.324135	0.211266	0.198461	0.266138	0.70114	0.00354892	0.00354892	-26650.2	0.0	158.826	
301800000	55	-34923.2	-8300.04	-26623.1	0.27052	2014.19	1.10297	0.0646321	2.43148	5.2483	0.320922	0.207987	0.198606	0.272485	0.358728	0.00295562	0.00295562	-26623.1	0.0	150.896	
301850000	55	-45647.6	-18980.7	-26666.8	0.268207	2014.19	1.39452	0.140721	9.45539	13.2535	0.316459	0.211855	0.195814	0.275872	0.857489	0.00196339	0.00196339	-26666.8	0.0	111.383	
301900000	55	-45938	-19253.4	-26684.7	0.373327	2014.08	1.71879	0.136431	4.14192	8.1719	0.323536	0.210111	0.201033	0.26532	0.853345	0.00137238	0.00137238	-26684.7	0.0	94.646	
301950000	55	-44925.8	-18255.7	-26670	0.292226	2014.17	1.51918	0.152525	3.84182	8.0345	0.320672	0.219297	0.192809	0.267222	0.682673	0.00189712	0.00189712	-26670	0.0	98.2973	
302000000	55	-42937.7	-16275.7	-26662	0.311414	2014.15	1.52046	0.120398	6.62806	8.59571	0.317807	0.215428	0.198069	0.268697	0.543404	0.00222012	0.00222012	-26662	0.0	106.294	
302050000	55	-38798.2	-12134.9	-26663.3	0.30856	2014.15	1.59988	0.122909	1.51536	6.52595	0.320618	0.213466	0.198815	0.2671	0.423949	0.00206784	0.00206784	-26663.3	0.0	94.5123	
302100000	55	-46083.5	-19394.5	-26689	0.365607	2014.09	1.9391	0.107289	-0.0261157	7.20291	0.321621	0.212211	0.198617	0.267551	0.912607	0.00153598	0.00153598	-26689	0.0	85.1061	
302150000	55	-44844.9	-18168.8	-26676.1	0.346994	2014.11	1.76248	0.187105	4.79669	11.3136	0.316908	0.218256	0.197347	0.26749	0.664781	0.00144915	0.00144915	-26676.1	0.0	85.8576	
302200000	55	-43276.4	-16605.5	-26670.9	0.353323	2014.11	2.00038	0.168146	2.46389	10.3076	0.320084	0.213827	0.200339	0.265749	0.548305	0.00148057	0.00148057	-26670.9	0.0	75.4904	
302250000	55	-43382.3	-16713.7	-26668.6	0.361062	2014.1	2.32279	0.279579	6.00671	10.32	0.319325	0.216063	0.196777	0.267835	0.579257	0.00121742	0.00121742	-26668.6	0.0	59.4328	
302300000	55	-43130.1	-16452.3	-26677.8	0.327421	2014.13	2.0643	0.16292	4.26266	7.94615	0.322441	0.211377	0.200486	0.265696	0.545135	0.00125201	0.00125201	-26677.8	0.0	68.3421	
