item                                 mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
joint                                -49722.8 2.780116 59.45473 -49722.4 -49836.7 -49607.4 306134.2 457.3483 NaN     
prior                                -1134.93 3.12749  61.61421 -1134.53 -1253.39 -1016.78 360735.8 388.1233 NaN     
likelihood                           -48587.9 0.547612 16.66463 -48587.5 -48620.7 -48555.8 151186.5 926.0746 NaN     
rootHeight                           0.423961 0.000738 0.029381 0.422656 0.368705 0.480358 88249.50 1586.524 0.422962
age(root)                            2019.928 0.000738 0.029381 2019.929 2019.872 2019.983 88265.62 1586.234 2019.928
treeLength                           22.59596 0.052687 1.035274 22.57092 20.63136 24.62762 362626.5 386.0996 22.57233
exponential.popSize                  6.632926 0.043672 1.237923 6.499552 4.315817 9.023764 174251.7 803.4926 6.52221 
exponential.growthRate               11.90195 0.048185 1.440889 11.84847 9.082509 14.73413 156575.6 894.2001 11.81448
kappa                                5.391396 0.004108 0.460493 5.375431 4.480094 6.266946 11143.02 12564.81 5.371895
frequencies1                         0.296187 3.06E-5  0.002575 0.296158 0.290983 0.301024 19794.55 7073.158 0.296176
frequencies2                         0.181388 2.48E-5  0.002181 0.181349 0.177233 0.185761 18156.02 7711.489 0.181375
frequencies3                         0.192904 2.48E-5  0.002245 0.192919 0.188468 0.197245 17074.46 8199.966 0.192891
frequencies4                         0.329521 3.2E-5   0.002664 0.329528 0.324219 0.334647 20190.47 6934.457 0.32951 
alpha                                0.13668  0.001115 0.093228 0.123266 0.001864 0.304638 20040.10 6986.489 0.098154
clock.rate                           0.001003 2.42E-6  6.05E-5  0.001002 0.000879 0.001117 223909.1 625.2982 0.001001
meanRate                             0.001003 2.42E-6  6.05E-5  0.001002 0.000879 0.001117 223909.1 625.2982 0.001001
age(NC_045512.2|NC_045512.2|2019-12) 0.389238 0.000544 0.023503 0.387154 0.352466 0.430353 74998.81 1866.829 0.388534
treeLikelihood                       -48587.9 0.547612 16.66463 -48587.5 -48620.7 -48555.8 151186.5 926.0746 NaN     
branchRates                          0        0        0        0        0        0        NaN      NaN      NaN     
coalescent                           -1127.23 3.123759 61.55006 -1126.78 -1246.16 -1009.89 360626.0 388.2415 NaN     
